Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,356434,340452,306071,272637
"Revenue 356434 340452 306071 272637  Other Revenue, Total - - - -","Revenue 356434 340452 306071 272637  Other Revenue, Total - - - -","Revenue 356434 340452 306071 272637  Other Revenue, Total - - - -","Revenue 356434 340452 306071 272637  Other Revenue, Total - - - -","Revenue 356434 340452 306071 272637  Other Revenue, Total - - - -"
Revenue,356434,340452,306071,272637
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",187302,175214,158972,135047
Gross Profit,169132,165238,147099,137590
Total Operating Expenses,335919,314641,272395,259460
"Selling/General/Admin. Expenses, Total 140657 120362 105781 104369  Research & Development - 10262 - -  Depreciation / Amortization 29015 31077 21151 19054  Interest Expense (Income) - Net Operating -20231 -2889 330 58  Unusual Expense (Income) - - -12556 1733  Other Operating Expenses, Total -13520 -19385 -1283 -801","Selling/General/Admin. Expenses, Total 140657 120362 105781 104369  Research & Development - 10262 - -  Depreciation / Amortization 29015 31077 21151 19054  Interest Expense (Income) - Net Operating -20231 -2889 330 58  Unusual Expense (Income) - - -12556 1733  Other Operating Expenses, Total -13520 -19385 -1283 -801","Selling/General/Admin. Expenses, Total 140657 120362 105781 104369  Research & Development - 10262 - -  Depreciation / Amortization 29015 31077 21151 19054  Interest Expense (Income) - Net Operating -20231 -2889 330 58  Unusual Expense (Income) - - -12556 1733  Other Operating Expenses, Total -13520 -19385 -1283 -801","Selling/General/Admin. Expenses, Total 140657 120362 105781 104369  Research & Development - 10262 - -  Depreciation / Amortization 29015 31077 21151 19054  Interest Expense (Income) - Net Operating -20231 -2889 330 58  Unusual Expense (Income) - - -12556 1733  Other Operating Expenses, Total -13520 -19385 -1283 -801","Selling/General/Admin. Expenses, Total 140657 120362 105781 104369  Research & Development - 10262 - -  Depreciation / Amortization 29015 31077 21151 19054  Interest Expense (Income) - Net Operating -20231 -2889 330 58  Unusual Expense (Income) - - -12556 1733  Other Operating Expenses, Total -13520 -19385 -1283 -801"
"Selling/General/Admin. Expenses, Total",140657,120362,105781,104369
Research & Development,-,10262,-,-
Depreciation / Amortization,29015,31077,21151,19054
Interest Expense (Income) - Net Operating,-20231,-2889,330,58
Unusual Expense (Income),-,-,-12556,1733
"Other Operating Expenses, Total",-13520,-19385,-1283,-801
Operating Income,20515,25811,33676,13177
"Interest Income (Expense), Net Non-Operating",-,-5172,-10888,-7567
Gain (Loss) on Sale of Assets,-,-3428,-,-
"Other, Net",20336,26237,-,1
Net Income Before Taxes,179,3002,22788,5611
Provision for Income Taxes,3228,11302,5959,299
Net Income After Taxes,-3049,-8300,16829,5312
Minority Interest,819,690,77,-34
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-3222,-8460,16906,5278
Total Extraordinary Items,-,-,-,-
Net Income,-3222,-8460,16906,5278
Total Adjustments to Net Income,-,-,-,-3
Income Available to Common Excluding Extraordinary Items,-3222,-8460,16906,5275
Dilution Adjustment,-0.106,-,-,-
Diluted Net Income,-3221.89,-8460,16906,5275
Diluted Weighted Average Shares,124.69,119.53,126.33,126.33
Diluted EPS Excluding Extraordinary Items,-25.84,-70.78,133.83,41.76
DPS - Common Stock Primary Issue,72,38,-,-
Diluted Normalized EPS,-0.49,111.18,60.43,54.74
