Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,483987,470385,463744,441166
"Revenue 483987 470385 463744 441166  Other Revenue, Total - - - -","Revenue 483987 470385 463744 441166  Other Revenue, Total - - - -","Revenue 483987 470385 463744 441166  Other Revenue, Total - - - -","Revenue 483987 470385 463744 441166  Other Revenue, Total - - - -","Revenue 483987 470385 463744 441166  Other Revenue, Total - - - -"
Revenue,483987,470385,463744,441166
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",423491,404169,402953,388991
Gross Profit,60496,66216,60791,52175
Total Operating Expenses,462183,437580,433659,419444
"Selling/General/Admin. Expenses, Total 38692 31496 29066 28537  Research & Development - 140 265 254  Depreciation / Amortization 8030 6865 6298 1390  Interest Expense (Income) - Net Operating -179 -40 -48 -  Unusual Expense (Income) - 523 153 271  Other Operating Expenses, Total -7851 -5050 -4875 1","Selling/General/Admin. Expenses, Total 38692 31496 29066 28537  Research & Development - 140 265 254  Depreciation / Amortization 8030 6865 6298 1390  Interest Expense (Income) - Net Operating -179 -40 -48 -  Unusual Expense (Income) - 523 153 271  Other Operating Expenses, Total -7851 -5050 -4875 1","Selling/General/Admin. Expenses, Total 38692 31496 29066 28537  Research & Development - 140 265 254  Depreciation / Amortization 8030 6865 6298 1390  Interest Expense (Income) - Net Operating -179 -40 -48 -  Unusual Expense (Income) - 523 153 271  Other Operating Expenses, Total -7851 -5050 -4875 1","Selling/General/Admin. Expenses, Total 38692 31496 29066 28537  Research & Development - 140 265 254  Depreciation / Amortization 8030 6865 6298 1390  Interest Expense (Income) - Net Operating -179 -40 -48 -  Unusual Expense (Income) - 523 153 271  Other Operating Expenses, Total -7851 -5050 -4875 1","Selling/General/Admin. Expenses, Total 38692 31496 29066 28537  Research & Development - 140 265 254  Depreciation / Amortization 8030 6865 6298 1390  Interest Expense (Income) - Net Operating -179 -40 -48 -  Unusual Expense (Income) - 523 153 271  Other Operating Expenses, Total -7851 -5050 -4875 1"
"Selling/General/Admin. Expenses, Total",38692,31496,29066,28537
Research & Development,-,140,265,254
Depreciation / Amortization,8030,6865,6298,1390
Interest Expense (Income) - Net Operating,-179,-40,-48,-
Unusual Expense (Income),-,523,153,271
"Other Operating Expenses, Total",-7851,-5050,-4875,1
Operating Income,21804,32805,30085,21722
"Interest Income (Expense), Net Non-Operating",-,4270,5790,789
Gain (Loss) on Sale of Assets,1189,3875,4600,402
"Other, Net",-2627,-8573,-10755,419
Net Income Before Taxes,23242,37503,36240,23332
Provision for Income Taxes,8041,12070,11713,7751
Net Income After Taxes,15201,25433,24527,15581
Minority Interest,7487,7116,4934,-360
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,14781,25163,24205,15221
Total Extraordinary Items,-,-,-,-
Net Income,14781,25163,24205,15221
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,14781,25163,24205,15220
Dilution Adjustment,-,-,-,-
Diluted Net Income,14781,25163,24205,15220
Diluted Weighted Average Shares,97.76,100.32,105.43,101.52
Diluted EPS Excluding Extraordinary Items,151.19,250.84,229.59,149.93
DPS - Common Stock Primary Issue,60,55,45,40
Diluted Normalized EPS,137.01,210.08,185.09,153.98
