Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,15619,16035,16669,15233
"Revenue 15619 16035 16669 15233  Other Revenue, Total - - - -","Revenue 15619 16035 16669 15233  Other Revenue, Total - - - -","Revenue 15619 16035 16669 15233  Other Revenue, Total - - - -","Revenue 15619 16035 16669 15233  Other Revenue, Total - - - -","Revenue 15619 16035 16669 15233  Other Revenue, Total - - - -"
Revenue,15619,16035,16669,15233
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12382,13208,13533,12490
Gross Profit,3237,2827,3136,2743
Total Operating Expenses,14259,15253,15689,14513
"Selling/General/Admin. Expenses, Total 1877 2011 2119 1996  Research & Development - - - -  Depreciation / Amortization 78 61 62 26  Interest Expense (Income) - Net Operating -158 -132 -168 -  Unusual Expense (Income) - 4 - -  Other Operating Expenses, Total 80 105 143 1","Selling/General/Admin. Expenses, Total 1877 2011 2119 1996  Research & Development - - - -  Depreciation / Amortization 78 61 62 26  Interest Expense (Income) - Net Operating -158 -132 -168 -  Unusual Expense (Income) - 4 - -  Other Operating Expenses, Total 80 105 143 1","Selling/General/Admin. Expenses, Total 1877 2011 2119 1996  Research & Development - - - -  Depreciation / Amortization 78 61 62 26  Interest Expense (Income) - Net Operating -158 -132 -168 -  Unusual Expense (Income) - 4 - -  Other Operating Expenses, Total 80 105 143 1","Selling/General/Admin. Expenses, Total 1877 2011 2119 1996  Research & Development - - - -  Depreciation / Amortization 78 61 62 26  Interest Expense (Income) - Net Operating -158 -132 -168 -  Unusual Expense (Income) - 4 - -  Other Operating Expenses, Total 80 105 143 1","Selling/General/Admin. Expenses, Total 1877 2011 2119 1996  Research & Development - - - -  Depreciation / Amortization 78 61 62 26  Interest Expense (Income) - Net Operating -158 -132 -168 -  Unusual Expense (Income) - 4 - -  Other Operating Expenses, Total 80 105 143 1"
"Selling/General/Admin. Expenses, Total",1877,2011,2119,1996
Research & Development,-,-,-,-
Depreciation / Amortization,78,61,62,26
Interest Expense (Income) - Net Operating,-158,-132,-168,-
Unusual Expense (Income),-,4,-,-
"Other Operating Expenses, Total",80,105,143,1
Operating Income,1360,782,980,720
"Interest Income (Expense), Net Non-Operating",-,-131,-168,-132
Gain (Loss) on Sale of Assets,-,-4,-,4
"Other, Net",137,136,167,-26
Net Income Before Taxes,1223,650,813,566
Provision for Income Taxes,385,209,265,180
Net Income After Taxes,838,441,548,386
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,838,441,548,386
Total Extraordinary Items,-,-,-,-
Net Income,838,441,548,386
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,838,441,548,385
Dilution Adjustment,-,-,-,-
Diluted Net Income,838,441,548,385
Diluted Weighted Average Shares,5.97,5.94,5.92,6.09
Diluted EPS Excluding Extraordinary Items,140.42,74.23,92.59,63.24
DPS - Common Stock Primary Issue,-,16,14,14
Diluted Normalized EPS,128.09,68.81,85.85,62.79
