Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5184,4949,6019,7871.84
"Revenue 5184 4949 6019 7871.84  Other Revenue, Total - - - -","Revenue 5184 4949 6019 7871.84  Other Revenue, Total - - - -","Revenue 5184 4949 6019 7871.84  Other Revenue, Total - - - -","Revenue 5184 4949 6019 7871.84  Other Revenue, Total - - - -","Revenue 5184 4949 6019 7871.84  Other Revenue, Total - - - -"
Revenue,5184,4949,6019,7871.84
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2696,2452,3306,3932.27
Gross Profit,2488,2497,2713,3939.57
Total Operating Expenses,5256,4948,6297,7943
"Selling/General/Admin. Expenses, Total 2466 2479 2945 3784.41  Research & Development - - - -  Depreciation / Amortization 137 84 117 133.35  Interest Expense (Income) - Net Operating -62 -44 -40 -  Unusual Expense (Income) - - 230.21 102.01  Other Operating Expenses, Total 19 -23 -31 -9.05","Selling/General/Admin. Expenses, Total 2466 2479 2945 3784.41  Research & Development - - - -  Depreciation / Amortization 137 84 117 133.35  Interest Expense (Income) - Net Operating -62 -44 -40 -  Unusual Expense (Income) - - 230.21 102.01  Other Operating Expenses, Total 19 -23 -31 -9.05","Selling/General/Admin. Expenses, Total 2466 2479 2945 3784.41  Research & Development - - - -  Depreciation / Amortization 137 84 117 133.35  Interest Expense (Income) - Net Operating -62 -44 -40 -  Unusual Expense (Income) - - 230.21 102.01  Other Operating Expenses, Total 19 -23 -31 -9.05","Selling/General/Admin. Expenses, Total 2466 2479 2945 3784.41  Research & Development - - - -  Depreciation / Amortization 137 84 117 133.35  Interest Expense (Income) - Net Operating -62 -44 -40 -  Unusual Expense (Income) - - 230.21 102.01  Other Operating Expenses, Total 19 -23 -31 -9.05","Selling/General/Admin. Expenses, Total 2466 2479 2945 3784.41  Research & Development - - - -  Depreciation / Amortization 137 84 117 133.35  Interest Expense (Income) - Net Operating -62 -44 -40 -  Unusual Expense (Income) - - 230.21 102.01  Other Operating Expenses, Total 19 -23 -31 -9.05"
"Selling/General/Admin. Expenses, Total",2466,2479,2945,3784.41
Research & Development,-,-,-,-
Depreciation / Amortization,137,84,117,133.35
Interest Expense (Income) - Net Operating,-62,-44,-40,-
Unusual Expense (Income),-,-,230.21,102.01
"Other Operating Expenses, Total",19,-23,-31,-9.05
Operating Income,-72,1,-278,-71.16
"Interest Income (Expense), Net Non-Operating",-,-77.07,-36.42,-53.76
Gain (Loss) on Sale of Assets,-,-2,-36,-
"Other, Net",57,53,267,-50.23
Net Income Before Taxes,-129,-50,-509,-175.15
Provision for Income Taxes,3,-1,-2,-5.28
Net Income After Taxes,-132,-49,-507,-169.87
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-132,-49,-507,-169.87
Total Extraordinary Items,-,-,-,-
Net Income,-132,-49,-507,-169.87
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-132,-49,-507,-169.87
Dilution Adjustment,0.091,0.186,0.689,-
Diluted Net Income,-132.09,-49.19,-507.69,-169.87
Diluted Weighted Average Shares,14.07,13.62,12.25,11.75
Diluted EPS Excluding Extraordinary Items,-9.39,-3.61,-41.46,-14.46
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-5.73,-1.56,-11.38,-8.82
