Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,16148,14397,14842.74,15076.82
"Revenue 16148 14397 14842.74 15076.82  Other Revenue, Total - - - -","Revenue 16148 14397 14842.74 15076.82  Other Revenue, Total - - - -","Revenue 16148 14397 14842.74 15076.82  Other Revenue, Total - - - -","Revenue 16148 14397 14842.74 15076.82  Other Revenue, Total - - - -","Revenue 16148 14397 14842.74 15076.82  Other Revenue, Total - - - -"
Revenue,16148,14397,14842.74,15076.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10585,10458,10777.45,10642.99
Gross Profit,5563,3939,4065.29,4433.83
Total Operating Expenses,14223,13994,14408.99,14228.62
"Selling/General/Admin. Expenses, Total 3638 3536 3547.76 3612.9  Research & Development - - - -  Depreciation / Amortization 199 216 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 2.16 83.78 -27.27  Other Operating Expenses, Total -191 -208 - -","Selling/General/Admin. Expenses, Total 3638 3536 3547.76 3612.9  Research & Development - - - -  Depreciation / Amortization 199 216 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 2.16 83.78 -27.27  Other Operating Expenses, Total -191 -208 - -","Selling/General/Admin. Expenses, Total 3638 3536 3547.76 3612.9  Research & Development - - - -  Depreciation / Amortization 199 216 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 2.16 83.78 -27.27  Other Operating Expenses, Total -191 -208 - -","Selling/General/Admin. Expenses, Total 3638 3536 3547.76 3612.9  Research & Development - - - -  Depreciation / Amortization 199 216 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 2.16 83.78 -27.27  Other Operating Expenses, Total -191 -208 - -","Selling/General/Admin. Expenses, Total 3638 3536 3547.76 3612.9  Research & Development - - - -  Depreciation / Amortization 199 216 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 2.16 83.78 -27.27  Other Operating Expenses, Total -191 -208 - -"
"Selling/General/Admin. Expenses, Total",3638,3536,3547.76,3612.9
Research & Development,-,-,-,-
Depreciation / Amortization,199,216,-,-
Interest Expense (Income) - Net Operating,-8,-8,-,-
Unusual Expense (Income),-,2.16,83.78,-27.27
"Other Operating Expenses, Total",-191,-208,-,-
Operating Income,1925,403,433.75,848.2
"Interest Income (Expense), Net Non-Operating",-,-4.76,-9.42,-8.76
Gain (Loss) on Sale of Assets,-,-0.64,0.52,-
"Other, Net",-92,-66,90.13,33.56
Net Income Before Taxes,2017,469,514.97,872.99
Provision for Income Taxes,781,201,244.34,342.61
Net Income After Taxes,1236,268,270.62,530.38
Minority Interest,41,35,-12.4,-7.28
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1228,264,258.23,523.1
Total Extraordinary Items,-,-,-,-
Net Income,1228,264,258.23,523.1
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,1228,264,258.23,523.1
Dilution Adjustment,-,-,-,-
Diluted Net Income,1228,264,258.23,523.1
Diluted Weighted Average Shares,7.83,7.8,7.66,7.59
Diluted EPS Excluding Extraordinary Items,156.79,33.85,33.69,68.94
DPS - Common Stock Primary Issue,30,15,27,30
Diluted Normalized EPS,157.3,37.23,49.45,76.67
