Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,11992,10004.69,7629.67,5154.04
"Revenue 11992 10004.69 7629.67 5154.04  Other Revenue, Total - - - -","Revenue 11992 10004.69 7629.67 5154.04  Other Revenue, Total - - - -","Revenue 11992 10004.69 7629.67 5154.04  Other Revenue, Total - - - -","Revenue 11992 10004.69 7629.67 5154.04  Other Revenue, Total - - - -","Revenue 11992 10004.69 7629.67 5154.04  Other Revenue, Total - - - -"
Revenue,11992,10004.69,7629.67,5154.04
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10693,8413.56,6472.13,4464.05
Gross Profit,1299,1591.13,1157.54,689.99
Total Operating Expenses,11970,9540.14,7388.7,5214.93
"Selling/General/Admin. Expenses, Total 1142 1126.24 916.38 644.53  Research & Development - - - -  Depreciation / Amortization 507 - - -  Interest Expense (Income) - Net Operating -43 - - -  Unusual Expense (Income) - 0.35 0.19 106.36  Other Operating Expenses, Total -329 - - -","Selling/General/Admin. Expenses, Total 1142 1126.24 916.38 644.53  Research & Development - - - -  Depreciation / Amortization 507 - - -  Interest Expense (Income) - Net Operating -43 - - -  Unusual Expense (Income) - 0.35 0.19 106.36  Other Operating Expenses, Total -329 - - -","Selling/General/Admin. Expenses, Total 1142 1126.24 916.38 644.53  Research & Development - - - -  Depreciation / Amortization 507 - - -  Interest Expense (Income) - Net Operating -43 - - -  Unusual Expense (Income) - 0.35 0.19 106.36  Other Operating Expenses, Total -329 - - -","Selling/General/Admin. Expenses, Total 1142 1126.24 916.38 644.53  Research & Development - - - -  Depreciation / Amortization 507 - - -  Interest Expense (Income) - Net Operating -43 - - -  Unusual Expense (Income) - 0.35 0.19 106.36  Other Operating Expenses, Total -329 - - -","Selling/General/Admin. Expenses, Total 1142 1126.24 916.38 644.53  Research & Development - - - -  Depreciation / Amortization 507 - - -  Interest Expense (Income) - Net Operating -43 - - -  Unusual Expense (Income) - 0.35 0.19 106.36  Other Operating Expenses, Total -329 - - -"
"Selling/General/Admin. Expenses, Total",1142,1126.24,916.38,644.53
Research & Development,-,-,-,-
Depreciation / Amortization,507,-,-,-
Interest Expense (Income) - Net Operating,-43,-,-,-
Unusual Expense (Income),-,0.35,0.19,106.36
"Other Operating Expenses, Total",-329,-,-,-
Operating Income,22,464.54,240.96,-60.89
"Interest Income (Expense), Net Non-Operating",-,-43.17,-33.68,-31.81
Gain (Loss) on Sale of Assets,218,-,-,-
"Other, Net",-1027,1218.79,1287.48,1382.3
Net Income Before Taxes,831,1640.17,1494.77,1289.59
Provision for Income Taxes,466,684.4,560.97,592.08
Net Income After Taxes,365,955.77,933.8,697.52
Minority Interest,21,0.24,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,365,956.01,933.8,697.52
Total Extraordinary Items,-,-,-,-
Net Income,365,956.01,933.8,697.52
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,365,956.01,933.8,697.51
Dilution Adjustment,-0.332,-,-,-
Diluted Net Income,365.33,956.01,933.8,697.51
Diluted Weighted Average Shares,4.72,4.5,3.78,3.78
Diluted EPS Excluding Extraordinary Items,77.45,212.31,247.04,184.53
DPS - Common Stock Primary Issue,10,-,-,-
Diluted Normalized EPS,152.77,212.36,247.07,199.75
