Period Ending:,202331/01,202231/07,202231/01,202131/07
Total Revenue,6486,6088,5960,12232.91
"Revenue 6464 6060 5891 11184.9  Other Revenue, Total 66 125.42 162.5 1048","Revenue 6464 6060 5891 11184.9  Other Revenue, Total 66 125.42 162.5 1048","Revenue 6464 6060 5891 11184.9  Other Revenue, Total 66 125.42 162.5 1048","Revenue 6464 6060 5891 11184.9  Other Revenue, Total 66 125.42 162.5 1048","Revenue 6464 6060 5891 11184.9  Other Revenue, Total 66 125.42 162.5 1048"
Revenue,6464,6060,5891,11184.9
"Other Revenue, Total",66,125.42,162.5,1048
"Cost of Revenue, Total",2980,2887,2704,5239.94
Gross Profit,3506,3201,3256,6992.97
Total Operating Expenses,3136,3041,2872,5549.23
"Selling/General/Admin. Expenses, Total 42 40 44 4.8  Research & Development - - - -  Depreciation / Amortization 757 705 689 -  Interest Expense (Income) - Net Operating -554 -482 -563 -600.96  Unusual Expense (Income) - - - -8442.37  Other Operating Expenses, Total -267 -436.87 1037.7 905.45","Selling/General/Admin. Expenses, Total 42 40 44 4.8  Research & Development - - - -  Depreciation / Amortization 757 705 689 -  Interest Expense (Income) - Net Operating -554 -482 -563 -600.96  Unusual Expense (Income) - - - -8442.37  Other Operating Expenses, Total -267 -436.87 1037.7 905.45","Selling/General/Admin. Expenses, Total 42 40 44 4.8  Research & Development - - - -  Depreciation / Amortization 757 705 689 -  Interest Expense (Income) - Net Operating -554 -482 -563 -600.96  Unusual Expense (Income) - - - -8442.37  Other Operating Expenses, Total -267 -436.87 1037.7 905.45","Selling/General/Admin. Expenses, Total 42 40 44 4.8  Research & Development - - - -  Depreciation / Amortization 757 705 689 -  Interest Expense (Income) - Net Operating -554 -482 -563 -600.96  Unusual Expense (Income) - - - -8442.37  Other Operating Expenses, Total -267 -436.87 1037.7 905.45","Selling/General/Admin. Expenses, Total 42 40 44 4.8  Research & Development - - - -  Depreciation / Amortization 757 705 689 -  Interest Expense (Income) - Net Operating -554 -482 -563 -600.96  Unusual Expense (Income) - - - -8442.37  Other Operating Expenses, Total -267 -436.87 1037.7 905.45"
"Selling/General/Admin. Expenses, Total",42,40,44,4.8
Research & Development,-,-,-,-
Depreciation / Amortization,757,705,689,-
Interest Expense (Income) - Net Operating,-554,-482,-563,-600.96
Unusual Expense (Income),-,-,-,-8442.37
"Other Operating Expenses, Total",-267,-436.87,1037.7,905.45
Operating Income,3350,3047,3088,6683.68
"Interest Income (Expense), Net Non-Operating",-,-,-,-904.02
Gain (Loss) on Sale of Assets,-,-,-,-38.57
"Other, Net",1707,1546.35,1574.88,-7487.99
Net Income Before Taxes,2781,2559,2516,14210.24
Provision for Income Taxes,-,0.605,0.605,1.21
Net Income After Taxes,2781,2559,2516,14209.03
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2781,2559,2516,14209.03
Total Extraordinary Items,-,-,-,-
Net Income,2781,2559,2516,14209.03
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,2781,2559,2516,14209.03
Dilution Adjustment,-,-,-,-
Diluted Net Income,2781,2559,2516,14209.03
Diluted Weighted Average Shares,1.91,1.79,1.78,1.67
Diluted EPS Excluding Extraordinary Items,2910.67,2844.67,2850.97,8486.1
DPS - Common Stock Primary Issue,-,-,-,3138
Diluted Normalized EPS,1827.02,1779.77,-1434.92,2157.37
