Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,128330,120193,114510,140992
"Revenue 128330 120193 114510 140992  Other Revenue, Total - - - -","Revenue 128330 120193 114510 140992  Other Revenue, Total - - - -","Revenue 128330 120193 114510 140992  Other Revenue, Total - - - -","Revenue 128330 120193 114510 140992  Other Revenue, Total - - - -","Revenue 128330 120193 114510 140992  Other Revenue, Total - - - -"
Revenue,128330,120193,114510,140992
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",55630,50126,45337,53388
Gross Profit,72700,70067,69173,87604
Total Operating Expenses,116729,110856,103838,117785
"Selling/General/Admin. Expenses, Total 51314 50117 47735 54371  Research & Development 9785 10613 10766 10504  Depreciation / Amortization 4952 4321 4079 -  Interest Expense (Income) - Net Operating -15 -20 -10 -  Unusual Expense (Income) - 280 -2 -480  Other Operating Expenses, Total -4937 -4301 -4069 2","Selling/General/Admin. Expenses, Total 51314 50117 47735 54371  Research & Development 9785 10613 10766 10504  Depreciation / Amortization 4952 4321 4079 -  Interest Expense (Income) - Net Operating -15 -20 -10 -  Unusual Expense (Income) - 280 -2 -480  Other Operating Expenses, Total -4937 -4301 -4069 2","Selling/General/Admin. Expenses, Total 51314 50117 47735 54371  Research & Development 9785 10613 10766 10504  Depreciation / Amortization 4952 4321 4079 -  Interest Expense (Income) - Net Operating -15 -20 -10 -  Unusual Expense (Income) - 280 -2 -480  Other Operating Expenses, Total -4937 -4301 -4069 2","Selling/General/Admin. Expenses, Total 51314 50117 47735 54371  Research & Development 9785 10613 10766 10504  Depreciation / Amortization 4952 4321 4079 -  Interest Expense (Income) - Net Operating -15 -20 -10 -  Unusual Expense (Income) - 280 -2 -480  Other Operating Expenses, Total -4937 -4301 -4069 2","Selling/General/Admin. Expenses, Total 51314 50117 47735 54371  Research & Development 9785 10613 10766 10504  Depreciation / Amortization 4952 4321 4079 -  Interest Expense (Income) - Net Operating -15 -20 -10 -  Unusual Expense (Income) - 280 -2 -480  Other Operating Expenses, Total -4937 -4301 -4069 2"
"Selling/General/Admin. Expenses, Total",51314,50117,47735,54371
Research & Development,9785,10613,10766,10504
Depreciation / Amortization,4952,4321,4079,-
Interest Expense (Income) - Net Operating,-15,-20,-10,-
Unusual Expense (Income),-,280,-2,-480
"Other Operating Expenses, Total",-4937,-4301,-4069,2
Operating Income,11601,9337,10672,23207
"Interest Income (Expense), Net Non-Operating",-,3536,1175,2571
Gain (Loss) on Sale of Assets,63,598,366,46
"Other, Net",-4574,-4216,-1890,331
Net Income Before Taxes,16112,12955,12196,26155
Provision for Income Taxes,3987,3093,2764,7244
Net Income After Taxes,12125,9862,9432,18911
Minority Interest,2042,1717,1510,-217
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11742,9658,9250,18694
Total Extraordinary Items,-,-,-,-
Net Income,11742,9658,9250,18694
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,11742,9658,9250,18694
Dilution Adjustment,-0.559,-0.127,-0.814,-
Diluted Net Income,11742.56,9658.13,9250.81,18694
Diluted Weighted Average Shares,79.41,81.27,81.79,82.25
Diluted EPS Excluding Extraordinary Items,147.88,118.84,113.11,227.3
DPS - Common Stock Primary Issue,84,84,83.5,83
Diluted Normalized EPS,121.51,94.67,88.16,222.67
