Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,98167,84503,80234,97267
"Revenue 98167 84503 80234 97267  Other Revenue, Total - - - -","Revenue 98167 84503 80234 97267  Other Revenue, Total - - - -","Revenue 98167 84503 80234 97267  Other Revenue, Total - - - -","Revenue 98167 84503 80234 97267  Other Revenue, Total - - - -","Revenue 98167 84503 80234 97267  Other Revenue, Total - - - -"
Revenue,98167,84503,80234,97267
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",86078,71521,64768,78500
Gross Profit,12089,12982,15466,18767
Total Operating Expenses,97398,82389,75797,90501
"Selling/General/Admin. Expenses, Total 10094 9700 9904 11071  Research & Development 500 447 455 480  Depreciation / Amortization 6105 360 371 367  Interest Expense (Income) - Net Operating -375 - - -  Unusual Expense (Income) - 359 298 82  Other Operating Expenses, Total -5004 2 1 1","Selling/General/Admin. Expenses, Total 10094 9700 9904 11071  Research & Development 500 447 455 480  Depreciation / Amortization 6105 360 371 367  Interest Expense (Income) - Net Operating -375 - - -  Unusual Expense (Income) - 359 298 82  Other Operating Expenses, Total -5004 2 1 1","Selling/General/Admin. Expenses, Total 10094 9700 9904 11071  Research & Development 500 447 455 480  Depreciation / Amortization 6105 360 371 367  Interest Expense (Income) - Net Operating -375 - - -  Unusual Expense (Income) - 359 298 82  Other Operating Expenses, Total -5004 2 1 1","Selling/General/Admin. Expenses, Total 10094 9700 9904 11071  Research & Development 500 447 455 480  Depreciation / Amortization 6105 360 371 367  Interest Expense (Income) - Net Operating -375 - - -  Unusual Expense (Income) - 359 298 82  Other Operating Expenses, Total -5004 2 1 1","Selling/General/Admin. Expenses, Total 10094 9700 9904 11071  Research & Development 500 447 455 480  Depreciation / Amortization 6105 360 371 367  Interest Expense (Income) - Net Operating -375 - - -  Unusual Expense (Income) - 359 298 82  Other Operating Expenses, Total -5004 2 1 1"
"Selling/General/Admin. Expenses, Total",10094,9700,9904,11071
Research & Development,500,447,455,480
Depreciation / Amortization,6105,360,371,367
Interest Expense (Income) - Net Operating,-375,-,-,-
Unusual Expense (Income),-,359,298,82
"Other Operating Expenses, Total",-5004,2,1,1
Operating Income,769,2114,4437,6766
"Interest Income (Expense), Net Non-Operating",-,807,557,897
Gain (Loss) on Sale of Assets,29,-,-,-
"Other, Net",-1604,456,866,-29
Net Income Before Taxes,2344,3377,5860,7634
Provision for Income Taxes,1316,1479,3014,2287
Net Income After Taxes,1028,1898,2846,5347
Minority Interest,2631,207,-147,-860
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2109,2105,2699,4487
Total Extraordinary Items,-,-,-,-
Net Income,2109,2105,2699,4487
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,2109,2105,2697,4486
Dilution Adjustment,-,-,-,-
Diluted Net Income,2109,2105,2697,4486
Diluted Weighted Average Shares,19.26,19.59,19.58,19.58
Diluted EPS Excluding Extraordinary Items,109.51,107.43,137.71,229.13
DPS - Common Stock Primary Issue,-,40,40,40
Diluted Normalized EPS,131.29,117.73,145.1,232.06
