Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,291688,270332,251992,274843
"Revenue - 270332 251992 274843  Other Revenue, Total - - - -","Revenue - 270332 251992 274843  Other Revenue, Total - - - -","Revenue - 270332 251992 274843  Other Revenue, Total - - - -","Revenue - 270332 251992 274843  Other Revenue, Total - - - -","Revenue - 270332 251992 274843  Other Revenue, Total - - - -"
Revenue,-,270332,251992,274843
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",225752,210011,200042,218244
Gross Profit,65936,60321,51950,56599
Total Operating Expenses,259967,240634,229469,248734
"Selling/General/Admin. Expenses, Total 33007 30027 26809 27605  Research & Development - 1942 - -  Depreciation / Amortization 12620 5523 591 605  Interest Expense (Income) - Net Operating - -42 - -  Unusual Expense (Income) - 970 2026 2278  Other Operating Expenses, Total -12596 -6827 1 2","Selling/General/Admin. Expenses, Total 33007 30027 26809 27605  Research & Development - 1942 - -  Depreciation / Amortization 12620 5523 591 605  Interest Expense (Income) - Net Operating - -42 - -  Unusual Expense (Income) - 970 2026 2278  Other Operating Expenses, Total -12596 -6827 1 2","Selling/General/Admin. Expenses, Total 33007 30027 26809 27605  Research & Development - 1942 - -  Depreciation / Amortization 12620 5523 591 605  Interest Expense (Income) - Net Operating - -42 - -  Unusual Expense (Income) - 970 2026 2278  Other Operating Expenses, Total -12596 -6827 1 2","Selling/General/Admin. Expenses, Total 33007 30027 26809 27605  Research & Development - 1942 - -  Depreciation / Amortization 12620 5523 591 605  Interest Expense (Income) - Net Operating - -42 - -  Unusual Expense (Income) - 970 2026 2278  Other Operating Expenses, Total -12596 -6827 1 2","Selling/General/Admin. Expenses, Total 33007 30027 26809 27605  Research & Development - 1942 - -  Depreciation / Amortization 12620 5523 591 605  Interest Expense (Income) - Net Operating - -42 - -  Unusual Expense (Income) - 970 2026 2278  Other Operating Expenses, Total -12596 -6827 1 2"
"Selling/General/Admin. Expenses, Total",33007,30027,26809,27605
Research & Development,-,1942,-,-
Depreciation / Amortization,12620,5523,591,605
Interest Expense (Income) - Net Operating,-,-42,-,-
Unusual Expense (Income),-,970,2026,2278
"Other Operating Expenses, Total",-12596,-6827,1,2
Operating Income,31721,29698,22523,26109
"Interest Income (Expense), Net Non-Operating",-,879,2442,2956
Gain (Loss) on Sale of Assets,-,-29,-,-
"Other, Net",-379,-381,353,-402
Net Income Before Taxes,32100,30108,25318,28663
Provision for Income Taxes,-,9495,7713,9386
Net Income After Taxes,22715,20613,17605,19277
Minority Interest,7277,6741,-622,-725
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,19977,16983,18552
Total Extraordinary Items,-,-,-,-
Net Income,22000,19977,16983,18552
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,22000,19977,16982,18552
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,19977,16982,18552
Diluted Weighted Average Shares,91.49,91.5,91.5,91.5
Diluted EPS Excluding Extraordinary Items,240.45,218.33,185.59,202.75
DPS - Common Stock Primary Issue,-,66,52.5,65
Diluted Normalized EPS,211.46,203.7,206.07,224.58
