Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,61143,51272,51841,59252
"Revenue 61143 51272 51841 59252  Other Revenue, Total - - - -","Revenue 61143 51272 51841 59252  Other Revenue, Total - - - -","Revenue 61143 51272 51841 59252  Other Revenue, Total - - - -","Revenue 61143 51272 51841 59252  Other Revenue, Total - - - -","Revenue 61143 51272 51841 59252  Other Revenue, Total - - - -"
Revenue,61143,51272,51841,59252
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",19050,18241,18760,21039
Gross Profit,42093,33031,33081,38213
Total Operating Expenses,51027,42755,43785,48470
"Selling/General/Admin. Expenses, Total 31977 22443 22826 23904  Research & Development 1063 1041 1065 1097  Depreciation / Amortization 1420 989 1129 1219  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 4 1210  Other Operating Expenses, Total -2483 1 1 1","Selling/General/Admin. Expenses, Total 31977 22443 22826 23904  Research & Development 1063 1041 1065 1097  Depreciation / Amortization 1420 989 1129 1219  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 4 1210  Other Operating Expenses, Total -2483 1 1 1","Selling/General/Admin. Expenses, Total 31977 22443 22826 23904  Research & Development 1063 1041 1065 1097  Depreciation / Amortization 1420 989 1129 1219  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 4 1210  Other Operating Expenses, Total -2483 1 1 1","Selling/General/Admin. Expenses, Total 31977 22443 22826 23904  Research & Development 1063 1041 1065 1097  Depreciation / Amortization 1420 989 1129 1219  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 4 1210  Other Operating Expenses, Total -2483 1 1 1","Selling/General/Admin. Expenses, Total 31977 22443 22826 23904  Research & Development 1063 1041 1065 1097  Depreciation / Amortization 1420 989 1129 1219  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 40 4 1210  Other Operating Expenses, Total -2483 1 1 1"
"Selling/General/Admin. Expenses, Total",31977,22443,22826,23904
Research & Development,1063,1041,1065,1097
Depreciation / Amortization,1420,989,1129,1219
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,40,4,1210
"Other Operating Expenses, Total",-2483,1,1,1
Operating Income,10116,8517,8056,10782
"Interest Income (Expense), Net Non-Operating",-,64,24,-4
Gain (Loss) on Sale of Assets,103,-6,-5,-3
"Other, Net",-1146,391,158,258
Net Income Before Taxes,11159,8966,8233,11033
Provision for Income Taxes,3506,2506,2551,3709
Net Income After Taxes,7653,6460,5682,7324
Minority Interest,328,-76,-63,-97
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7589,6384,5619,7227
Total Extraordinary Items,-,-,-,-
Net Income,7589,6384,5619,7227
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,7589,6383,5618,7226
Dilution Adjustment,-,-,-,-
Diluted Net Income,7589,6383,5618,7226
Diluted Weighted Average Shares,34.16,34.16,34.16,34.16
Diluted EPS Excluding Extraordinary Items,222.18,186.88,164.48,211.56
DPS - Common Stock Primary Issue,215,210,205,200
Diluted Normalized EPS,188.52,188.75,165.57,235.42
