Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,861022,851894,836323,886536
"Revenue 861022 851894 836323 886536  Other Revenue, Total - - - -","Revenue 861022 851894 836323 886536  Other Revenue, Total - - - -","Revenue 861022 851894 836323 886536  Other Revenue, Total - - - -","Revenue 861022 851894 836323 886536  Other Revenue, Total - - - -","Revenue 861022 851894 836323 886536  Other Revenue, Total - - - -"
Revenue,861022,851894,836323,886536
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",676853,675003,662598,706537
Gross Profit,184169,176891,173725,179999
Total Operating Expenses,806250,796061,780205,825416
"Selling/General/Admin. Expenses, Total 123101 114907 111425 112142  Research & Development 1205 1035 - -  Depreciation / Amortization 8290 7982 5990 5664  Interest Expense (Income) - Net Operating -43 -44 - -  Unusual Expense (Income) - 283 191 1072  Other Operating Expenses, Total -3156 -2822 1 1","Selling/General/Admin. Expenses, Total 123101 114907 111425 112142  Research & Development 1205 1035 - -  Depreciation / Amortization 8290 7982 5990 5664  Interest Expense (Income) - Net Operating -43 -44 - -  Unusual Expense (Income) - 283 191 1072  Other Operating Expenses, Total -3156 -2822 1 1","Selling/General/Admin. Expenses, Total 123101 114907 111425 112142  Research & Development 1205 1035 - -  Depreciation / Amortization 8290 7982 5990 5664  Interest Expense (Income) - Net Operating -43 -44 - -  Unusual Expense (Income) - 283 191 1072  Other Operating Expenses, Total -3156 -2822 1 1","Selling/General/Admin. Expenses, Total 123101 114907 111425 112142  Research & Development 1205 1035 - -  Depreciation / Amortization 8290 7982 5990 5664  Interest Expense (Income) - Net Operating -43 -44 - -  Unusual Expense (Income) - 283 191 1072  Other Operating Expenses, Total -3156 -2822 1 1","Selling/General/Admin. Expenses, Total 123101 114907 111425 112142  Research & Development 1205 1035 - -  Depreciation / Amortization 8290 7982 5990 5664  Interest Expense (Income) - Net Operating -43 -44 - -  Unusual Expense (Income) - 283 191 1072  Other Operating Expenses, Total -3156 -2822 1 1"
"Selling/General/Admin. Expenses, Total",123101,114907,111425,112142
Research & Development,1205,1035,-,-
Depreciation / Amortization,8290,7982,5990,5664
Interest Expense (Income) - Net Operating,-43,-44,-,-
Unusual Expense (Income),-,283,191,1072
"Other Operating Expenses, Total",-3156,-2822,1,1
Operating Income,54772,55833,56118,61120
"Interest Income (Expense), Net Non-Operating",-,1072,880,906
Gain (Loss) on Sale of Assets,1056,905,-,-
"Other, Net",-2792,-3260,586,642
Net Income Before Taxes,56508,58188,57584,62668
Provision for Income Taxes,15998,17718,17774,18706
Net Income After Taxes,40510,40470,39810,43962
Minority Interest,3343,3030,-500,-465
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,40022,39927,39310,43497
Total Extraordinary Items,-,-,-,-
Net Income,40022,39927,39310,43497
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,40022,39927,39309,43497
Dilution Adjustment,-,-,-,-
Diluted Net Income,40022,39927,39309,43497
Diluted Weighted Average Shares,189.6,189.6,189.6,189.6
Diluted EPS Excluding Extraordinary Items,211.09,210.58,207.32,229.41
DPS - Common Stock Primary Issue,125,115,115,110
Diluted Normalized EPS,184.12,186.89,208.02,233.38
