Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,1681,1424,1234.32,981.68
"Revenue 1681 1424 1234.32 981.68  Other Revenue, Total - - - -","Revenue 1681 1424 1234.32 981.68  Other Revenue, Total - - - -","Revenue 1681 1424 1234.32 981.68  Other Revenue, Total - - - -","Revenue 1681 1424 1234.32 981.68  Other Revenue, Total - - - -","Revenue 1681 1424 1234.32 981.68  Other Revenue, Total - - - -"
Revenue,1681,1424,1234.32,981.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",506,372,321.73,257.8
Gross Profit,1175,1052,912.58,723.88
Total Operating Expenses,1140,844,742.4,577.9
"Selling/General/Admin. Expenses, Total 555 460 362.35 284.1  Research & Development 30 26 43.4 29.43  Depreciation / Amortization 86 60 8.19 4.12  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 30.98 6.74 2.45  Other Operating Expenses, Total -36 -74 - -","Selling/General/Admin. Expenses, Total 555 460 362.35 284.1  Research & Development 30 26 43.4 29.43  Depreciation / Amortization 86 60 8.19 4.12  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 30.98 6.74 2.45  Other Operating Expenses, Total -36 -74 - -","Selling/General/Admin. Expenses, Total 555 460 362.35 284.1  Research & Development 30 26 43.4 29.43  Depreciation / Amortization 86 60 8.19 4.12  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 30.98 6.74 2.45  Other Operating Expenses, Total -36 -74 - -","Selling/General/Admin. Expenses, Total 555 460 362.35 284.1  Research & Development 30 26 43.4 29.43  Depreciation / Amortization 86 60 8.19 4.12  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 30.98 6.74 2.45  Other Operating Expenses, Total -36 -74 - -","Selling/General/Admin. Expenses, Total 555 460 362.35 284.1  Research & Development 30 26 43.4 29.43  Depreciation / Amortization 86 60 8.19 4.12  Interest Expense (Income) - Net Operating -1 - - -  Unusual Expense (Income) - 30.98 6.74 2.45  Other Operating Expenses, Total -36 -74 - -"
"Selling/General/Admin. Expenses, Total",555,460,362.35,284.1
Research & Development,30,26,43.4,29.43
Depreciation / Amortization,86,60,8.19,4.12
Interest Expense (Income) - Net Operating,-1,-,-,-
Unusual Expense (Income),-,30.98,6.74,2.45
"Other Operating Expenses, Total",-36,-74,-,-
Operating Income,541,580,491.92,403.78
"Interest Income (Expense), Net Non-Operating",-,-0.36,-0.3,-0.37
Gain (Loss) on Sale of Assets,-44,-25,-,-
"Other, Net",94,59,-27.14,-13.22
Net Income Before Taxes,491,546,464.48,390.2
Provision for Income Taxes,169,160,142.13,141.53
Net Income After Taxes,322,386,322.34,248.67
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,322,386,322.34,248.67
Total Extraordinary Items,-,-,-,-
Net Income,322,386,322.34,248.67
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,322,386,322.34,248.67
Dilution Adjustment,-,-,-,-
Diluted Net Income,322,386,322.34,248.67
Diluted Weighted Average Shares,10.59,10.58,10.67,10.34
Diluted EPS Excluding Extraordinary Items,30.4,36.47,30.2,24.04
DPS - Common Stock Primary Issue,-,-,10.8,-
Diluted Normalized EPS,31.39,34.01,30.64,24.19
