Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,28212,23313,18735,19123.19
"Revenue 28212 23313 18735 19123.19  Other Revenue, Total - - - -","Revenue 28212 23313 18735 19123.19  Other Revenue, Total - - - -","Revenue 28212 23313 18735 19123.19  Other Revenue, Total - - - -","Revenue 28212 23313 18735 19123.19  Other Revenue, Total - - - -","Revenue 28212 23313 18735 19123.19  Other Revenue, Total - - - -"
Revenue,28212,23313,18735,19123.19
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10814,9081,7366,7300.46
Gross Profit,17398,14232,11369,11822.73
Total Operating Expenses,25647,22317,18629,18421.65
"Selling/General/Admin. Expenses, Total 14497 12955 11013 10624.12  Research & Development - - - -  Depreciation / Amortization 385 326 300 260.19  Interest Expense (Income) - Net Operating -12 -12 -6 -  Unusual Expense (Income) - 221.41 157.67 237.51  Other Operating Expenses, Total -37 -33 -44 -0.64","Selling/General/Admin. Expenses, Total 14497 12955 11013 10624.12  Research & Development - - - -  Depreciation / Amortization 385 326 300 260.19  Interest Expense (Income) - Net Operating -12 -12 -6 -  Unusual Expense (Income) - 221.41 157.67 237.51  Other Operating Expenses, Total -37 -33 -44 -0.64","Selling/General/Admin. Expenses, Total 14497 12955 11013 10624.12  Research & Development - - - -  Depreciation / Amortization 385 326 300 260.19  Interest Expense (Income) - Net Operating -12 -12 -6 -  Unusual Expense (Income) - 221.41 157.67 237.51  Other Operating Expenses, Total -37 -33 -44 -0.64","Selling/General/Admin. Expenses, Total 14497 12955 11013 10624.12  Research & Development - - - -  Depreciation / Amortization 385 326 300 260.19  Interest Expense (Income) - Net Operating -12 -12 -6 -  Unusual Expense (Income) - 221.41 157.67 237.51  Other Operating Expenses, Total -37 -33 -44 -0.64","Selling/General/Admin. Expenses, Total 14497 12955 11013 10624.12  Research & Development - - - -  Depreciation / Amortization 385 326 300 260.19  Interest Expense (Income) - Net Operating -12 -12 -6 -  Unusual Expense (Income) - 221.41 157.67 237.51  Other Operating Expenses, Total -37 -33 -44 -0.64"
"Selling/General/Admin. Expenses, Total",14497,12955,11013,10624.12
Research & Development,-,-,-,-
Depreciation / Amortization,385,326,300,260.19
Interest Expense (Income) - Net Operating,-12,-12,-6,-
Unusual Expense (Income),-,221.41,157.67,237.51
"Other Operating Expenses, Total",-37,-33,-44,-0.64
Operating Income,2565,996,106,701.53
"Interest Income (Expense), Net Non-Operating",-,-12.3,-5.5,-5.92
Gain (Loss) on Sale of Assets,-2,19,-15,8.16
"Other, Net",79,129,103,52.27
Net Income Before Taxes,2488,848,18,756.04
Provision for Income Taxes,778,150,155,239.05
Net Income After Taxes,1710,698,-137,516.99
Minority Interest,13,13,27,-1.06
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1710,703,-134,515.93
Total Extraordinary Items,-,-,-,-
Net Income,1710,703,-134,515.93
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1710,703,-134,515.93
Dilution Adjustment,-0.556,-,-,-
Diluted Net Income,1710.56,703,-134,515.93
Diluted Weighted Average Shares,22.81,22.41,11.3,11.32
Diluted EPS Excluding Extraordinary Items,74.98,31.37,-11.85,45.59
DPS - Common Stock Primary Issue,18.5,8.5,10,17
Diluted Normalized EPS,71.75,29.51,9.94,61.53
