Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,11493.48,11187.68,10920.85,10443.3
"Revenue - 11187.68 10920.85 10443.3  Other Revenue, Total -0.001 - - -","Revenue - 11187.68 10920.85 10443.3  Other Revenue, Total -0.001 - - -","Revenue - 11187.68 10920.85 10443.3  Other Revenue, Total -0.001 - - -","Revenue - 11187.68 10920.85 10443.3  Other Revenue, Total -0.001 - - -","Revenue - 11187.68 10920.85 10443.3  Other Revenue, Total -0.001 - - -"
Revenue,-,11187.68,10920.85,10443.3
"Other Revenue, Total",-0.001,-,-,-
"Cost of Revenue, Total",-,8031.05,7940.24,7636.63
Gross Profit,-,3156.63,2980.61,2806.67
Total Operating Expenses,-,10061.89,9884.51,9521.71
"Selling/General/Admin. Expenses, Total - 1905.29 1873.51 1821.1  Research & Development - 80.46 31.81 32.25  Depreciation / Amortization - 40.38 38.95 31.74  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.71 - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total - 1905.29 1873.51 1821.1  Research & Development - 80.46 31.81 32.25  Depreciation / Amortization - 40.38 38.95 31.74  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.71 - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total - 1905.29 1873.51 1821.1  Research & Development - 80.46 31.81 32.25  Depreciation / Amortization - 40.38 38.95 31.74  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.71 - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total - 1905.29 1873.51 1821.1  Research & Development - 80.46 31.81 32.25  Depreciation / Amortization - 40.38 38.95 31.74  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.71 - -  Other Operating Expenses, Total - - - -","Selling/General/Admin. Expenses, Total - 1905.29 1873.51 1821.1  Research & Development - 80.46 31.81 32.25  Depreciation / Amortization - 40.38 38.95 31.74  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 4.71 - -  Other Operating Expenses, Total - - - -"
"Selling/General/Admin. Expenses, Total",-,1905.29,1873.51,1821.1
Research & Development,-,80.46,31.81,32.25
Depreciation / Amortization,-,40.38,38.95,31.74
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,4.71,-,-
"Other Operating Expenses, Total",-,-,-,-
Operating Income,-,1125.79,1036.34,921.59
"Interest Income (Expense), Net Non-Operating",-,44.27,45.48,24.6
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-,-3.54,-6.99,7.39
Net Income Before Taxes,-,1166.52,1074.83,953.58
Provision for Income Taxes,-,325.55,312.77,269.69
Net Income After Taxes,-,840.97,762.05,683.89
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,840.97,762.05,683.89
Total Extraordinary Items,-,-,-,-
Net Income,-,840.97,762.05,683.89
Total Adjustments to Net Income,-,-0,-,-
Income Available to Common Excluding Extraordinary Items,-,840.97,762.05,683.89
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,840.97,762.05,683.89
Diluted Weighted Average Shares,-,26.29,26.27,26.31
Diluted EPS Excluding Extraordinary Items,-,31.98,29,25.99
DPS - Common Stock Primary Issue,-,13,10,8
Diluted Normalized EPS,-,32.11,29,25.99
