Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,65897,65903,64735,67727
"Revenue 65897 65903 64735 67727  Other Revenue, Total - - - -","Revenue 65897 65903 64735 67727  Other Revenue, Total - - - -","Revenue 65897 65903 64735 67727  Other Revenue, Total - - - -","Revenue 65897 65903 64735 67727  Other Revenue, Total - - - -","Revenue 65897 65903 64735 67727  Other Revenue, Total - - - -"
Revenue,65897,65903,64735,67727
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",45844,44364,43109,45709
Gross Profit,20053,21539,21626,22018
Total Operating Expenses,56928,55020,54190,57749
"Selling/General/Admin. Expenses, Total 11084 9681 9942 10669  Research & Development - 975 1014 995  Depreciation / Amortization 1197 1121 - -  Interest Expense (Income) - Net Operating - -39 - -  Unusual Expense (Income) - 353 124 375  Other Operating Expenses, Total -1197 -1082 1 1","Selling/General/Admin. Expenses, Total 11084 9681 9942 10669  Research & Development - 975 1014 995  Depreciation / Amortization 1197 1121 - -  Interest Expense (Income) - Net Operating - -39 - -  Unusual Expense (Income) - 353 124 375  Other Operating Expenses, Total -1197 -1082 1 1","Selling/General/Admin. Expenses, Total 11084 9681 9942 10669  Research & Development - 975 1014 995  Depreciation / Amortization 1197 1121 - -  Interest Expense (Income) - Net Operating - -39 - -  Unusual Expense (Income) - 353 124 375  Other Operating Expenses, Total -1197 -1082 1 1","Selling/General/Admin. Expenses, Total 11084 9681 9942 10669  Research & Development - 975 1014 995  Depreciation / Amortization 1197 1121 - -  Interest Expense (Income) - Net Operating - -39 - -  Unusual Expense (Income) - 353 124 375  Other Operating Expenses, Total -1197 -1082 1 1","Selling/General/Admin. Expenses, Total 11084 9681 9942 10669  Research & Development - 975 1014 995  Depreciation / Amortization 1197 1121 - -  Interest Expense (Income) - Net Operating - -39 - -  Unusual Expense (Income) - 353 124 375  Other Operating Expenses, Total -1197 -1082 1 1"
"Selling/General/Admin. Expenses, Total",11084,9681,9942,10669
Research & Development,-,975,1014,995
Depreciation / Amortization,1197,1121,-,-
Interest Expense (Income) - Net Operating,-,-39,-,-
Unusual Expense (Income),-,353,124,375
"Other Operating Expenses, Total",-1197,-1082,1,1
Operating Income,8969,10883,10545,9978
"Interest Income (Expense), Net Non-Operating",-,755,646,432
Gain (Loss) on Sale of Assets,436,277,-46,43
"Other, Net",-1329,-741,64,75
Net Income Before Taxes,9862,11347,11209,10528
Provision for Income Taxes,3037,3509,3503,3231
Net Income After Taxes,6825,7838,7706,7297
Minority Interest,1580,1569,-159,-130
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6653,7662,7547,7167
Total Extraordinary Items,-,-,-,-
Net Income,6653,7662,7547,7167
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,6653,7662,7546,7167
Dilution Adjustment,-,-,-,-
Diluted Net Income,6653,7662,7546,7167
Diluted Weighted Average Shares,40.63,41.59,43.34,44.07
Diluted EPS Excluding Extraordinary Items,163.74,184.22,174.12,162.62
DPS - Common Stock Primary Issue,-,56,50,48
Diluted Normalized EPS,141.91,167.03,176.82,167.84
