Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,5957,16796,11206,10070.53
"Revenue 5957 16796 11206 10070.53  Other Revenue, Total - - - -","Revenue 5957 16796 11206 10070.53  Other Revenue, Total - - - -","Revenue 5957 16796 11206 10070.53  Other Revenue, Total - - - -","Revenue 5957 16796 11206 10070.53  Other Revenue, Total - - - -","Revenue 5957 16796 11206 10070.53  Other Revenue, Total - - - -"
Revenue,5957,16796,11206,10070.53
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2268,13100,7592,6700.81
Gross Profit,3689,3696,3614,3369.72
Total Operating Expenses,5651,16465,10674,9677.97
"Selling/General/Admin. Expenses, Total 3188 2960 2701 2563.36  Research & Development - - - -  Depreciation / Amortization 384 372 422 335.27  Interest Expense (Income) - Net Operating -29 -28 -24 -  Unusual Expense (Income) - 1250.95 167.54 78.53  Other Operating Expenses, Total -160 61 -17 -","Selling/General/Admin. Expenses, Total 3188 2960 2701 2563.36  Research & Development - - - -  Depreciation / Amortization 384 372 422 335.27  Interest Expense (Income) - Net Operating -29 -28 -24 -  Unusual Expense (Income) - 1250.95 167.54 78.53  Other Operating Expenses, Total -160 61 -17 -","Selling/General/Admin. Expenses, Total 3188 2960 2701 2563.36  Research & Development - - - -  Depreciation / Amortization 384 372 422 335.27  Interest Expense (Income) - Net Operating -29 -28 -24 -  Unusual Expense (Income) - 1250.95 167.54 78.53  Other Operating Expenses, Total -160 61 -17 -","Selling/General/Admin. Expenses, Total 3188 2960 2701 2563.36  Research & Development - - - -  Depreciation / Amortization 384 372 422 335.27  Interest Expense (Income) - Net Operating -29 -28 -24 -  Unusual Expense (Income) - 1250.95 167.54 78.53  Other Operating Expenses, Total -160 61 -17 -","Selling/General/Admin. Expenses, Total 3188 2960 2701 2563.36  Research & Development - - - -  Depreciation / Amortization 384 372 422 335.27  Interest Expense (Income) - Net Operating -29 -28 -24 -  Unusual Expense (Income) - 1250.95 167.54 78.53  Other Operating Expenses, Total -160 61 -17 -"
"Selling/General/Admin. Expenses, Total",3188,2960,2701,2563.36
Research & Development,-,-,-,-
Depreciation / Amortization,384,372,422,335.27
Interest Expense (Income) - Net Operating,-29,-28,-24,-
Unusual Expense (Income),-,1250.95,167.54,78.53
"Other Operating Expenses, Total",-160,61,-17,-
Operating Income,306,331,532,392.56
"Interest Income (Expense), Net Non-Operating",-,-43.11,-17.72,-28.53
Gain (Loss) on Sale of Assets,420,-601,-,-
"Other, Net",-477,1866,178,-60.48
Net Income Before Taxes,363,-934,354,303.55
Provision for Income Taxes,293,281,333,286.19
Net Income After Taxes,70,-1215,21,17.36
Minority Interest,17,12,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,64,-1210,21,17.36
Total Extraordinary Items,-,-,-,-
Net Income,64,-1210,21,17.36
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,64,-1210,21,17.36
Dilution Adjustment,-0.736,-,-0.241,-
Diluted Net Income,64.74,-1210,21.24,17.36
Diluted Weighted Average Shares,62.25,61.3,64.37,63.2
Diluted EPS Excluding Extraordinary Items,1.04,-19.74,0.33,0.27
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,0.667,2.9,5.06,6.39
