Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,353714,274462,293024,248542
"Revenue 353714 274462 293024 248542  Other Revenue, Total - - - -","Revenue 353714 274462 293024 248542  Other Revenue, Total - - - -","Revenue 353714 274462 293024 248542  Other Revenue, Total - - - -","Revenue 353714 274462 293024 248542  Other Revenue, Total - - - -","Revenue 353714 274462 293024 248542  Other Revenue, Total - - - -"
Revenue,353714,274462,293024,248542
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",105778,72121,69009,59586
Gross Profit,247936,202341,224015,188956
Total Operating Expenses,250018,180072,175603,155232
"Selling/General/Admin. Expenses, Total 139297 82050 81914 66254  Research & Development - 20996 16545 14895  Depreciation / Amortization 6767 5444 5252 3968  Interest Expense (Income) - Net Operating -12892 - - -  Unusual Expense (Income) - -103 4075 18588  Other Operating Expenses, Total 11068 -436 -1192 -8059","Selling/General/Admin. Expenses, Total 139297 82050 81914 66254  Research & Development - 20996 16545 14895  Depreciation / Amortization 6767 5444 5252 3968  Interest Expense (Income) - Net Operating -12892 - - -  Unusual Expense (Income) - -103 4075 18588  Other Operating Expenses, Total 11068 -436 -1192 -8059","Selling/General/Admin. Expenses, Total 139297 82050 81914 66254  Research & Development - 20996 16545 14895  Depreciation / Amortization 6767 5444 5252 3968  Interest Expense (Income) - Net Operating -12892 - - -  Unusual Expense (Income) - -103 4075 18588  Other Operating Expenses, Total 11068 -436 -1192 -8059","Selling/General/Admin. Expenses, Total 139297 82050 81914 66254  Research & Development - 20996 16545 14895  Depreciation / Amortization 6767 5444 5252 3968  Interest Expense (Income) - Net Operating -12892 - - -  Unusual Expense (Income) - -103 4075 18588  Other Operating Expenses, Total 11068 -436 -1192 -8059","Selling/General/Admin. Expenses, Total 139297 82050 81914 66254  Research & Development - 20996 16545 14895  Depreciation / Amortization 6767 5444 5252 3968  Interest Expense (Income) - Net Operating -12892 - - -  Unusual Expense (Income) - -103 4075 18588  Other Operating Expenses, Total 11068 -436 -1192 -8059"
"Selling/General/Admin. Expenses, Total",139297,82050,81914,66254
Research & Development,-,20996,16545,14895
Depreciation / Amortization,6767,5444,5252,3968
Interest Expense (Income) - Net Operating,-12892,-,-,-
Unusual Expense (Income),-,-103,4075,18588
"Other Operating Expenses, Total",11068,-436,-1192,-8059
Operating Income,103696,94390,117421,93310
"Interest Income (Expense), Net Non-Operating",-,41357,-9061,28838
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-36829,-275,-189,-180
Net Income Before Taxes,140525,135472,108171,121968
Provision for Income Taxes,40535,22406,52682,8732
Net Income After Taxes,99990,113066,55489,113236
Minority Interest,9353,1822,731,2428
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,100339,114888,56220,115664
Total Extraordinary Items,-,-,-,-
Net Income,100339,114888,56220,115664
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,100339,114888,56220,115664
Dilution Adjustment,-,-647,-891,-293
Diluted Net Income,100339,114241,55329,115371
Diluted Weighted Average Shares,881.61,902.72,893.88,901.1
Diluted EPS Excluding Extraordinary Items,113.81,126.55,61.9,128.03
DPS - Common Stock Primary Issue,10,7.5,5,2.5
Diluted Normalized EPS,103.82,126.46,64.24,147.18
