Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,3741,3041,2151,1598.29
"Revenue 3741 3041 2151 1598.29  Other Revenue, Total - - - -","Revenue 3741 3041 2151 1598.29  Other Revenue, Total - - - -","Revenue 3741 3041 2151 1598.29  Other Revenue, Total - - - -","Revenue 3741 3041 2151 1598.29  Other Revenue, Total - - - -","Revenue 3741 3041 2151 1598.29  Other Revenue, Total - - - -"
Revenue,3741,3041,2151,1598.29
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",478,350,346,359.23
Gross Profit,3263,2691,1805,1239.06
Total Operating Expenses,4153,2674,1837,1565.15
"Selling/General/Admin. Expenses, Total 3675 2324 1491 1205.92  Research & Development - - - -  Depreciation / Amortization 39 25 16 -  Interest Expense (Income) - Net Operating -4 -4 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -35 -21 -9 -","Selling/General/Admin. Expenses, Total 3675 2324 1491 1205.92  Research & Development - - - -  Depreciation / Amortization 39 25 16 -  Interest Expense (Income) - Net Operating -4 -4 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -35 -21 -9 -","Selling/General/Admin. Expenses, Total 3675 2324 1491 1205.92  Research & Development - - - -  Depreciation / Amortization 39 25 16 -  Interest Expense (Income) - Net Operating -4 -4 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -35 -21 -9 -","Selling/General/Admin. Expenses, Total 3675 2324 1491 1205.92  Research & Development - - - -  Depreciation / Amortization 39 25 16 -  Interest Expense (Income) - Net Operating -4 -4 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -35 -21 -9 -","Selling/General/Admin. Expenses, Total 3675 2324 1491 1205.92  Research & Development - - - -  Depreciation / Amortization 39 25 16 -  Interest Expense (Income) - Net Operating -4 -4 -7 -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -35 -21 -9 -"
"Selling/General/Admin. Expenses, Total",3675,2324,1491,1205.92
Research & Development,-,-,-,-
Depreciation / Amortization,39,25,16,-
Interest Expense (Income) - Net Operating,-4,-4,-7,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-35,-21,-9,-
Operating Income,-412,367,314,33.15
"Interest Income (Expense), Net Non-Operating",-,-2.28,-5.93,-6.73
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-14,-2,24,-0.08
Net Income Before Taxes,-398,369,290,26.34
Provision for Income Taxes,94,116,45,38.08
Net Income After Taxes,-492,253,245,-11.74
Minority Interest,-,-,-13.35,-28.55
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-492,253,232,-40.3
Total Extraordinary Items,-,-,-,-
Net Income,-492,253,232,-40.3
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-492,253,232,-40.3
Dilution Adjustment,-,-,-0.502,-
Diluted Net Income,-492,253,232.5,-40.3
Diluted Weighted Average Shares,3.93,3.99,3.68,3.46
Diluted EPS Excluding Extraordinary Items,-125.15,63.46,63.26,-11.64
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-63.27,57.85,45.78,-7.71
