Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1004914,888668,806630,809083
"Revenue 1004914 888668 806630 809083  Other Revenue, Total - - - -","Revenue 1004914 888668 806630 809083  Other Revenue, Total - - - -","Revenue 1004914 888668 806630 809083  Other Revenue, Total - - - -","Revenue 1004914 888668 806630 809083  Other Revenue, Total - - - -","Revenue 1004914 888668 806630 809083  Other Revenue, Total - - - -"
Revenue,1004914,888668,806630,809083
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",804830,689555,625734,628463
Gross Profit,200084,199113,180896,180620
Total Operating Expenses,945235,823494,755399,758467
"Selling/General/Admin. Expenses, Total 150379 139703 121434 123414  Research & Development - - - -  Depreciation / Amortization 44987 - 13964 11969  Interest Expense (Income) - Net Operating -3253 -1942 -2287 -1605  Unusual Expense (Income) - - -968 -1186  Other Operating Expenses, Total -37382 -3822 -2478 -2588","Selling/General/Admin. Expenses, Total 150379 139703 121434 123414  Research & Development - - - -  Depreciation / Amortization 44987 - 13964 11969  Interest Expense (Income) - Net Operating -3253 -1942 -2287 -1605  Unusual Expense (Income) - - -968 -1186  Other Operating Expenses, Total -37382 -3822 -2478 -2588","Selling/General/Admin. Expenses, Total 150379 139703 121434 123414  Research & Development - - - -  Depreciation / Amortization 44987 - 13964 11969  Interest Expense (Income) - Net Operating -3253 -1942 -2287 -1605  Unusual Expense (Income) - - -968 -1186  Other Operating Expenses, Total -37382 -3822 -2478 -2588","Selling/General/Admin. Expenses, Total 150379 139703 121434 123414  Research & Development - - - -  Depreciation / Amortization 44987 - 13964 11969  Interest Expense (Income) - Net Operating -3253 -1942 -2287 -1605  Unusual Expense (Income) - - -968 -1186  Other Operating Expenses, Total -37382 -3822 -2478 -2588","Selling/General/Admin. Expenses, Total 150379 139703 121434 123414  Research & Development - - - -  Depreciation / Amortization 44987 - 13964 11969  Interest Expense (Income) - Net Operating -3253 -1942 -2287 -1605  Unusual Expense (Income) - - -968 -1186  Other Operating Expenses, Total -37382 -3822 -2478 -2588"
"Selling/General/Admin. Expenses, Total",150379,139703,121434,123414
Research & Development,-,-,-,-
Depreciation / Amortization,44987,-,13964,11969
Interest Expense (Income) - Net Operating,-3253,-1942,-2287,-1605
Unusual Expense (Income),-,-,-968,-1186
"Other Operating Expenses, Total",-37382,-3822,-2478,-2588
Operating Income,59679,65174,51231,50616
"Interest Income (Expense), Net Non-Operating",-,-945,-899,-222
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-1298,1,-681,-564
Net Income Before Taxes,60977,64230,49651,49830
Provision for Income Taxes,18023,17823,19292,16085
Net Income After Taxes,42954,46407,30359,33745
Minority Interest,16249,-3049,-3042,-3095
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,40442,43358,27317,30650
Total Extraordinary Items,-305,-142,51,-218
Net Income,40137,43216,27368,30432
Total Adjustments to Net Income,305,-2,-1,-2
Income Available to Common Excluding Extraordinary Items,40442,43356,27316,30648
Dilution Adjustment,-306.02,-,-,-
Diluted Net Income,40443.02,43214,27367,30430
Diluted Weighted Average Shares,227.21,226.18,226.49,206.73
Diluted EPS Excluding Extraordinary Items,178,191.69,120.61,148.25
DPS - Common Stock Primary Issue,56,56,44,44
Diluted Normalized EPS,156.68,191.69,118,144.37
