Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,16151,13725,14481,13794.35
"Revenue 16151 13725 14481 13794.35  Other Revenue, Total - - - -","Revenue 16151 13725 14481 13794.35  Other Revenue, Total - - - -","Revenue 16151 13725 14481 13794.35  Other Revenue, Total - - - -","Revenue 16151 13725 14481 13794.35  Other Revenue, Total - - - -","Revenue 16151 13725 14481 13794.35  Other Revenue, Total - - - -"
Revenue,16151,13725,14481,13794.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11764,9545,10165,10265.98
Gross Profit,4387,4180,4316,3528.37
Total Operating Expenses,15241,12882,13559,13218.98
"Selling/General/Admin. Expenses, Total 3149 3003 3180 2727.48  Research & Development 279 258 148 175.47  Depreciation / Amortization 271 288 286 40.26  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - - 17.36 9.79  Other Operating Expenses, Total -222 -212 -219 -","Selling/General/Admin. Expenses, Total 3149 3003 3180 2727.48  Research & Development 279 258 148 175.47  Depreciation / Amortization 271 288 286 40.26  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - - 17.36 9.79  Other Operating Expenses, Total -222 -212 -219 -","Selling/General/Admin. Expenses, Total 3149 3003 3180 2727.48  Research & Development 279 258 148 175.47  Depreciation / Amortization 271 288 286 40.26  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - - 17.36 9.79  Other Operating Expenses, Total -222 -212 -219 -","Selling/General/Admin. Expenses, Total 3149 3003 3180 2727.48  Research & Development 279 258 148 175.47  Depreciation / Amortization 271 288 286 40.26  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - - 17.36 9.79  Other Operating Expenses, Total -222 -212 -219 -","Selling/General/Admin. Expenses, Total 3149 3003 3180 2727.48  Research & Development 279 258 148 175.47  Depreciation / Amortization 271 288 286 40.26  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - - 17.36 9.79  Other Operating Expenses, Total -222 -212 -219 -"
"Selling/General/Admin. Expenses, Total",3149,3003,3180,2727.48
Research & Development,279,258,148,175.47
Depreciation / Amortization,271,288,286,40.26
Interest Expense (Income) - Net Operating,-,-,-1,-
Unusual Expense (Income),-,-,17.36,9.79
"Other Operating Expenses, Total",-222,-212,-219,-
Operating Income,910,843,922,575.37
"Interest Income (Expense), Net Non-Operating",-,-117.52,-112.5,-0.39
Gain (Loss) on Sale of Assets,-2,-0.7,235,-0.62
"Other, Net",-314,121,-348,1.77
Net Income Before Taxes,1226,722,1035,576.14
Provision for Income Taxes,436,313,389,193.38
Net Income After Taxes,790,409,646,382.76
Minority Interest,12,11,12,-4.75
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,783,403,641,378.01
Total Extraordinary Items,-,-,-,-
Net Income,783,403,641,378.01
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,783,403,641,378.01
Dilution Adjustment,-0.088,-0.943,-0.234,-
Diluted Net Income,783.09,403.94,641.23,378.01
Diluted Weighted Average Shares,18.68,18.54,18.38,18.29
Diluted EPS Excluding Extraordinary Items,41.91,21.79,34.88,20.67
DPS - Common Stock Primary Issue,10,10,8,6
Diluted Normalized EPS,27.56,24.02,27.33,21.05
