Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,28218,24609,17299,23596
"Revenue 28218 24609 17299 23596  Other Revenue, Total - - - -","Revenue 28218 24609 17299 23596  Other Revenue, Total - - - -","Revenue 28218 24609 17299 23596  Other Revenue, Total - - - -","Revenue 28218 24609 17299 23596  Other Revenue, Total - - - -","Revenue 28218 24609 17299 23596  Other Revenue, Total - - - -"
Revenue,28218,24609,17299,23596
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13901,11661,10150,12722
Gross Profit,14317,12948,7149,10874
Total Operating Expenses,28699,26379,19826,24836
"Selling/General/Admin. Expenses, Total 14798 14718 9653 11624  Research & Development - - - -  Depreciation / Amortization 1110 1138 1289 -  Interest Expense (Income) - Net Operating -188 -197 -188 -  Unusual Expense (Income) - 850 240 490  Other Operating Expenses, Total -922 -941 -1078 -","Selling/General/Admin. Expenses, Total 14798 14718 9653 11624  Research & Development - - - -  Depreciation / Amortization 1110 1138 1289 -  Interest Expense (Income) - Net Operating -188 -197 -188 -  Unusual Expense (Income) - 850 240 490  Other Operating Expenses, Total -922 -941 -1078 -","Selling/General/Admin. Expenses, Total 14798 14718 9653 11624  Research & Development - - - -  Depreciation / Amortization 1110 1138 1289 -  Interest Expense (Income) - Net Operating -188 -197 -188 -  Unusual Expense (Income) - 850 240 490  Other Operating Expenses, Total -922 -941 -1078 -","Selling/General/Admin. Expenses, Total 14798 14718 9653 11624  Research & Development - - - -  Depreciation / Amortization 1110 1138 1289 -  Interest Expense (Income) - Net Operating -188 -197 -188 -  Unusual Expense (Income) - 850 240 490  Other Operating Expenses, Total -922 -941 -1078 -","Selling/General/Admin. Expenses, Total 14798 14718 9653 11624  Research & Development - - - -  Depreciation / Amortization 1110 1138 1289 -  Interest Expense (Income) - Net Operating -188 -197 -188 -  Unusual Expense (Income) - 850 240 490  Other Operating Expenses, Total -922 -941 -1078 -"
"Selling/General/Admin. Expenses, Total",14798,14718,9653,11624
Research & Development,-,-,-,-
Depreciation / Amortization,1110,1138,1289,-
Interest Expense (Income) - Net Operating,-188,-197,-188,-
Unusual Expense (Income),-,850,240,490
"Other Operating Expenses, Total",-922,-941,-1078,-
Operating Income,-481,-1770,-2527,-1240
"Interest Income (Expense), Net Non-Operating",-,-1077,-443,123
Gain (Loss) on Sale of Assets,10054,-1081,485,-37
"Other, Net",-19939,2856,-22,83
Net Income Before Taxes,9404,-3545,-2990,-1071
Provision for Income Taxes,2667,40,1532,373
Net Income After Taxes,6737,-3585,-4522,-1444
Minority Interest,638,658,942,-12
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6757,-3544,-4513,-1456
Total Extraordinary Items,-,-,-,-
Net Income,6757,-3544,-4513,-1456
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,6757,-3544,-4513,-1457
Dilution Adjustment,-0.745,-,-,-
Diluted Net Income,6757.74,-3544,-4513,-1457
Diluted Weighted Average Shares,33.31,32.71,32.56,32.44
Diluted EPS Excluding Extraordinary Items,202.85,-108.34,-138.6,-44.91
DPS - Common Stock Primary Issue,2,-,-,2.5
Diluted Normalized EPS,-6.53,-29.58,-42.05,-31.52
