Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,51031,38960,35444,37561
"Revenue 51031 38960 35444 37561  Other Revenue, Total - - - -","Revenue 51031 38960 35444 37561  Other Revenue, Total - - - -","Revenue 51031 38960 35444 37561  Other Revenue, Total - - - -","Revenue 51031 38960 35444 37561  Other Revenue, Total - - - -","Revenue 51031 38960 35444 37561  Other Revenue, Total - - - -"
Revenue,51031,38960,35444,37561
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",41581,32234,28676,30284
Gross Profit,9450,6726,6768,7277
Total Operating Expenses,47472,37836,34343,36284
"Selling/General/Admin. Expenses, Total 5891 5302 5245 5590  Research & Development - 300 280 276  Depreciation / Amortization 1255 1319 - -  Interest Expense (Income) - Net Operating -44 -38 - -  Unusual Expense (Income) - 70 141 132  Other Operating Expenses, Total -1211 -1281 1 2","Selling/General/Admin. Expenses, Total 5891 5302 5245 5590  Research & Development - 300 280 276  Depreciation / Amortization 1255 1319 - -  Interest Expense (Income) - Net Operating -44 -38 - -  Unusual Expense (Income) - 70 141 132  Other Operating Expenses, Total -1211 -1281 1 2","Selling/General/Admin. Expenses, Total 5891 5302 5245 5590  Research & Development - 300 280 276  Depreciation / Amortization 1255 1319 - -  Interest Expense (Income) - Net Operating -44 -38 - -  Unusual Expense (Income) - 70 141 132  Other Operating Expenses, Total -1211 -1281 1 2","Selling/General/Admin. Expenses, Total 5891 5302 5245 5590  Research & Development - 300 280 276  Depreciation / Amortization 1255 1319 - -  Interest Expense (Income) - Net Operating -44 -38 - -  Unusual Expense (Income) - 70 141 132  Other Operating Expenses, Total -1211 -1281 1 2","Selling/General/Admin. Expenses, Total 5891 5302 5245 5590  Research & Development - 300 280 276  Depreciation / Amortization 1255 1319 - -  Interest Expense (Income) - Net Operating -44 -38 - -  Unusual Expense (Income) - 70 141 132  Other Operating Expenses, Total -1211 -1281 1 2"
"Selling/General/Admin. Expenses, Total",5891,5302,5245,5590
Research & Development,-,300,280,276
Depreciation / Amortization,1255,1319,-,-
Interest Expense (Income) - Net Operating,-44,-38,-,-
Unusual Expense (Income),-,70,141,132
"Other Operating Expenses, Total",-1211,-1281,1,2
Operating Income,3559,1124,1101,1277
"Interest Income (Expense), Net Non-Operating",-,-48,-28,-13
Gain (Loss) on Sale of Assets,-339,-12,-92,-118
"Other, Net",741,-12,150,105
Net Income Before Taxes,3157,1148,1131,1251
Provision for Income Taxes,985,126,301,374
Net Income After Taxes,2172,1022,830,877
Minority Interest,49,49,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2172,1022,830,877
Total Extraordinary Items,-,-,-,-
Net Income,2172,1022,830,877
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,2172,1022,829,877
Dilution Adjustment,-,-,-,-
Diluted Net Income,2172,1022,829,877
Diluted Weighted Average Shares,8.96,8.95,9.07,9.72
Diluted EPS Excluding Extraordinary Items,242.43,114.15,91.39,90.23
DPS - Common Stock Primary Issue,121,57,50,50
Diluted Normalized EPS,245.77,84.26,110.24,108.26
