Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,10713,9913,12749.36,16481.12
"Revenue 10713 9913 12749.36 16481.12  Other Revenue, Total - - - -","Revenue 10713 9913 12749.36 16481.12  Other Revenue, Total - - - -","Revenue 10713 9913 12749.36 16481.12  Other Revenue, Total - - - -","Revenue 10713 9913 12749.36 16481.12  Other Revenue, Total - - - -","Revenue 10713 9913 12749.36 16481.12  Other Revenue, Total - - - -"
Revenue,10713,9913,12749.36,16481.12
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7577,7190,9334.53,12629.39
Gross Profit,3136,2723,3414.83,3851.74
Total Operating Expenses,10063,9667,11826.75,15324.67
"Selling/General/Admin. Expenses, Total 2486 2023 2040.88 2122.94  Research & Development 414 454 430.66 488.17  Depreciation / Amortization 421 538 - -  Interest Expense (Income) - Net Operating -43 -47 - -  Unusual Expense (Income) - 20.11 20.69 84.18  Other Operating Expenses, Total -792 -491 - -","Selling/General/Admin. Expenses, Total 2486 2023 2040.88 2122.94  Research & Development 414 454 430.66 488.17  Depreciation / Amortization 421 538 - -  Interest Expense (Income) - Net Operating -43 -47 - -  Unusual Expense (Income) - 20.11 20.69 84.18  Other Operating Expenses, Total -792 -491 - -","Selling/General/Admin. Expenses, Total 2486 2023 2040.88 2122.94  Research & Development 414 454 430.66 488.17  Depreciation / Amortization 421 538 - -  Interest Expense (Income) - Net Operating -43 -47 - -  Unusual Expense (Income) - 20.11 20.69 84.18  Other Operating Expenses, Total -792 -491 - -","Selling/General/Admin. Expenses, Total 2486 2023 2040.88 2122.94  Research & Development 414 454 430.66 488.17  Depreciation / Amortization 421 538 - -  Interest Expense (Income) - Net Operating -43 -47 - -  Unusual Expense (Income) - 20.11 20.69 84.18  Other Operating Expenses, Total -792 -491 - -","Selling/General/Admin. Expenses, Total 2486 2023 2040.88 2122.94  Research & Development 414 454 430.66 488.17  Depreciation / Amortization 421 538 - -  Interest Expense (Income) - Net Operating -43 -47 - -  Unusual Expense (Income) - 20.11 20.69 84.18  Other Operating Expenses, Total -792 -491 - -"
"Selling/General/Admin. Expenses, Total",2486,2023,2040.88,2122.94
Research & Development,414,454,430.66,488.17
Depreciation / Amortization,421,538,-,-
Interest Expense (Income) - Net Operating,-43,-47,-,-
Unusual Expense (Income),-,20.11,20.69,84.18
"Other Operating Expenses, Total",-792,-491,-,-
Operating Income,650,246,922.61,1156.45
"Interest Income (Expense), Net Non-Operating",-,-38.66,-43.47,-43.67
Gain (Loss) on Sale of Assets,-,-5,-,-
"Other, Net",24,57,9.94,9.01
Net Income Before Taxes,626,194,889.08,1121.79
Provision for Income Taxes,175,85,246.25,294
Net Income After Taxes,451,109,642.84,827.79
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,451,109,642.84,827.79
Total Extraordinary Items,-,-,-,-
Net Income,451,109,642.84,827.79
Total Adjustments to Net Income,-,-,-0,-0
Income Available to Common Excluding Extraordinary Items,451,109,642.84,827.79
Dilution Adjustment,-,-,-,-
Diluted Net Income,451,109,642.84,827.79
Diluted Weighted Average Shares,4.4,4.4,4.4,4.4
Diluted EPS Excluding Extraordinary Items,102.53,24.78,146.15,188.19
DPS - Common Stock Primary Issue,-,12,12,10
Diluted Normalized EPS,89.94,30.41,149.55,202.32
