Period Ending:,202331/03,202231/03,202130/09,202030/09
Total Revenue,20021,10140,15653,10542.14
"Revenue 19859 10356 15653 10542.14  Other Revenue, Total 162 -680 - -","Revenue 19859 10356 15653 10542.14  Other Revenue, Total 162 -680 - -","Revenue 19859 10356 15653 10542.14  Other Revenue, Total 162 -680 - -","Revenue 19859 10356 15653 10542.14  Other Revenue, Total 162 -680 - -","Revenue 19859 10356 15653 10542.14  Other Revenue, Total 162 -680 - -"
Revenue,19859,10356,15653,10542.14
"Other Revenue, Total",162,-680,-,-
"Cost of Revenue, Total",7498,2166,4065,2592.11
Gross Profit,12523,7974,11588,7950.02
Total Operating Expenses,14291,5504,9605,6340.74
"Selling/General/Admin. Expenses, Total 7168 3222 5268 3635.03  Research & Development - - - -  Depreciation / Amortization - 280 743 122.48  Interest Expense (Income) - Net Operating -77 -18 -58 -  Unusual Expense (Income) - - 63 -5.96  Other Operating Expenses, Total -1270 -349 -413 -2.93","Selling/General/Admin. Expenses, Total 7168 3222 5268 3635.03  Research & Development - - - -  Depreciation / Amortization - 280 743 122.48  Interest Expense (Income) - Net Operating -77 -18 -58 -  Unusual Expense (Income) - - 63 -5.96  Other Operating Expenses, Total -1270 -349 -413 -2.93","Selling/General/Admin. Expenses, Total 7168 3222 5268 3635.03  Research & Development - - - -  Depreciation / Amortization - 280 743 122.48  Interest Expense (Income) - Net Operating -77 -18 -58 -  Unusual Expense (Income) - - 63 -5.96  Other Operating Expenses, Total -1270 -349 -413 -2.93","Selling/General/Admin. Expenses, Total 7168 3222 5268 3635.03  Research & Development - - - -  Depreciation / Amortization - 280 743 122.48  Interest Expense (Income) - Net Operating -77 -18 -58 -  Unusual Expense (Income) - - 63 -5.96  Other Operating Expenses, Total -1270 -349 -413 -2.93","Selling/General/Admin. Expenses, Total 7168 3222 5268 3635.03  Research & Development - - - -  Depreciation / Amortization - 280 743 122.48  Interest Expense (Income) - Net Operating -77 -18 -58 -  Unusual Expense (Income) - - 63 -5.96  Other Operating Expenses, Total -1270 -349 -413 -2.93"
"Selling/General/Admin. Expenses, Total",7168,3222,5268,3635.03
Research & Development,-,-,-,-
Depreciation / Amortization,-,280,743,122.48
Interest Expense (Income) - Net Operating,-77,-18,-58,-
Unusual Expense (Income),-,-,63,-5.96
"Other Operating Expenses, Total",-1270,-349,-413,-2.93
Operating Income,5730,4636,6048,4201.4
"Interest Income (Expense), Net Non-Operating",-,-17,-60,-40.44
Gain (Loss) on Sale of Assets,-,-177,-63,-
"Other, Net",78,405,201,-0.17
Net Income Before Taxes,5652,4564,5910,4160.78
Provision for Income Taxes,1743,1408,1798,1389.43
Net Income After Taxes,3909,3156,4112,2771.35
Minority Interest,2854,2026,1939,-721.97
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3856,3093,4104,2049.38
Total Extraordinary Items,-,-,-,-
Net Income,3856,3093,4104,2049.38
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,3856,3093,4104,2049.38
Dilution Adjustment,-0.799,-0.458,-0.126,-
Diluted Net Income,3856.8,3093.01,4104.13,2049.38
Diluted Weighted Average Shares,73.59,73.57,71.49,64.77
Diluted EPS Excluding Extraordinary Items,52.41,42.04,57.41,31.64
DPS - Common Stock Primary Issue,7,4.5,-,-
Diluted Normalized EPS,47.28,43.79,52.11,31.58
