Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,83840,81486,69967,82619
"Revenue 83840 81486 69967 82619  Other Revenue, Total - - - -","Revenue 83840 81486 69967 82619  Other Revenue, Total - - - -","Revenue 83840 81486 69967 82619  Other Revenue, Total - - - -","Revenue 83840 81486 69967 82619  Other Revenue, Total - - - -","Revenue 83840 81486 69967 82619  Other Revenue, Total - - - -"
Revenue,83840,81486,69967,82619
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",71207,69199,63011,71678
Gross Profit,12633,12287,6956,10941
Total Operating Expenses,81234,78193,72339,81250
"Selling/General/Admin. Expenses, Total 10027 9265 8136 8841  Research & Development - - 496 499  Depreciation / Amortization 4752 - - -  Interest Expense (Income) - Net Operating -283 - - -  Unusual Expense (Income) - -272 696 232  Other Operating Expenses, Total -4469 1 - -","Selling/General/Admin. Expenses, Total 10027 9265 8136 8841  Research & Development - - 496 499  Depreciation / Amortization 4752 - - -  Interest Expense (Income) - Net Operating -283 - - -  Unusual Expense (Income) - -272 696 232  Other Operating Expenses, Total -4469 1 - -","Selling/General/Admin. Expenses, Total 10027 9265 8136 8841  Research & Development - - 496 499  Depreciation / Amortization 4752 - - -  Interest Expense (Income) - Net Operating -283 - - -  Unusual Expense (Income) - -272 696 232  Other Operating Expenses, Total -4469 1 - -","Selling/General/Admin. Expenses, Total 10027 9265 8136 8841  Research & Development - - 496 499  Depreciation / Amortization 4752 - - -  Interest Expense (Income) - Net Operating -283 - - -  Unusual Expense (Income) - -272 696 232  Other Operating Expenses, Total -4469 1 - -","Selling/General/Admin. Expenses, Total 10027 9265 8136 8841  Research & Development - - 496 499  Depreciation / Amortization 4752 - - -  Interest Expense (Income) - Net Operating -283 - - -  Unusual Expense (Income) - -272 696 232  Other Operating Expenses, Total -4469 1 - -"
"Selling/General/Admin. Expenses, Total",10027,9265,8136,8841
Research & Development,-,-,496,499
Depreciation / Amortization,4752,-,-,-
Interest Expense (Income) - Net Operating,-283,-,-,-
Unusual Expense (Income),-,-272,696,232
"Other Operating Expenses, Total",-4469,1,-,-
Operating Income,2606,3293,-2372,1369
"Interest Income (Expense), Net Non-Operating",-,181,164,-406
Gain (Loss) on Sale of Assets,241,-,-1,-
"Other, Net",-136,103,190,-386
Net Income Before Taxes,2501,3577,-2019,577
Provision for Income Taxes,-,495,-252,1404
Net Income After Taxes,-,3082,-1767,-827
Minority Interest,1931,1750,-100,-301
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1588,2786,-1867,-1128
Total Extraordinary Items,-,-,-,-
Net Income,1588,2786,-1867,-1128
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,1588,2785,-1868,-1128
Dilution Adjustment,-,-,-,-
Diluted Net Income,1588,2785,-1868,-1128
Diluted Weighted Average Shares,59.21,59.2,59.2,59.2
Diluted EPS Excluding Extraordinary Items,26.82,47.05,-31.56,-19.06
DPS - Common Stock Primary Issue,8.5,14,-,6
Diluted Normalized EPS,25.09,43.48,-23.33,-15.93
