Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4584,4174,3672.2,3962.58
"Revenue 4584 4174 3672.2 3962.58  Other Revenue, Total - - - -","Revenue 4584 4174 3672.2 3962.58  Other Revenue, Total - - - -","Revenue 4584 4174 3672.2 3962.58  Other Revenue, Total - - - -","Revenue 4584 4174 3672.2 3962.58  Other Revenue, Total - - - -","Revenue 4584 4174 3672.2 3962.58  Other Revenue, Total - - - -"
Revenue,4584,4174,3672.2,3962.58
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2346,2096,2047.61,2220.54
Gross Profit,2238,2078,1624.59,1742.04
Total Operating Expenses,4569,3990,3696.67,3888.5
"Selling/General/Admin. Expenses, Total 2223 1828 1587.75 1651.99  Research & Development - - - -  Depreciation / Amortization 72 43 53.44 15.81  Interest Expense (Income) - Net Operating -13 -6 - -  Unusual Expense (Income) - 1.64 7.87 0.15  Other Operating Expenses, Total 15 29 -0 -","Selling/General/Admin. Expenses, Total 2223 1828 1587.75 1651.99  Research & Development - - - -  Depreciation / Amortization 72 43 53.44 15.81  Interest Expense (Income) - Net Operating -13 -6 - -  Unusual Expense (Income) - 1.64 7.87 0.15  Other Operating Expenses, Total 15 29 -0 -","Selling/General/Admin. Expenses, Total 2223 1828 1587.75 1651.99  Research & Development - - - -  Depreciation / Amortization 72 43 53.44 15.81  Interest Expense (Income) - Net Operating -13 -6 - -  Unusual Expense (Income) - 1.64 7.87 0.15  Other Operating Expenses, Total 15 29 -0 -","Selling/General/Admin. Expenses, Total 2223 1828 1587.75 1651.99  Research & Development - - - -  Depreciation / Amortization 72 43 53.44 15.81  Interest Expense (Income) - Net Operating -13 -6 - -  Unusual Expense (Income) - 1.64 7.87 0.15  Other Operating Expenses, Total 15 29 -0 -","Selling/General/Admin. Expenses, Total 2223 1828 1587.75 1651.99  Research & Development - - - -  Depreciation / Amortization 72 43 53.44 15.81  Interest Expense (Income) - Net Operating -13 -6 - -  Unusual Expense (Income) - 1.64 7.87 0.15  Other Operating Expenses, Total 15 29 -0 -"
"Selling/General/Admin. Expenses, Total",2223,1828,1587.75,1651.99
Research & Development,-,-,-,-
Depreciation / Amortization,72,43,53.44,15.81
Interest Expense (Income) - Net Operating,-13,-6,-,-
Unusual Expense (Income),-,1.64,7.87,0.15
"Other Operating Expenses, Total",15,29,-0,-
Operating Income,15,184,-24.48,74.08
"Interest Income (Expense), Net Non-Operating",-,-6.54,-11.6,-2.94
Gain (Loss) on Sale of Assets,-,35.24,14.4,-
"Other, Net",-74,-73,133.77,48.4
Net Income Before Taxes,89,257,112.09,119.54
Provision for Income Taxes,58,110,52.77,62.66
Net Income After Taxes,31,147,59.32,56.88
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,31,147,59.32,56.88
Total Extraordinary Items,-,-,-,-
Net Income,31,147,59.32,56.88
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,31,147,59.32,56.88
Dilution Adjustment,-0.587,-,-0.01,-
Diluted Net Income,31.59,147,59.32,56.88
Diluted Weighted Average Shares,2.37,2.36,2.36,2.42
Diluted EPS Excluding Extraordinary Items,13.2,62.39,25.15,23.52
DPS - Common Stock Primary Issue,10.57,10.57,-,-
Diluted Normalized EPS,18.74,58.89,31.43,24.45
