Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,69538,62785,59958,64486
"Revenue 69538 62785 59958 64486  Other Revenue, Total - - - -","Revenue 69538 62785 59958 64486  Other Revenue, Total - - - -","Revenue 69538 62785 59958 64486  Other Revenue, Total - - - -","Revenue 69538 62785 59958 64486  Other Revenue, Total - - - -","Revenue 69538 62785 59958 64486  Other Revenue, Total - - - -"
Revenue,69538,62785,59958,64486
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",56784,49671,43537,49132
Gross Profit,12754,13114,16421,15354
Total Operating Expenses,67638,59477,55561,61919
"Selling/General/Admin. Expenses, Total 10854 9900 12023 12060  Research & Development - - - -  Depreciation / Amortization 2884 - - -  Interest Expense (Income) - Net Operating -170 - - -  Unusual Expense (Income) - -96 - 726  Other Operating Expenses, Total -2714 2 1 1","Selling/General/Admin. Expenses, Total 10854 9900 12023 12060  Research & Development - - - -  Depreciation / Amortization 2884 - - -  Interest Expense (Income) - Net Operating -170 - - -  Unusual Expense (Income) - -96 - 726  Other Operating Expenses, Total -2714 2 1 1","Selling/General/Admin. Expenses, Total 10854 9900 12023 12060  Research & Development - - - -  Depreciation / Amortization 2884 - - -  Interest Expense (Income) - Net Operating -170 - - -  Unusual Expense (Income) - -96 - 726  Other Operating Expenses, Total -2714 2 1 1","Selling/General/Admin. Expenses, Total 10854 9900 12023 12060  Research & Development - - - -  Depreciation / Amortization 2884 - - -  Interest Expense (Income) - Net Operating -170 - - -  Unusual Expense (Income) - -96 - 726  Other Operating Expenses, Total -2714 2 1 1","Selling/General/Admin. Expenses, Total 10854 9900 12023 12060  Research & Development - - - -  Depreciation / Amortization 2884 - - -  Interest Expense (Income) - Net Operating -170 - - -  Unusual Expense (Income) - -96 - 726  Other Operating Expenses, Total -2714 2 1 1"
"Selling/General/Admin. Expenses, Total",10854,9900,12023,12060
Research & Development,-,-,-,-
Depreciation / Amortization,2884,-,-,-
Interest Expense (Income) - Net Operating,-170,-,-,-
Unusual Expense (Income),-,-96,-,726
"Other Operating Expenses, Total",-2714,2,1,1
Operating Income,1900,3308,4397,2567
"Interest Income (Expense), Net Non-Operating",-,1324,-2,21
Gain (Loss) on Sale of Assets,-169,157,6,-3
"Other, Net",220,126,119,182
Net Income Before Taxes,1849,4915,4520,2767
Provision for Income Taxes,1152,1194,1051,1084
Net Income After Taxes,697,3721,3469,1683
Minority Interest,1239,115,145,556
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,797,3836,3614,2239
Total Extraordinary Items,-,-,-,-
Net Income,797,3836,3614,2239
Total Adjustments to Net Income,-,1,-,-1
Income Available to Common Excluding Extraordinary Items,797,3837,3614,2238
Dilution Adjustment,-,-,-,-
Diluted Net Income,797,3837,3614,2238
Diluted Weighted Average Shares,32.78,32.78,32.77,32.78
Diluted EPS Excluding Extraordinary Items,24.32,117.06,110.29,68.28
DPS - Common Stock Primary Issue,19,22,22,13
Diluted Normalized EPS,44.87,111.22,110.15,81.81
