Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,146698,132735,137902,139421
"Revenue 146698 132735 137902 139421  Other Revenue, Total - - - -","Revenue 146698 132735 137902 139421  Other Revenue, Total - - - -","Revenue 146698 132735 137902 139421  Other Revenue, Total - - - -","Revenue 146698 132735 137902 139421  Other Revenue, Total - - - -","Revenue 146698 132735 137902 139421  Other Revenue, Total - - - -"
Revenue,146698,132735,137902,139421
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",109401,96518,98813,98800
Gross Profit,37297,36217,39089,40621
Total Operating Expenses,138525,124097,125568,127311
"Selling/General/Admin. Expenses, Total 29124 22921 22461 23821  Research & Development - 2778 2642 2876  Depreciation / Amortization 4209 4283 1652 1522  Interest Expense (Income) - Net Operating -16 -8 - -  Unusual Expense (Income) - 56 -1 292  Other Operating Expenses, Total -4193 -2395 1 -","Selling/General/Admin. Expenses, Total 29124 22921 22461 23821  Research & Development - 2778 2642 2876  Depreciation / Amortization 4209 4283 1652 1522  Interest Expense (Income) - Net Operating -16 -8 - -  Unusual Expense (Income) - 56 -1 292  Other Operating Expenses, Total -4193 -2395 1 -","Selling/General/Admin. Expenses, Total 29124 22921 22461 23821  Research & Development - 2778 2642 2876  Depreciation / Amortization 4209 4283 1652 1522  Interest Expense (Income) - Net Operating -16 -8 - -  Unusual Expense (Income) - 56 -1 292  Other Operating Expenses, Total -4193 -2395 1 -","Selling/General/Admin. Expenses, Total 29124 22921 22461 23821  Research & Development - 2778 2642 2876  Depreciation / Amortization 4209 4283 1652 1522  Interest Expense (Income) - Net Operating -16 -8 - -  Unusual Expense (Income) - 56 -1 292  Other Operating Expenses, Total -4193 -2395 1 -","Selling/General/Admin. Expenses, Total 29124 22921 22461 23821  Research & Development - 2778 2642 2876  Depreciation / Amortization 4209 4283 1652 1522  Interest Expense (Income) - Net Operating -16 -8 - -  Unusual Expense (Income) - 56 -1 292  Other Operating Expenses, Total -4193 -2395 1 -"
"Selling/General/Admin. Expenses, Total",29124,22921,22461,23821
Research & Development,-,2778,2642,2876
Depreciation / Amortization,4209,4283,1652,1522
Interest Expense (Income) - Net Operating,-16,-8,-,-
Unusual Expense (Income),-,56,-1,292
"Other Operating Expenses, Total",-4193,-2395,1,-
Operating Income,8173,8638,12334,12110
"Interest Income (Expense), Net Non-Operating",-,624,347,169
Gain (Loss) on Sale of Assets,-180,12,-62,-44
"Other, Net",160,-791,10,-286
Net Income Before Taxes,8193,9417,12629,11949
Provision for Income Taxes,2758,2854,3846,3899
Net Income After Taxes,5435,6563,8783,8050
Minority Interest,205,157,43,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5476,6607,8826,8050
Total Extraordinary Items,-,-,-,-
Net Income,5476,6607,8826,8050
Total Adjustments to Net Income,-,-,1,-2
Income Available to Common Excluding Extraordinary Items,5476,6607,8827,8048
Dilution Adjustment,-,-,-,-
Diluted Net Income,5476,6607,8827,8048
Diluted Weighted Average Shares,37.93,40.11,40.46,40.46
Diluted EPS Excluding Extraordinary Items,144.37,164.73,218.16,198.91
DPS - Common Stock Primary Issue,145,50,66,60
Diluted Normalized EPS,150.28,147.76,240.44,222.23
