Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,508400,482547,448383,443717
"Revenue 508400 482547 448383 443717  Other Revenue, Total - - - -","Revenue 508400 482547 448383 443717  Other Revenue, Total - - - -","Revenue 508400 482547 448383 443717  Other Revenue, Total - - - -","Revenue 508400 482547 448383 443717  Other Revenue, Total - - - -","Revenue 508400 482547 448383 443717  Other Revenue, Total - - - -"
Revenue,508400,482547,448383,443717
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",366668,353699,334671,337820
Gross Profit,141732,128848,113712,105897
Total Operating Expenses,446071,433308,406576,410415
"Selling/General/Admin. Expenses, Total 79403 74108 67963 61057  Research & Development - - - -  Depreciation / Amortization 15700 560 - -  Interest Expense (Income) - Net Operating -235 - - -  Unusual Expense (Income) - 4940 3941 11537  Other Operating Expenses, Total -18569 1 1 1","Selling/General/Admin. Expenses, Total 79403 74108 67963 61057  Research & Development - - - -  Depreciation / Amortization 15700 560 - -  Interest Expense (Income) - Net Operating -235 - - -  Unusual Expense (Income) - 4940 3941 11537  Other Operating Expenses, Total -18569 1 1 1","Selling/General/Admin. Expenses, Total 79403 74108 67963 61057  Research & Development - - - -  Depreciation / Amortization 15700 560 - -  Interest Expense (Income) - Net Operating -235 - - -  Unusual Expense (Income) - 4940 3941 11537  Other Operating Expenses, Total -18569 1 1 1","Selling/General/Admin. Expenses, Total 79403 74108 67963 61057  Research & Development - - - -  Depreciation / Amortization 15700 560 - -  Interest Expense (Income) - Net Operating -235 - - -  Unusual Expense (Income) - 4940 3941 11537  Other Operating Expenses, Total -18569 1 1 1","Selling/General/Admin. Expenses, Total 79403 74108 67963 61057  Research & Development - - - -  Depreciation / Amortization 15700 560 - -  Interest Expense (Income) - Net Operating -235 - - -  Unusual Expense (Income) - 4940 3941 11537  Other Operating Expenses, Total -18569 1 1 1"
"Selling/General/Admin. Expenses, Total",79403,74108,67963,61057
Research & Development,-,-,-,-
Depreciation / Amortization,15700,560,-,-
Interest Expense (Income) - Net Operating,-235,-,-,-
Unusual Expense (Income),-,4940,3941,11537
"Other Operating Expenses, Total",-18569,1,1,1
Operating Income,62329,49239,41807,33302
"Interest Income (Expense), Net Non-Operating",-,5312,4330,7888
Gain (Loss) on Sale of Assets,19336,6362,3,3178
"Other, Net",-38498,568,-1324,270
Net Income Before Taxes,81491,61481,44816,44638
Provision for Income Taxes,22922,20288,16563,14270
Net Income After Taxes,58569,41193,28253,30368
Minority Interest,12186,-1731,-561,-956
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,55461,39462,27692,29412
Total Extraordinary Items,-,-,-,-
Net Income,55461,39462,27692,29412
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,55461,39462,27692,29411
Dilution Adjustment,-,-,-,-
Diluted Net Income,55461,39462,27692,29411
Diluted Weighted Average Shares,244.21,250.25,250.57,251.84
Diluted EPS Excluding Extraordinary Items,227.1,157.69,110.51,116.78
DPS - Common Stock Primary Issue,-,44,35,30
Diluted Normalized EPS,149.03,157.44,121.32,139.92
