Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,4988,4894,4033.48,4040.23
"Revenue 4988 4894.41 4033.48 4040.23  Other Revenue, Total - - - -","Revenue 4988 4894.41 4033.48 4040.23  Other Revenue, Total - - - -","Revenue 4988 4894.41 4033.48 4040.23  Other Revenue, Total - - - -","Revenue 4988 4894.41 4033.48 4040.23  Other Revenue, Total - - - -","Revenue 4988 4894.41 4033.48 4040.23  Other Revenue, Total - - - -"
Revenue,4988,4894.41,4033.48,4040.23
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3166,2935.28,2354.82,2253.97
Gross Profit,1822,1959.13,1678.66,1786.25
Total Operating Expenses,5063,4803.9,4406.91,4108.85
"Selling/General/Admin. Expenses, Total 1907 1772.06 1783.67 1863.34  Research & Development - - - -  Depreciation / Amortization 25 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 96.56 268.42 -8.47  Other Operating Expenses, Total -20 - -0 -","Selling/General/Admin. Expenses, Total 1907 1772.06 1783.67 1863.34  Research & Development - - - -  Depreciation / Amortization 25 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 96.56 268.42 -8.47  Other Operating Expenses, Total -20 - -0 -","Selling/General/Admin. Expenses, Total 1907 1772.06 1783.67 1863.34  Research & Development - - - -  Depreciation / Amortization 25 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 96.56 268.42 -8.47  Other Operating Expenses, Total -20 - -0 -","Selling/General/Admin. Expenses, Total 1907 1772.06 1783.67 1863.34  Research & Development - - - -  Depreciation / Amortization 25 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 96.56 268.42 -8.47  Other Operating Expenses, Total -20 - -0 -","Selling/General/Admin. Expenses, Total 1907 1772.06 1783.67 1863.34  Research & Development - - - -  Depreciation / Amortization 25 - - -  Interest Expense (Income) - Net Operating -15 - - -  Unusual Expense (Income) - 96.56 268.42 -8.47  Other Operating Expenses, Total -20 - -0 -"
"Selling/General/Admin. Expenses, Total",1907,1772.06,1783.67,1863.34
Research & Development,-,-,-,-
Depreciation / Amortization,25,-,-,-
Interest Expense (Income) - Net Operating,-15,-,-,-
Unusual Expense (Income),-,96.56,268.42,-8.47
"Other Operating Expenses, Total",-20,-,-0,-
Operating Income,-75,90.51,-373.43,-68.62
"Interest Income (Expense), Net Non-Operating",-,0.07,-15.54,4.47
Gain (Loss) on Sale of Assets,-1,15.54,-3.87,8
"Other, Net",26,-4.7,51.33,25.29
Net Income Before Taxes,-100,101.42,-341.52,-30.86
Provision for Income Taxes,10,16.76,7.19,274.2
Net Income After Taxes,-110,84.65,-348.71,-305.06
Minority Interest,-,1.2,-,148.87
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-107,85.85,-348.71,-156.19
Total Extraordinary Items,-,-,-,-
Net Income,-107,85.85,-348.71,-156.19
Total Adjustments to Net Income,-,-0,-,-0
Income Available to Common Excluding Extraordinary Items,-107,85.85,-348.71,-156.19
Dilution Adjustment,-,-,-,-
Diluted Net Income,-107,85.85,-348.71,-156.19
Diluted Weighted Average Shares,32.54,32.54,32.54,31.54
Diluted EPS Excluding Extraordinary Items,-3.29,2.64,-10.72,-4.95
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-1.33,4.95,-4.68,-3.03
