Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,19911,14751,26481,25130.88
"Revenue 19911 14751 26481 25130.88  Other Revenue, Total - - - -","Revenue 19911 14751 26481 25130.88  Other Revenue, Total - - - -","Revenue 19911 14751 26481 25130.88  Other Revenue, Total - - - -","Revenue 19911 14751 26481 25130.88  Other Revenue, Total - - - -","Revenue 19911 14751 26481 25130.88  Other Revenue, Total - - - -"
Revenue,19911,14751,26481,25130.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13981,9929,21747,18149.97
Gross Profit,5930,4822,4734,6980.92
Total Operating Expenses,16997,12823,25268,21145.07
"Selling/General/Admin. Expenses, Total 2787 2791 3014 2995.1  Research & Development - - - -  Depreciation / Amortization 83 - - -  Interest Expense (Income) - Net Operating -569 - - -  Unusual Expense (Income) - 102 506 -  Other Operating Expenses, Total 715 1 1 -","Selling/General/Admin. Expenses, Total 2787 2791 3014 2995.1  Research & Development - - - -  Depreciation / Amortization 83 - - -  Interest Expense (Income) - Net Operating -569 - - -  Unusual Expense (Income) - 102 506 -  Other Operating Expenses, Total 715 1 1 -","Selling/General/Admin. Expenses, Total 2787 2791 3014 2995.1  Research & Development - - - -  Depreciation / Amortization 83 - - -  Interest Expense (Income) - Net Operating -569 - - -  Unusual Expense (Income) - 102 506 -  Other Operating Expenses, Total 715 1 1 -","Selling/General/Admin. Expenses, Total 2787 2791 3014 2995.1  Research & Development - - - -  Depreciation / Amortization 83 - - -  Interest Expense (Income) - Net Operating -569 - - -  Unusual Expense (Income) - 102 506 -  Other Operating Expenses, Total 715 1 1 -","Selling/General/Admin. Expenses, Total 2787 2791 3014 2995.1  Research & Development - - - -  Depreciation / Amortization 83 - - -  Interest Expense (Income) - Net Operating -569 - - -  Unusual Expense (Income) - 102 506 -  Other Operating Expenses, Total 715 1 1 -"
"Selling/General/Admin. Expenses, Total",2787,2791,3014,2995.1
Research & Development,-,-,-,-
Depreciation / Amortization,83,-,-,-
Interest Expense (Income) - Net Operating,-569,-,-,-
Unusual Expense (Income),-,102,506,-
"Other Operating Expenses, Total",715,1,1,-
Operating Income,2914,1928,1213,3985.82
"Interest Income (Expense), Net Non-Operating",-,-497,-564,-321.89
Gain (Loss) on Sale of Assets,39,-,-,-
"Other, Net",423,-33,-122,-138.64
Net Income Before Taxes,2452,1398,527,3525.28
Provision for Income Taxes,809,436,183,1094.35
Net Income After Taxes,1643,962,344,2430.93
Minority Interest,29,-9,-,-2.24
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1637,953,344,2428.7
Total Extraordinary Items,-,-,-,-
Net Income,1637,953,344,2428.7
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1637,953,344,2428.7
Dilution Adjustment,-0.94,-,-,-
Diluted Net Income,1637.94,953,344,2428.7
Diluted Weighted Average Shares,19.51,17.77,15.96,15.95
Diluted EPS Excluding Extraordinary Items,83.95,53.64,21.56,152.25
DPS - Common Stock Primary Issue,20,15,15,30
Diluted Normalized EPS,77.01,60.23,44.95,154.64
