Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,321338,274419,238314,290136
"Revenue 321338 274419 238314 290136  Other Revenue, Total - - - -","Revenue 321338 274419 238314 290136  Other Revenue, Total - - - -","Revenue 321338 274419 238314 290136  Other Revenue, Total - - - -","Revenue 321338 274419 238314 290136  Other Revenue, Total - - - -","Revenue 321338 274419 238314 290136  Other Revenue, Total - - - -"
Revenue,321338,274419,238314,290136
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",209519,174727,149261,180671
Gross Profit,111819,99692,89053,109465
Total Operating Expenses,293422,249542,219852,257517
"Selling/General/Admin. Expenses, Total 82130 74760 70605 76799  Research & Development 4623 - - -  Depreciation / Amortization 5349 - - -  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 54 -15 45  Other Operating Expenses, Total -8157 1 1 2","Selling/General/Admin. Expenses, Total 82130 74760 70605 76799  Research & Development 4623 - - -  Depreciation / Amortization 5349 - - -  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 54 -15 45  Other Operating Expenses, Total -8157 1 1 2","Selling/General/Admin. Expenses, Total 82130 74760 70605 76799  Research & Development 4623 - - -  Depreciation / Amortization 5349 - - -  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 54 -15 45  Other Operating Expenses, Total -8157 1 1 2","Selling/General/Admin. Expenses, Total 82130 74760 70605 76799  Research & Development 4623 - - -  Depreciation / Amortization 5349 - - -  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 54 -15 45  Other Operating Expenses, Total -8157 1 1 2","Selling/General/Admin. Expenses, Total 82130 74760 70605 76799  Research & Development 4623 - - -  Depreciation / Amortization 5349 - - -  Interest Expense (Income) - Net Operating -42 - - -  Unusual Expense (Income) - 54 -15 45  Other Operating Expenses, Total -8157 1 1 2"
"Selling/General/Admin. Expenses, Total",82130,74760,70605,76799
Research & Development,4623,-,-,-
Depreciation / Amortization,5349,-,-,-
Interest Expense (Income) - Net Operating,-42,-,-,-
Unusual Expense (Income),-,54,-15,45
"Other Operating Expenses, Total",-8157,1,1,2
Operating Income,27916,24877,18462,32619
"Interest Income (Expense), Net Non-Operating",-,5841,-1545,1476
Gain (Loss) on Sale of Assets,80,4,5,-13
"Other, Net",-6794,509,366,181
Net Income Before Taxes,34630,31231,17288,34263
Provision for Income Taxes,9739,9229,5663,9518
Net Income After Taxes,24891,22002,11625,24745
Minority Interest,3300,-322,-181,-307
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,24345,21680,11444,24438
Total Extraordinary Items,-,-,-,-
Net Income,24345,21680,11444,24438
Total Adjustments to Net Income,-,-1,-2,-1
Income Available to Common Excluding Extraordinary Items,24345,21679,11442,24437
Dilution Adjustment,-,-,-,-
Diluted Net Income,24345,21679,11442,24437
Diluted Weighted Average Shares,144.86,144.85,144.84,144.84
Diluted EPS Excluding Extraordinary Items,168.06,149.67,79,168.72
DPS - Common Stock Primary Issue,70,55,55,55
Diluted Normalized EPS,159.15,132.25,73.91,145.55
