Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,16628,15528,13672.23,13967.68
"Revenue 16628 15528.42 13672.23 13967.68  Other Revenue, Total - - - -","Revenue 16628 15528.42 13672.23 13967.68  Other Revenue, Total - - - -","Revenue 16628 15528.42 13672.23 13967.68  Other Revenue, Total - - - -","Revenue 16628 15528.42 13672.23 13967.68  Other Revenue, Total - - - -","Revenue 16628 15528.42 13672.23 13967.68  Other Revenue, Total - - - -"
Revenue,16628,15528.42,13672.23,13967.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13571,12622.39,10994.44,11340.27
Gross Profit,3057,2906.03,2677.79,2627.41
Total Operating Expenses,15573,14574.73,12884.66,13221.53
"Selling/General/Admin. Expenses, Total 1958 1897.18 1768.8 1804.21  Research & Development 22 1.92 15.18 23.28  Depreciation / Amortization 83 53.15 65.89 53.57  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.09 40.35 0.19  Other Operating Expenses, Total -61 - - -","Selling/General/Admin. Expenses, Total 1958 1897.18 1768.8 1804.21  Research & Development 22 1.92 15.18 23.28  Depreciation / Amortization 83 53.15 65.89 53.57  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.09 40.35 0.19  Other Operating Expenses, Total -61 - - -","Selling/General/Admin. Expenses, Total 1958 1897.18 1768.8 1804.21  Research & Development 22 1.92 15.18 23.28  Depreciation / Amortization 83 53.15 65.89 53.57  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.09 40.35 0.19  Other Operating Expenses, Total -61 - - -","Selling/General/Admin. Expenses, Total 1958 1897.18 1768.8 1804.21  Research & Development 22 1.92 15.18 23.28  Depreciation / Amortization 83 53.15 65.89 53.57  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.09 40.35 0.19  Other Operating Expenses, Total -61 - - -","Selling/General/Admin. Expenses, Total 1958 1897.18 1768.8 1804.21  Research & Development 22 1.92 15.18 23.28  Depreciation / Amortization 83 53.15 65.89 53.57  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 0.09 40.35 0.19  Other Operating Expenses, Total -61 - - -"
"Selling/General/Admin. Expenses, Total",1958,1897.18,1768.8,1804.21
Research & Development,22,1.92,15.18,23.28
Depreciation / Amortization,83,53.15,65.89,53.57
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,0.09,40.35,0.19
"Other Operating Expenses, Total",-61,-,-,-
Operating Income,1055,953.7,787.57,746.16
"Interest Income (Expense), Net Non-Operating",-,5.42,3.4,2.35
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",-28,72.1,11.56,2.82
Net Income Before Taxes,1083,1031.21,802.52,751.33
Provision for Income Taxes,279,326.43,253.47,191.82
Net Income After Taxes,804,704.79,549.06,559.51
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,804,704.79,549.06,559.51
Total Extraordinary Items,-,-,-,-
Net Income,804,704.79,549.06,559.51
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,804,704.79,549.06,559.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,804,704.79,549.06,559.51
Diluted Weighted Average Shares,8.02,8.02,8.02,8.02
Diluted EPS Excluding Extraordinary Items,100.24,87.87,68.45,69.76
DPS - Common Stock Primary Issue,-,20,18,17
Diluted Normalized EPS,84.39,87.88,71.9,69.77
