Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,138600,104920,84417,94283
"Revenue 138600 104920 84417 94283  Other Revenue, Total - - - -","Revenue 138600 104920 84417 94283  Other Revenue, Total - - - -","Revenue 138600 104920 84417 94283  Other Revenue, Total - - - -","Revenue 138600 104920 84417 94283  Other Revenue, Total - - - -","Revenue 138600 104920 84417 94283  Other Revenue, Total - - - -"
Revenue,138600,104920,84417,94283
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",119298,89563,73319,81414
Gross Profit,19302,15357,11098,12869
Total Operating Expenses,130451,99514,81575,90734
"Selling/General/Admin. Expenses, Total 11319 9688 8798 9330  Research & Development 4513 3895 - -  Depreciation / Amortization 8120 6668 - -  Interest Expense (Income) - Net Operating -1663 -1064 - -  Unusual Expense (Income) - 492 -497 12  Other Operating Expenses, Total -11136 -9236 -45 -22","Selling/General/Admin. Expenses, Total 11319 9688 8798 9330  Research & Development 4513 3895 - -  Depreciation / Amortization 8120 6668 - -  Interest Expense (Income) - Net Operating -1663 -1064 - -  Unusual Expense (Income) - 492 -497 12  Other Operating Expenses, Total -11136 -9236 -45 -22","Selling/General/Admin. Expenses, Total 11319 9688 8798 9330  Research & Development 4513 3895 - -  Depreciation / Amortization 8120 6668 - -  Interest Expense (Income) - Net Operating -1663 -1064 - -  Unusual Expense (Income) - 492 -497 12  Other Operating Expenses, Total -11136 -9236 -45 -22","Selling/General/Admin. Expenses, Total 11319 9688 8798 9330  Research & Development 4513 3895 - -  Depreciation / Amortization 8120 6668 - -  Interest Expense (Income) - Net Operating -1663 -1064 - -  Unusual Expense (Income) - 492 -497 12  Other Operating Expenses, Total -11136 -9236 -45 -22","Selling/General/Admin. Expenses, Total 11319 9688 8798 9330  Research & Development 4513 3895 - -  Depreciation / Amortization 8120 6668 - -  Interest Expense (Income) - Net Operating -1663 -1064 - -  Unusual Expense (Income) - 492 -497 12  Other Operating Expenses, Total -11136 -9236 -45 -22"
"Selling/General/Admin. Expenses, Total",11319,9688,8798,9330
Research & Development,4513,3895,-,-
Depreciation / Amortization,8120,6668,-,-
Interest Expense (Income) - Net Operating,-1663,-1064,-,-
Unusual Expense (Income),-,492,-497,12
"Other Operating Expenses, Total",-11136,-9236,-45,-22
Operating Income,8149,5406,2842,3549
"Interest Income (Expense), Net Non-Operating",-,-1306,-1258,-1267
Gain (Loss) on Sale of Assets,100,-5,-,-
"Other, Net",1516,1514,-114,-98
Net Income Before Taxes,6533,3897,1470,2184
Provision for Income Taxes,1366,1202,631,588
Net Income After Taxes,5167,2695,839,1596
Minority Interest,2047,1762,-11,-13
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,5099,2629,828,1583
Total Extraordinary Items,-,-,-,-
Net Income,5099,2629,828,1583
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,5099,2629,828,1582
Dilution Adjustment,-1.09,-,-,-
Diluted Net Income,5100.09,2629,828,1582
Diluted Weighted Average Shares,27.5,27.19,27.19,27.19
Diluted EPS Excluding Extraordinary Items,185.48,96.68,30.45,58.17
DPS - Common Stock Primary Issue,47,28,9,24
Diluted Normalized EPS,145.09,88.98,20.02,58.5
