Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1678146,1428426,1246286,1418896
"Revenue 1678146 1428426 1246286 1418896  Other Revenue, Total - - - -","Revenue 1678146 1428426 1246286 1418896  Other Revenue, Total - - - -","Revenue 1678146 1428426 1246286 1418896  Other Revenue, Total - - - -","Revenue 1678146 1428426 1246286 1418896  Other Revenue, Total - - - -","Revenue 1678146 1428426 1246286 1418896  Other Revenue, Total - - - -"
Revenue,1678146,1428426,1246286,1418896
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1423000,1218547,1074581,1210688
Gross Profit,255146,209879,171705,208208
Total Operating Expenses,1628820,1392025,1232614,1404958
"Selling/General/Admin. Expenses, Total 192487 167532 130325 143127  Research & Development - - 25139 26695  Depreciation / Amortization 69493 - - -  Interest Expense (Income) - Net Operating -5090 - - -  Unusual Expense (Income) - - -2703 24934  Other Operating Expenses, Total -51932 5946 5272 -486","Selling/General/Admin. Expenses, Total 192487 167532 130325 143127  Research & Development - - 25139 26695  Depreciation / Amortization 69493 - - -  Interest Expense (Income) - Net Operating -5090 - - -  Unusual Expense (Income) - - -2703 24934  Other Operating Expenses, Total -51932 5946 5272 -486","Selling/General/Admin. Expenses, Total 192487 167532 130325 143127  Research & Development - - 25139 26695  Depreciation / Amortization 69493 - - -  Interest Expense (Income) - Net Operating -5090 - - -  Unusual Expense (Income) - - -2703 24934  Other Operating Expenses, Total -51932 5946 5272 -486","Selling/General/Admin. Expenses, Total 192487 167532 130325 143127  Research & Development - - 25139 26695  Depreciation / Amortization 69493 - - -  Interest Expense (Income) - Net Operating -5090 - - -  Unusual Expense (Income) - - -2703 24934  Other Operating Expenses, Total -51932 5946 5272 -486","Selling/General/Admin. Expenses, Total 192487 167532 130325 143127  Research & Development - - 25139 26695  Depreciation / Amortization 69493 - - -  Interest Expense (Income) - Net Operating -5090 - - -  Unusual Expense (Income) - - -2703 24934  Other Operating Expenses, Total -51932 5946 5272 -486"
"Selling/General/Admin. Expenses, Total",192487,167532,130325,143127
Research & Development,-,-,25139,26695
Depreciation / Amortization,69493,-,-,-
Interest Expense (Income) - Net Operating,-5090,-,-,-
Unusual Expense (Income),-,-,-2703,24934
"Other Operating Expenses, Total",-51932,5946,5272,-486
Operating Income,49326,36401,13672,13938
"Interest Income (Expense), Net Non-Operating",-,7533,1609,1133
Gain (Loss) on Sale of Assets,-,-,-,330
"Other, Net",-6562,-,71,2
Net Income Before Taxes,55888,43934,15352,15073
Provision for Income Taxes,18544,20317,12130,16127
Net Income After Taxes,37344,23617,3222,-1054
Minority Interest,33501,-2933,-2421,-2740
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,34276,20684,801,-3794
Total Extraordinary Items,-,-,-,-
Net Income,34276,20684,801,-3794
Total Adjustments to Net Income,-,-2,-1,-
Income Available to Common Excluding Extraordinary Items,34276,20682,800,-3794
Dilution Adjustment,-,-,-,-
Diluted Net Income,34276,20682,800,-3794
Diluted Weighted Average Shares,343.1,343.12,342.97,342.97
Diluted EPS Excluding Extraordinary Items,99.9,60.28,2.33,-11.06
DPS - Common Stock Primary Issue,-,18,16,38
Diluted Normalized EPS,92.86,60.28,-2.79,36.19
