Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,2257,487.15,534.21,540.23
"Cash and Short Term Investments 1749 245.62 323.56 446.61  Cash - - - -  Cash & Equivalents 1749 245.62 323.56 446.61  Short Term Investments - - - -  Total Receivables, Net 404 152.08 139.51 69.24  Accounts Receivables - Trade, Net 404 152.08 139.51 69.23  Total Inventory 4 0.55 4.29 0.12  Prepaid Expenses 93 70.42 64.3 23.38  Other Current Assets, Total 7 18.5 2.56 0.88","Cash and Short Term Investments 1749 245.62 323.56 446.61  Cash - - - -  Cash & Equivalents 1749 245.62 323.56 446.61  Short Term Investments - - - -  Total Receivables, Net 404 152.08 139.51 69.24  Accounts Receivables - Trade, Net 404 152.08 139.51 69.23  Total Inventory 4 0.55 4.29 0.12  Prepaid Expenses 93 70.42 64.3 23.38  Other Current Assets, Total 7 18.5 2.56 0.88","Cash and Short Term Investments 1749 245.62 323.56 446.61  Cash - - - -  Cash & Equivalents 1749 245.62 323.56 446.61  Short Term Investments - - - -  Total Receivables, Net 404 152.08 139.51 69.24  Accounts Receivables - Trade, Net 404 152.08 139.51 69.23  Total Inventory 4 0.55 4.29 0.12  Prepaid Expenses 93 70.42 64.3 23.38  Other Current Assets, Total 7 18.5 2.56 0.88","Cash and Short Term Investments 1749 245.62 323.56 446.61  Cash - - - -  Cash & Equivalents 1749 245.62 323.56 446.61  Short Term Investments - - - -  Total Receivables, Net 404 152.08 139.51 69.24  Accounts Receivables - Trade, Net 404 152.08 139.51 69.23  Total Inventory 4 0.55 4.29 0.12  Prepaid Expenses 93 70.42 64.3 23.38  Other Current Assets, Total 7 18.5 2.56 0.88","Cash and Short Term Investments 1749 245.62 323.56 446.61  Cash - - - -  Cash & Equivalents 1749 245.62 323.56 446.61  Short Term Investments - - - -  Total Receivables, Net 404 152.08 139.51 69.24  Accounts Receivables - Trade, Net 404 152.08 139.51 69.23  Total Inventory 4 0.55 4.29 0.12  Prepaid Expenses 93 70.42 64.3 23.38  Other Current Assets, Total 7 18.5 2.56 0.88"
Cash and Short Term Investments,1749,245.62,323.56,446.61
Cash,-,-,-,-
Cash & Equivalents,1749,245.62,323.56,446.61
Short Term Investments,-,-,-,-
"Total Receivables, Net",404,152.08,139.51,69.24
"Accounts Receivables - Trade, Net",404,152.08,139.51,69.23
Total Inventory,4,0.55,4.29,0.12
Prepaid Expenses,93,70.42,64.3,23.38
"Other Current Assets, Total",7,18.5,2.56,0.88
Total Assets,3093,515.44,558.22,562.08
"Property/Plant/Equipment, Total - Net 31 - - -  Property/Plant/Equipment, Total - Gross - 145.18 157.91 130.7  Accumulated Depreciation, Total - -145.18 -157.91 -130.7  Goodwill, Net 4 - - -  Intangibles, Net 720 - - -  Long Term Investments 66 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 28.28 24.01 21.85  Other Assets, Total -380 - - -","Property/Plant/Equipment, Total - Net 31 - - -  Property/Plant/Equipment, Total - Gross - 145.18 157.91 130.7  Accumulated Depreciation, Total - -145.18 -157.91 -130.7  Goodwill, Net 4 - - -  Intangibles, Net 720 - - -  Long Term Investments 66 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 28.28 24.01 21.85  Other Assets, Total -380 - - -","Property/Plant/Equipment, Total - Net 31 - - -  Property/Plant/Equipment, Total - Gross - 145.18 157.91 130.7  Accumulated Depreciation, Total - -145.18 -157.91 -130.7  Goodwill, Net 4 - - -  Intangibles, Net 720 - - -  Long Term Investments 66 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 28.28 24.01 21.85  Other Assets, Total -380 - - -","Property/Plant/Equipment, Total - Net 31 - - -  Property/Plant/Equipment, Total - Gross - 145.18 157.91 130.7  Accumulated Depreciation, Total - -145.18 -157.91 -130.7  Goodwill, Net 4 - - -  Intangibles, Net 720 - - -  Long Term Investments 66 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 28.28 24.01 21.85  Other Assets, Total -380 - - -","Property/Plant/Equipment, Total - Net 31 - - -  Property/Plant/Equipment, Total - Gross - 145.18 157.91 130.7  Accumulated Depreciation, Total - -145.18 -157.91 -130.7  Goodwill, Net 4 - - -  Intangibles, Net 720 - - -  Long Term Investments 66 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2 28.28 24.01 21.85  Other Assets, Total -380 - - -"
"Property/Plant/Equipment, Total - Net",31,-,-,-
"Property/Plant/Equipment, Total - Gross",-,145.18,157.91,130.7
"Accumulated Depreciation, Total",-,-145.18,-157.91,-130.7
"Goodwill, Net",4,-,-,-
"Intangibles, Net",720,-,-,-
Long Term Investments,66,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",2,28.28,24.01,21.85
"Other Assets, Total",-380,-,-,-
Total Current Liabilities,681,206.49,216.99,85.47
