Period Ending:,202228/02,202128/02,202029/02,201928/02
Total Current Assets,4883.26,4991.42,5051.48,4888.04
"Cash and Short Term Investments 1821.93 2057.25 1924.76 1747.77  Cash - - - -  Cash & Equivalents 1821.93 2057.25 1924.76 1747.77  Short Term Investments - - - -  Total Receivables, Net 1342.5 1300.25 1392.39 1209.89  Accounts Receivables - Trade, Net 896.81 834.23 945.96 770.15  Total Inventory 1614.59 1524.47 1613.48 1768.72  Prepaid Expenses 90.39 95.73 103.06 104.44  Other Current Assets, Total 13.85 13.71 17.79 57.23","Cash and Short Term Investments 1821.93 2057.25 1924.76 1747.77  Cash - - - -  Cash & Equivalents 1821.93 2057.25 1924.76 1747.77  Short Term Investments - - - -  Total Receivables, Net 1342.5 1300.25 1392.39 1209.89  Accounts Receivables - Trade, Net 896.81 834.23 945.96 770.15  Total Inventory 1614.59 1524.47 1613.48 1768.72  Prepaid Expenses 90.39 95.73 103.06 104.44  Other Current Assets, Total 13.85 13.71 17.79 57.23","Cash and Short Term Investments 1821.93 2057.25 1924.76 1747.77  Cash - - - -  Cash & Equivalents 1821.93 2057.25 1924.76 1747.77  Short Term Investments - - - -  Total Receivables, Net 1342.5 1300.25 1392.39 1209.89  Accounts Receivables - Trade, Net 896.81 834.23 945.96 770.15  Total Inventory 1614.59 1524.47 1613.48 1768.72  Prepaid Expenses 90.39 95.73 103.06 104.44  Other Current Assets, Total 13.85 13.71 17.79 57.23","Cash and Short Term Investments 1821.93 2057.25 1924.76 1747.77  Cash - - - -  Cash & Equivalents 1821.93 2057.25 1924.76 1747.77  Short Term Investments - - - -  Total Receivables, Net 1342.5 1300.25 1392.39 1209.89  Accounts Receivables - Trade, Net 896.81 834.23 945.96 770.15  Total Inventory 1614.59 1524.47 1613.48 1768.72  Prepaid Expenses 90.39 95.73 103.06 104.44  Other Current Assets, Total 13.85 13.71 17.79 57.23","Cash and Short Term Investments 1821.93 2057.25 1924.76 1747.77  Cash - - - -  Cash & Equivalents 1821.93 2057.25 1924.76 1747.77  Short Term Investments - - - -  Total Receivables, Net 1342.5 1300.25 1392.39 1209.89  Accounts Receivables - Trade, Net 896.81 834.23 945.96 770.15  Total Inventory 1614.59 1524.47 1613.48 1768.72  Prepaid Expenses 90.39 95.73 103.06 104.44  Other Current Assets, Total 13.85 13.71 17.79 57.23"
Cash and Short Term Investments,1821.93,2057.25,1924.76,1747.77
Cash,-,-,-,-
Cash & Equivalents,1821.93,2057.25,1924.76,1747.77
Short Term Investments,-,-,-,-
"Total Receivables, Net",1342.5,1300.25,1392.39,1209.89
"Accounts Receivables - Trade, Net",896.81,834.23,945.96,770.15
Total Inventory,1614.59,1524.47,1613.48,1768.72
Prepaid Expenses,90.39,95.73,103.06,104.44
"Other Current Assets, Total",13.85,13.71,17.79,57.23
Total Assets,18653.97,18170.58,18910.26,18964.05
"Property/Plant/Equipment, Total - Net 11414.08 10707.36 11298.13 11389.05  Property/Plant/Equipment, Total - Gross 20584.35 19662.73 19939.83 20051.25  Accumulated Depreciation, Total -9170.27 -8955.38 -8641.7 -8662.2  Goodwill, Net - - - -  Intangibles, Net 83.88 104.9 93.54 107.31  Long Term Investments 189.68 191.28 182.81 221.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2083.07 2175.63 2284.3 2358.49  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 11414.08 10707.36 11298.13 11389.05  Property/Plant/Equipment, Total - Gross 20584.35 19662.73 19939.83 20051.25  Accumulated Depreciation, Total -9170.27 -8955.38 -8641.7 -8662.2  Goodwill, Net - - - -  Intangibles, Net 83.88 104.9 93.54 107.31  Long Term Investments 189.68 191.28 182.81 221.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2083.07 2175.63 2284.3 2358.49  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 11414.08 10707.36 11298.13 11389.05  Property/Plant/Equipment, Total - Gross 20584.35 19662.73 19939.83 20051.25  Accumulated Depreciation, Total -9170.27 -8955.38 -8641.7 -8662.2  Goodwill, Net - - - -  Intangibles, Net 83.88 104.9 93.54 107.31  Long Term Investments 189.68 191.28 182.81 221.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2083.07 2175.63 2284.3 2358.49  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 11414.08 10707.36 11298.13 11389.05  Property/Plant/Equipment, Total - Gross 20584.35 19662.73 19939.83 20051.25  Accumulated Depreciation, Total -9170.27 -8955.38 -8641.7 -8662.2  Goodwill, Net - - - -  Intangibles, Net 83.88 104.9 93.54 107.31  Long Term Investments 189.68 191.28 182.81 221.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2083.07 2175.63 2284.3 2358.49  Other Assets, Total - - - -","Property/Plant/Equipment, Total - Net 11414.08 10707.36 11298.13 11389.05  Property/Plant/Equipment, Total - Gross 20584.35 19662.73 19939.83 20051.25  Accumulated Depreciation, Total -9170.27 -8955.38 -8641.7 -8662.2  Goodwill, Net - - - -  Intangibles, Net 83.88 104.9 93.54 107.31  Long Term Investments 189.68 191.28 182.81 221.16  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 2083.07 2175.63 2284.3 2358.49  Other Assets, Total - - - -"
