Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,2723591,2321289,2003919,1925673
"Cash and Short Term Investments 904562 738985 557672 379101  Cash - - - -  Cash & Equivalents 866885 721731 483844 260909  Short Term Investments 37677 17254 73828 118192  Total Receivables, Net 499139 475615 427104 473756  Accounts Receivables - Trade, Net 477239 456587 402797 430400  Total Inventory 691906 563182 539762 677586  Prepaid Expenses 18730 18335 351789 359338  Other Current Assets, Total 609254 525172 127592 35892","Cash and Short Term Investments 904562 738985 557672 379101  Cash - - - -  Cash & Equivalents 866885 721731 483844 260909  Short Term Investments 37677 17254 73828 118192  Total Receivables, Net 499139 475615 427104 473756  Accounts Receivables - Trade, Net 477239 456587 402797 430400  Total Inventory 691906 563182 539762 677586  Prepaid Expenses 18730 18335 351789 359338  Other Current Assets, Total 609254 525172 127592 35892","Cash and Short Term Investments 904562 738985 557672 379101  Cash - - - -  Cash & Equivalents 866885 721731 483844 260909  Short Term Investments 37677 17254 73828 118192  Total Receivables, Net 499139 475615 427104 473756  Accounts Receivables - Trade, Net 477239 456587 402797 430400  Total Inventory 691906 563182 539762 677586  Prepaid Expenses 18730 18335 351789 359338  Other Current Assets, Total 609254 525172 127592 35892","Cash and Short Term Investments 904562 738985 557672 379101  Cash - - - -  Cash & Equivalents 866885 721731 483844 260909  Short Term Investments 37677 17254 73828 118192  Total Receivables, Net 499139 475615 427104 473756  Accounts Receivables - Trade, Net 477239 456587 402797 430400  Total Inventory 691906 563182 539762 677586  Prepaid Expenses 18730 18335 351789 359338  Other Current Assets, Total 609254 525172 127592 35892","Cash and Short Term Investments 904562 738985 557672 379101  Cash - - - -  Cash & Equivalents 866885 721731 483844 260909  Short Term Investments 37677 17254 73828 118192  Total Receivables, Net 499139 475615 427104 473756  Accounts Receivables - Trade, Net 477239 456587 402797 430400  Total Inventory 691906 563182 539762 677586  Prepaid Expenses 18730 18335 351789 359338  Other Current Assets, Total 609254 525172 127592 35892"
Cash and Short Term Investments,904562,738985,557672,379101
Cash,-,-,-,-
Cash & Equivalents,866885,721731,483844,260909
Short Term Investments,37677,17254,73828,118192
"Total Receivables, Net",499139,475615,427104,473756
"Accounts Receivables - Trade, Net",477239,456587,402797,430400
Total Inventory,691906,563182,539762,677586
Prepaid Expenses,18730,18335,351789,359338
"Other Current Assets, Total",609254,525172,127592,35892
Total Assets,6548078,5774209,5381382,5553071
"Property/Plant/Equipment, Total - Net 775957 755843 759290 803239  Property/Plant/Equipment, Total - Gross - 1799396 1714750 1772955  Accumulated Depreciation, Total - -1043553 -955461 -969716  Goodwill, Net 2446063 2060965 1909392 2002595  Intangibles, Net 246442 307152 363604 440434  Long Term Investments 264596 208541 152117 179059  Note Receivable - Long Term 21900 19028 - -  Other Long Term Assets, Total -1 173596 193060 202071  Other Assets, Total 931128 750412 - -","Property/Plant/Equipment, Total - Net 775957 755843 759290 803239  Property/Plant/Equipment, Total - Gross - 1799396 1714750 1772955  Accumulated Depreciation, Total - -1043553 -955461 -969716  Goodwill, Net 2446063 2060965 1909392 2002595  Intangibles, Net 246442 307152 363604 440434  Long Term Investments 264596 208541 152117 179059  Note Receivable - Long Term 21900 19028 - -  Other Long Term Assets, Total -1 173596 193060 202071  Other Assets, Total 931128 750412 - -","Property/Plant/Equipment, Total - Net 775957 755843 759290 803239  Property/Plant/Equipment, Total - Gross - 1799396 1714750 1772955  Accumulated Depreciation, Total - -1043553 -955461 -969716  Goodwill, Net 2446063 2060965 1909392 2002595  Intangibles, Net 246442 307152 363604 440434  Long Term Investments 264596 208541 152117 179059  Note Receivable - Long Term 21900 19028 - -  Other Long Term Assets, Total -1 173596 193060 202071  Other Assets, Total 931128 750412 - -","Property/Plant/Equipment, Total - Net 775957 755843 759290 803239  Property/Plant/Equipment, Total - Gross - 1799396 1714750 1772955  Accumulated Depreciation, Total - -1043553 -955461 -969716  Goodwill, Net 2446063 2060965 1909392 2002595  Intangibles, Net 246442 307152 363604 440434  Long Term Investments 264596 208541 152117 179059  Note Receivable - Long Term 21900 19028 - -  Other Long Term Assets, Total -1 173596 193060 202071  Other Assets, Total 931128 750412 - -","Property/Plant/Equipment, Total - Net 775957 755843 759290 803239  Property/Plant/Equipment, Total - Gross - 1799396 1714750 1772955  Accumulated Depreciation, Total - -1043553 -955461 -969716  Goodwill, Net 2446063 2060965 1909392 2002595  Intangibles, Net 246442 307152 363604 440434  Long Term Investments 264596 208541 152117 179059  Note Receivable - Long Term 21900 19028 - -  Other Long Term Assets, Total -1 173596 193060 202071  Other Assets, Total 931128 750412 - -"
"Property/Plant/Equipment, Total - Net",775957,755843,759290,803239
"Property/Plant/Equipment, Total - Gross",-,1799396,1714750,1772955
"Accumulated Depreciation, Total",-,-1043553,-955461,-969716
"Goodwill, Net",2446063,2060965,1909392,2002595
"Intangibles, Net",246442,307152,363604,440434
Long Term Investments,264596,208541,152117,179059
Note Receivable - Long Term,21900,19028,-,-
"Other Long Term Assets, Total",-1,173596,193060,202071
"Other Assets, Total",931128,750412,-,-
Total Current Liabilities,1562635,1500326,1323793,1501757
"Accounts Payable 540089 555777 233724 229913  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 63733 70636 51633 192581  Current Port. of LT Debt/Capital Leases 73575 72265 89836 91554  Other Current liabilities, Total 885238 801648 948600 987709","Accounts Payable 540089 555777 233724 229913  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 63733 70636 51633 192581  Current Port. of LT Debt/Capital Leases 73575 72265 89836 91554  Other Current liabilities, Total 885238 801648 948600 987709","Accounts Payable 540089 555777 233724 229913  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 63733 70636 51633 192581  Current Port. of LT Debt/Capital Leases 73575 72265 89836 91554  Other Current liabilities, Total 885238 801648 948600 987709","Accounts Payable 540089 555777 233724 229913  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 63733 70636 51633 192581  Current Port. of LT Debt/Capital Leases 73575 72265 89836 91554  Other Current liabilities, Total 885238 801648 948600 987709","Accounts Payable 540089 555777 233724 229913  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 63733 70636 51633 192581  Current Port. of LT Debt/Capital Leases 73575 72265 89836 91554  Other Current liabilities, Total 885238 801648 948600 987709"
Accounts Payable,540089,555777,233724,229913
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,63733,70636,51633,192581
Current Port. of LT Debt/Capital Leases,73575,72265,89836,91554
"Other Current liabilities, Total",885238,801648,948600,987709
Total Liabilities,2931317,2888128,2858547,2890376
