Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,-,12793.43,12291.94,11940.99
"Cash and Short Term Investments 8208 7851.02 6453.16 3718.55  Cash - - - -  Cash & Equivalents - 7851 6453.16 3718.55  Short Term Investments - - - -  Total Receivables, Net - 2783 3100.81 5034.22  Accounts Receivables - Trade, Net - 2783 3100.81 5034.22  Total Inventory 2499 1947.47 2596.85 2745.07  Prepaid Expenses - 94.95 38.41 43.27  Other Current Assets, Total 301 212 102.72 399.89","Cash and Short Term Investments 8208 7851.02 6453.16 3718.55  Cash - - - -  Cash & Equivalents - 7851 6453.16 3718.55  Short Term Investments - - - -  Total Receivables, Net - 2783 3100.81 5034.22  Accounts Receivables - Trade, Net - 2783 3100.81 5034.22  Total Inventory 2499 1947.47 2596.85 2745.07  Prepaid Expenses - 94.95 38.41 43.27  Other Current Assets, Total 301 212 102.72 399.89","Cash and Short Term Investments 8208 7851.02 6453.16 3718.55  Cash - - - -  Cash & Equivalents - 7851 6453.16 3718.55  Short Term Investments - - - -  Total Receivables, Net - 2783 3100.81 5034.22  Accounts Receivables - Trade, Net - 2783 3100.81 5034.22  Total Inventory 2499 1947.47 2596.85 2745.07  Prepaid Expenses - 94.95 38.41 43.27  Other Current Assets, Total 301 212 102.72 399.89","Cash and Short Term Investments 8208 7851.02 6453.16 3718.55  Cash - - - -  Cash & Equivalents - 7851 6453.16 3718.55  Short Term Investments - - - -  Total Receivables, Net - 2783 3100.81 5034.22  Accounts Receivables - Trade, Net - 2783 3100.81 5034.22  Total Inventory 2499 1947.47 2596.85 2745.07  Prepaid Expenses - 94.95 38.41 43.27  Other Current Assets, Total 301 212 102.72 399.89","Cash and Short Term Investments 8208 7851.02 6453.16 3718.55  Cash - - - -  Cash & Equivalents - 7851 6453.16 3718.55  Short Term Investments - - - -  Total Receivables, Net - 2783 3100.81 5034.22  Accounts Receivables - Trade, Net - 2783 3100.81 5034.22  Total Inventory 2499 1947.47 2596.85 2745.07  Prepaid Expenses - 94.95 38.41 43.27  Other Current Assets, Total 301 212 102.72 399.89"
Cash and Short Term Investments,8208,7851.02,6453.16,3718.55
Cash,-,-,-,-
Cash & Equivalents,-,7851,6453.16,3718.55
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,2783,3100.81,5034.22
"Accounts Receivables - Trade, Net",-,2783,3100.81,5034.22
Total Inventory,2499,1947.47,2596.85,2745.07
Prepaid Expenses,-,94.95,38.41,43.27
"Other Current Assets, Total",301,212,102.72,399.89
Total Assets,-,15953,15543,14609.91
