Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1607311,1533172,1233385,966482
"Cash and Short Term Investments 506185 506283 446329 365267  Cash - - - -  Cash & Equivalents 506185 439339 380387 332717  Short Term Investments - 66944 65942 32550  Total Receivables, Net 550684 529458 429454 319343  Accounts Receivables - Trade, Net 546381 524476 429454 252063  Total Inventory 443001 437004 288854 236453  Prepaid Expenses - 7371 63765 45419  Other Current Assets, Total 107441 53056 68748 54620","Cash and Short Term Investments 506185 506283 446329 365267  Cash - - - -  Cash & Equivalents 506185 439339 380387 332717  Short Term Investments - 66944 65942 32550  Total Receivables, Net 550684 529458 429454 319343  Accounts Receivables - Trade, Net 546381 524476 429454 252063  Total Inventory 443001 437004 288854 236453  Prepaid Expenses - 7371 63765 45419  Other Current Assets, Total 107441 53056 68748 54620","Cash and Short Term Investments 506185 506283 446329 365267  Cash - - - -  Cash & Equivalents 506185 439339 380387 332717  Short Term Investments - 66944 65942 32550  Total Receivables, Net 550684 529458 429454 319343  Accounts Receivables - Trade, Net 546381 524476 429454 252063  Total Inventory 443001 437004 288854 236453  Prepaid Expenses - 7371 63765 45419  Other Current Assets, Total 107441 53056 68748 54620","Cash and Short Term Investments 506185 506283 446329 365267  Cash - - - -  Cash & Equivalents 506185 439339 380387 332717  Short Term Investments - 66944 65942 32550  Total Receivables, Net 550684 529458 429454 319343  Accounts Receivables - Trade, Net 546381 524476 429454 252063  Total Inventory 443001 437004 288854 236453  Prepaid Expenses - 7371 63765 45419  Other Current Assets, Total 107441 53056 68748 54620","Cash and Short Term Investments 506185 506283 446329 365267  Cash - - - -  Cash & Equivalents 506185 439339 380387 332717  Short Term Investments - 66944 65942 32550  Total Receivables, Net 550684 529458 429454 319343  Accounts Receivables - Trade, Net 546381 524476 429454 252063  Total Inventory 443001 437004 288854 236453  Prepaid Expenses - 7371 63765 45419  Other Current Assets, Total 107441 53056 68748 54620"
Cash and Short Term Investments,506185,506283,446329,365267
Cash,-,-,-,-
Cash & Equivalents,506185,439339,380387,332717
Short Term Investments,-,66944,65942,32550
"Total Receivables, Net",550684,529458,429454,319343
"Accounts Receivables - Trade, Net",546381,524476,429454,252063
Total Inventory,443001,437004,288854,236453
Prepaid Expenses,-,7371,63765,45419
"Other Current Assets, Total",107441,53056,68748,54620
Total Assets,3147027,3041653,2401433,1943379
