Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,13202,12820,11178.26,10810.76
"Cash and Short Term Investments 1423 1173 1827.01 3528.51  Cash - - - -  Cash & Equivalents 1423 1173 1827.01 3528.51  Short Term Investments - - - -  Total Receivables, Net 2469 2601 2104.16 1690.42  Accounts Receivables - Trade, Net 2469 2601 2104.16 1690.42  Total Inventory 8812 8329 6826.51 5292.92  Prepaid Expenses 211 143 100.07 89.89  Other Current Assets, Total 287 574 320.51 209.03","Cash and Short Term Investments 1423 1173 1827.01 3528.51  Cash - - - -  Cash & Equivalents 1423 1173 1827.01 3528.51  Short Term Investments - - - -  Total Receivables, Net 2469 2601 2104.16 1690.42  Accounts Receivables - Trade, Net 2469 2601 2104.16 1690.42  Total Inventory 8812 8329 6826.51 5292.92  Prepaid Expenses 211 143 100.07 89.89  Other Current Assets, Total 287 574 320.51 209.03","Cash and Short Term Investments 1423 1173 1827.01 3528.51  Cash - - - -  Cash & Equivalents 1423 1173 1827.01 3528.51  Short Term Investments - - - -  Total Receivables, Net 2469 2601 2104.16 1690.42  Accounts Receivables - Trade, Net 2469 2601 2104.16 1690.42  Total Inventory 8812 8329 6826.51 5292.92  Prepaid Expenses 211 143 100.07 89.89  Other Current Assets, Total 287 574 320.51 209.03","Cash and Short Term Investments 1423 1173 1827.01 3528.51  Cash - - - -  Cash & Equivalents 1423 1173 1827.01 3528.51  Short Term Investments - - - -  Total Receivables, Net 2469 2601 2104.16 1690.42  Accounts Receivables - Trade, Net 2469 2601 2104.16 1690.42  Total Inventory 8812 8329 6826.51 5292.92  Prepaid Expenses 211 143 100.07 89.89  Other Current Assets, Total 287 574 320.51 209.03","Cash and Short Term Investments 1423 1173 1827.01 3528.51  Cash - - - -  Cash & Equivalents 1423 1173 1827.01 3528.51  Short Term Investments - - - -  Total Receivables, Net 2469 2601 2104.16 1690.42  Accounts Receivables - Trade, Net 2469 2601 2104.16 1690.42  Total Inventory 8812 8329 6826.51 5292.92  Prepaid Expenses 211 143 100.07 89.89  Other Current Assets, Total 287 574 320.51 209.03"
Cash and Short Term Investments,1423,1173,1827.01,3528.51
Cash,-,-,-,-
Cash & Equivalents,1423,1173,1827.01,3528.51
Short Term Investments,-,-,-,-
"Total Receivables, Net",2469,2601,2104.16,1690.42
"Accounts Receivables - Trade, Net",2469,2601,2104.16,1690.42
Total Inventory,8812,8329,6826.51,5292.92
Prepaid Expenses,211,143,100.07,89.89
"Other Current Assets, Total",287,574,320.51,209.03
Total Assets,15066,14407,12613.08,12008.88
"Property/Plant/Equipment, Total - Net 320 311 359.89 139.08  Property/Plant/Equipment, Total - Gross - 556.69 556.09 375.98  Accumulated Depreciation, Total - -244.89 -196.2 -236.9  Goodwill, Net - - - -  Intangibles, Net 624 450 358.94 330.39  Long Term Investments 623 575 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 715.99 728.65  Other Assets, Total 6926 6551 - -","Property/Plant/Equipment, Total - Net 320 311 359.89 139.08  Property/Plant/Equipment, Total - Gross - 556.69 556.09 375.98  Accumulated Depreciation, Total - -244.89 -196.2 -236.9  Goodwill, Net - - - -  Intangibles, Net 624 450 358.94 330.39  Long Term Investments 623 575 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 715.99 728.65  Other Assets, Total 6926 6551 - -","Property/Plant/Equipment, Total - Net 320 311 359.89 139.08  Property/Plant/Equipment, Total - Gross - 556.69 556.09 375.98  Accumulated Depreciation, Total - -244.89 -196.2 -236.9  Goodwill, Net - - - -  Intangibles, Net 624 450 358.94 330.39  Long Term Investments 623 575 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 715.99 728.65  Other Assets, Total 6926 6551 - -","Property/Plant/Equipment, Total - Net 320 311 359.89 139.08  Property/Plant/Equipment, Total - Gross - 556.69 556.09 375.98  Accumulated Depreciation, Total - -244.89 -196.2 -236.9  Goodwill, Net - - - -  Intangibles, Net 624 450 358.94 330.39  Long Term Investments 623 575 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 715.99 728.65  Other Assets, Total 6926 6551 - -","Property/Plant/Equipment, Total - Net 320 311 359.89 139.08  Property/Plant/Equipment, Total - Gross - 556.69 556.09 375.98  Accumulated Depreciation, Total - -244.89 -196.2 -236.9  Goodwill, Net - - - -  Intangibles, Net 624 450 358.94 330.39  Long Term Investments 623 575 - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 2 715.99 728.65  Other Assets, Total 6926 6551 - -"
"Property/Plant/Equipment, Total - Net",320,311,359.89,139.08
"Property/Plant/Equipment, Total - Gross",-,556.69,556.09,375.98
"Accumulated Depreciation, Total",-,-244.89,-196.2,-236.9
"Goodwill, Net",-,-,-,-
"Intangibles, Net",624,450,358.94,330.39
Long Term Investments,623,575,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,2,715.99,728.65
"Other Assets, Total",6926,6551,-,-
Total Current Liabilities,5640,6124,3989.99,3633.84
"Accounts Payable 1375 1486 1154.36 749.87  Payable/Accrued - - - -  Accrued Expenses 65 57 48.87 67.49  Notes Payable/Short Term Debt 1200 950 1120 1100  Current Port. of LT Debt/Capital Leases 1702 1833 627.98 654.46  Other Current liabilities, Total 1298 1798 1038.78 1062.02","Accounts Payable 1375 1486 1154.36 749.87  Payable/Accrued - - - -  Accrued Expenses 65 57 48.87 67.49  Notes Payable/Short Term Debt 1200 950 1120 1100  Current Port. of LT Debt/Capital Leases 1702 1833 627.98 654.46  Other Current liabilities, Total 1298 1798 1038.78 1062.02","Accounts Payable 1375 1486 1154.36 749.87  Payable/Accrued - - - -  Accrued Expenses 65 57 48.87 67.49  Notes Payable/Short Term Debt 1200 950 1120 1100  Current Port. of LT Debt/Capital Leases 1702 1833 627.98 654.46  Other Current liabilities, Total 1298 1798 1038.78 1062.02","Accounts Payable 1375 1486 1154.36 749.87  Payable/Accrued - - - -  Accrued Expenses 65 57 48.87 67.49  Notes Payable/Short Term Debt 1200 950 1120 1100  Current Port. of LT Debt/Capital Leases 1702 1833 627.98 654.46  Other Current liabilities, Total 1298 1798 1038.78 1062.02","Accounts Payable 1375 1486 1154.36 749.87  Payable/Accrued - - - -  Accrued Expenses 65 57 48.87 67.49  Notes Payable/Short Term Debt 1200 950 1120 1100  Current Port. of LT Debt/Capital Leases 1702 1833 627.98 654.46  Other Current liabilities, Total 1298 1798 1038.78 1062.02"
Accounts Payable,1375,1486,1154.36,749.87
Payable/Accrued,-,-,-,-
Accrued Expenses,65,57,48.87,67.49
Notes Payable/Short Term Debt,1200,950,1120,1100
Current Port. of LT Debt/Capital Leases,1702,1833,627.98,654.46
"Other Current liabilities, Total",1298,1798,1038.78,1062.02
Total Liabilities,8587,8938,6208.41,6304.88
"Total Long Term Debt 2903 2777 2182.35 2671.04  Long Term Debt 2903 2777 2182.35 2671.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1156 -913 36.08 -","Total Long Term Debt 2903 2777 2182.35 2671.04  Long Term Debt 2903 2777 2182.35 2671.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1156 -913 36.08 -","Total Long Term Debt 2903 2777 2182.35 2671.04  Long Term Debt 2903 2777 2182.35 2671.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1156 -913 36.08 -","Total Long Term Debt 2903 2777 2182.35 2671.04  Long Term Debt 2903 2777 2182.35 2671.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1156 -913 36.08 -","Total Long Term Debt 2903 2777 2182.35 2671.04  Long Term Debt 2903 2777 2182.35 2671.04  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1156 -913 36.08 -"
Total Long Term Debt,2903,2777,2182.35,2671.04
Long Term Debt,2903,2777,2182.35,2671.04
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-1156,-913,36.08,-
Total Equity,6479,5469,6404.67,5704
