Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1583,1577,1267.01,935.74
"Cash and Short Term Investments 1276 1304 948.03 640.21  Cash - - - -  Cash & Equivalents 1276 1304 948.03 640.21  Short Term Investments - - - -  Total Receivables, Net 108 95 143.09 99.23  Accounts Receivables - Trade, Net 108 95 97.55 87.7  Total Inventory 113 109 106.27 111.17  Prepaid Expenses 62 54 54.2 57.94  Other Current Assets, Total 24 15 15.43 27.18","Cash and Short Term Investments 1276 1304 948.03 640.21  Cash - - - -  Cash & Equivalents 1276 1304 948.03 640.21  Short Term Investments - - - -  Total Receivables, Net 108 95 143.09 99.23  Accounts Receivables - Trade, Net 108 95 97.55 87.7  Total Inventory 113 109 106.27 111.17  Prepaid Expenses 62 54 54.2 57.94  Other Current Assets, Total 24 15 15.43 27.18","Cash and Short Term Investments 1276 1304 948.03 640.21  Cash - - - -  Cash & Equivalents 1276 1304 948.03 640.21  Short Term Investments - - - -  Total Receivables, Net 108 95 143.09 99.23  Accounts Receivables - Trade, Net 108 95 97.55 87.7  Total Inventory 113 109 106.27 111.17  Prepaid Expenses 62 54 54.2 57.94  Other Current Assets, Total 24 15 15.43 27.18","Cash and Short Term Investments 1276 1304 948.03 640.21  Cash - - - -  Cash & Equivalents 1276 1304 948.03 640.21  Short Term Investments - - - -  Total Receivables, Net 108 95 143.09 99.23  Accounts Receivables - Trade, Net 108 95 97.55 87.7  Total Inventory 113 109 106.27 111.17  Prepaid Expenses 62 54 54.2 57.94  Other Current Assets, Total 24 15 15.43 27.18","Cash and Short Term Investments 1276 1304 948.03 640.21  Cash - - - -  Cash & Equivalents 1276 1304 948.03 640.21  Short Term Investments - - - -  Total Receivables, Net 108 95 143.09 99.23  Accounts Receivables - Trade, Net 108 95 97.55 87.7  Total Inventory 113 109 106.27 111.17  Prepaid Expenses 62 54 54.2 57.94  Other Current Assets, Total 24 15 15.43 27.18"
Cash and Short Term Investments,1276,1304,948.03,640.21
Cash,-,-,-,-
Cash & Equivalents,1276,1304,948.03,640.21
Short Term Investments,-,-,-,-
"Total Receivables, Net",108,95,143.09,99.23
"Accounts Receivables - Trade, Net",108,95,97.55,87.7
Total Inventory,113,109,106.27,111.17
Prepaid Expenses,62,54,54.2,57.94
"Other Current Assets, Total",24,15,15.43,27.18
Total Assets,6997,7256,7031.33,6701.18
