Period Ending:,202328/02,202231/08,202228/02,202131/08
Total Current Assets,8433,9013,-,7352.59
"Cash and Short Term Investments 5208 5575 - 4457.97  Cash - - - -  Cash & Equivalents 5208 5575 - 4457.97  Short Term Investments - - - -  Total Receivables, Net 64 62 - 36.08  Accounts Receivables - Trade, Net 64 62 - 36.08  Total Inventory - - - -  Prepaid Expenses - - - 59.21  Other Current Assets, Total 3161 3376 - 2799.34","Cash and Short Term Investments 5208 5575 - 4457.97  Cash - - - -  Cash & Equivalents 5208 5575 - 4457.97  Short Term Investments - - - -  Total Receivables, Net 64 62 - 36.08  Accounts Receivables - Trade, Net 64 62 - 36.08  Total Inventory - - - -  Prepaid Expenses - - - 59.21  Other Current Assets, Total 3161 3376 - 2799.34","Cash and Short Term Investments 5208 5575 - 4457.97  Cash - - - -  Cash & Equivalents 5208 5575 - 4457.97  Short Term Investments - - - -  Total Receivables, Net 64 62 - 36.08  Accounts Receivables - Trade, Net 64 62 - 36.08  Total Inventory - - - -  Prepaid Expenses - - - 59.21  Other Current Assets, Total 3161 3376 - 2799.34","Cash and Short Term Investments 5208 5575 - 4457.97  Cash - - - -  Cash & Equivalents 5208 5575 - 4457.97  Short Term Investments - - - -  Total Receivables, Net 64 62 - 36.08  Accounts Receivables - Trade, Net 64 62 - 36.08  Total Inventory - - - -  Prepaid Expenses - - - 59.21  Other Current Assets, Total 3161 3376 - 2799.34","Cash and Short Term Investments 5208 5575 - 4457.97  Cash - - - -  Cash & Equivalents 5208 5575 - 4457.97  Short Term Investments - - - -  Total Receivables, Net 64 62 - 36.08  Accounts Receivables - Trade, Net 64 62 - 36.08  Total Inventory - - - -  Prepaid Expenses - - - 59.21  Other Current Assets, Total 3161 3376 - 2799.34"
Cash and Short Term Investments,5208,5575,-,4457.97
Cash,-,-,-,-
Cash & Equivalents,5208,5575,-,4457.97
Short Term Investments,-,-,-,-
"Total Receivables, Net",64,62,-,36.08
"Accounts Receivables - Trade, Net",64,62,-,36.08
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,59.21
"Other Current Assets, Total",3161,3376,-,2799.34
Total Assets,105828,106553,-,79848.47
"Property/Plant/Equipment, Total - Net 97376 97516 - 2645.64  Property/Plant/Equipment, Total - Gross - - - 2667.15  Accumulated Depreciation, Total - - - -21.52  Goodwill, Net - - - -  Intangibles, Net - - - 4.83  Long Term Investments - - - 69785.18  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 19 24 - 60.23  Other Assets, Total 3097 3314 - -","Property/Plant/Equipment, Total - Net 97376 97516 - 2645.64  Property/Plant/Equipment, Total - Gross - - - 2667.15  Accumulated Depreciation, Total - - - -21.52  Goodwill, Net - - - -  Intangibles, Net - - - 4.83  Long Term Investments - - - 69785.18  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 19 24 - 60.23  Other Assets, Total 3097 3314 - -","Property/Plant/Equipment, Total - Net 97376 97516 - 2645.64  Property/Plant/Equipment, Total - Gross - - - 2667.15  Accumulated Depreciation, Total - - - -21.52  Goodwill, Net - - - -  Intangibles, Net - - - 4.83  Long Term Investments - - - 69785.18  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 19 24 - 60.23  Other Assets, Total 3097 3314 - -","Property/Plant/Equipment, Total - Net 97376 97516 - 2645.64  Property/Plant/Equipment, Total - Gross - - - 2667.15  Accumulated Depreciation, Total - - - -21.52  Goodwill, Net - - - -  Intangibles, Net - - - 4.83  Long Term Investments - - - 69785.18  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 19 24 - 60.23  Other Assets, Total 3097 3314 - -","Property/Plant/Equipment, Total - Net 97376 97516 - 2645.64  Property/Plant/Equipment, Total - Gross - - - 2667.15  Accumulated Depreciation, Total - - - -21.52  Goodwill, Net - - - -  Intangibles, Net - - - 4.83  Long Term Investments - - - 69785.18  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 19 24 - 60.23  Other Assets, Total 3097 3314 - -"
"Property/Plant/Equipment, Total - Net",97376,97516,-,2645.64
"Property/Plant/Equipment, Total - Gross",-,-,-,2667.15
"Accumulated Depreciation, Total",-,-,-,-21.52
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,-,-,4.83
Long Term Investments,-,-,-,69785.18
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",19,24,-,60.23
"Other Assets, Total",3097,3314,-,-
Total Current Liabilities,10776,10825,-,11092.02
"Accounts Payable 674 725 - 225.35  Payable/Accrued - - - -  Accrued Expenses 50 44 - 117.14  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 9600 9600 - 9900  Other Current liabilities, Total 452 456 - 849.53","Accounts Payable 674 725 - 225.35  Payable/Accrued - - - -  Accrued Expenses 50 44 - 117.14  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 9600 9600 - 9900  Other Current liabilities, Total 452 456 - 849.53","Accounts Payable 674 725 - 225.35  Payable/Accrued - - - -  Accrued Expenses 50 44 - 117.14  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 9600 9600 - 9900  Other Current liabilities, Total 452 456 - 849.53","Accounts Payable 674 725 - 225.35  Payable/Accrued - - - -  Accrued Expenses 50 44 - 117.14  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 9600 9600 - 9900  Other Current liabilities, Total 452 456 - 849.53","Accounts Payable 674 725 - 225.35  Payable/Accrued - - - -  Accrued Expenses 50 44 - 117.14  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases 9600 9600 - 9900  Other Current liabilities, Total 452 456 - 849.53"
Accounts Payable,674,725,-,225.35
Payable/Accrued,-,-,-,-
Accrued Expenses,50,44,-,117.14
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,9600,9600,-,9900
"Other Current liabilities, Total",452,456,-,849.53
Total Liabilities,55316,55643,-,42293.33
"Total Long Term Debt 40600 40600 - 27900  Long Term Debt 40600 40600 - 27900  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3940 4218 - 3301.32","Total Long Term Debt 40600 40600 - 27900  Long Term Debt 40600 40600 - 27900  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3940 4218 - 3301.32","Total Long Term Debt 40600 40600 - 27900  Long Term Debt 40600 40600 - 27900  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3940 4218 - 3301.32","Total Long Term Debt 40600 40600 - 27900  Long Term Debt 40600 40600 - 27900  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3940 4218 - 3301.32","Total Long Term Debt 40600 40600 - 27900  Long Term Debt 40600 40600 - 27900  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 3940 4218 - 3301.32"
Total Long Term Debt,40600,40600,-,27900
Long Term Debt,40600,40600,-,27900
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",3940,4218,-,3301.32
Total Equity,50512,50910,-,37555.13
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 49435 49435 - 36540.9  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 1076 1475 - 1014.23  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 49435 49435 - 36540.9  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 1076 1475 - 1014.23  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 49435 49435 - 36540.9  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 1076 1475 - 1014.23  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 49435 49435 - 36540.9  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 1076 1475 - 1014.23  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 49435 49435 - 36540.9  Additional Paid-In Capital - - - -  Retained Earnings (Accumulated Deficit) 1076 1475 - 1014.23  Treasury Stock - Common - - - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 1 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",49435,49435,-,36540.9
Additional Paid-In Capital,-,-,-,-
Retained Earnings (Accumulated Deficit),1076,1475,-,1014.23
Treasury Stock - Common,-,-,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",1,-,-,-
Total Liabilities & Shareholders' Equity,105828,106553,-,79848.47
Total Common Shares Outstanding,0.467,0.468,-,0.36
Total Preferred Shares Outstanding,-,-,-,-
