Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1291,999.64,984.73,679.3
"Cash and Short Term Investments 849 634.18 649.57 349.17  Cash - - - -  Cash & Equivalents 849 634.18 649.57 349.17  Short Term Investments - - - -  Total Receivables, Net 387 309.13 281.04 293.35  Accounts Receivables - Trade, Net 387 309.13 281.04 293.35  Total Inventory 1 14.37 10.71 4.48  Prepaid Expenses 43 30.31 26.96 26.96  Other Current Assets, Total 11 11.65 16.45 5.34","Cash and Short Term Investments 849 634.18 649.57 349.17  Cash - - - -  Cash & Equivalents 849 634.18 649.57 349.17  Short Term Investments - - - -  Total Receivables, Net 387 309.13 281.04 293.35  Accounts Receivables - Trade, Net 387 309.13 281.04 293.35  Total Inventory 1 14.37 10.71 4.48  Prepaid Expenses 43 30.31 26.96 26.96  Other Current Assets, Total 11 11.65 16.45 5.34","Cash and Short Term Investments 849 634.18 649.57 349.17  Cash - - - -  Cash & Equivalents 849 634.18 649.57 349.17  Short Term Investments - - - -  Total Receivables, Net 387 309.13 281.04 293.35  Accounts Receivables - Trade, Net 387 309.13 281.04 293.35  Total Inventory 1 14.37 10.71 4.48  Prepaid Expenses 43 30.31 26.96 26.96  Other Current Assets, Total 11 11.65 16.45 5.34","Cash and Short Term Investments 849 634.18 649.57 349.17  Cash - - - -  Cash & Equivalents 849 634.18 649.57 349.17  Short Term Investments - - - -  Total Receivables, Net 387 309.13 281.04 293.35  Accounts Receivables - Trade, Net 387 309.13 281.04 293.35  Total Inventory 1 14.37 10.71 4.48  Prepaid Expenses 43 30.31 26.96 26.96  Other Current Assets, Total 11 11.65 16.45 5.34","Cash and Short Term Investments 849 634.18 649.57 349.17  Cash - - - -  Cash & Equivalents 849 634.18 649.57 349.17  Short Term Investments - - - -  Total Receivables, Net 387 309.13 281.04 293.35  Accounts Receivables - Trade, Net 387 309.13 281.04 293.35  Total Inventory 1 14.37 10.71 4.48  Prepaid Expenses 43 30.31 26.96 26.96  Other Current Assets, Total 11 11.65 16.45 5.34"
Cash and Short Term Investments,849,634.18,649.57,349.17
Cash,-,-,-,-
Cash & Equivalents,849,634.18,649.57,349.17
Short Term Investments,-,-,-,-
"Total Receivables, Net",387,309.13,281.04,293.35
"Accounts Receivables - Trade, Net",387,309.13,281.04,293.35
Total Inventory,1,14.37,10.71,4.48
Prepaid Expenses,43,30.31,26.96,26.96
"Other Current Assets, Total",11,11.65,16.45,5.34
Total Assets,1458,1163.85,1124.94,808.88
