Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,1422,2034.38,3008.34,2958.53
"Cash and Short Term Investments 1043 1673.57 2483.66 2391.11  Cash - - - -  Cash & Equivalents 1043 1673.57 2483.66 2391.11  Short Term Investments - - - -  Total Receivables, Net 298 221.09 367.9 485.39  Accounts Receivables - Trade, Net 298 221.09 367.9 485.39  Total Inventory - - - -  Prepaid Expenses - - - 51.96  Other Current Assets, Total 81 139.72 156.78 30.07","Cash and Short Term Investments 1043 1673.57 2483.66 2391.11  Cash - - - -  Cash & Equivalents 1043 1673.57 2483.66 2391.11  Short Term Investments - - - -  Total Receivables, Net 298 221.09 367.9 485.39  Accounts Receivables - Trade, Net 298 221.09 367.9 485.39  Total Inventory - - - -  Prepaid Expenses - - - 51.96  Other Current Assets, Total 81 139.72 156.78 30.07","Cash and Short Term Investments 1043 1673.57 2483.66 2391.11  Cash - - - -  Cash & Equivalents 1043 1673.57 2483.66 2391.11  Short Term Investments - - - -  Total Receivables, Net 298 221.09 367.9 485.39  Accounts Receivables - Trade, Net 298 221.09 367.9 485.39  Total Inventory - - - -  Prepaid Expenses - - - 51.96  Other Current Assets, Total 81 139.72 156.78 30.07","Cash and Short Term Investments 1043 1673.57 2483.66 2391.11  Cash - - - -  Cash & Equivalents 1043 1673.57 2483.66 2391.11  Short Term Investments - - - -  Total Receivables, Net 298 221.09 367.9 485.39  Accounts Receivables - Trade, Net 298 221.09 367.9 485.39  Total Inventory - - - -  Prepaid Expenses - - - 51.96  Other Current Assets, Total 81 139.72 156.78 30.07","Cash and Short Term Investments 1043 1673.57 2483.66 2391.11  Cash - - - -  Cash & Equivalents 1043 1673.57 2483.66 2391.11  Short Term Investments - - - -  Total Receivables, Net 298 221.09 367.9 485.39  Accounts Receivables - Trade, Net 298 221.09 367.9 485.39  Total Inventory - - - -  Prepaid Expenses - - - 51.96  Other Current Assets, Total 81 139.72 156.78 30.07"
Cash and Short Term Investments,1043,1673.57,2483.66,2391.11
Cash,-,-,-,-
Cash & Equivalents,1043,1673.57,2483.66,2391.11
Short Term Investments,-,-,-,-
"Total Receivables, Net",298,221.09,367.9,485.39
"Accounts Receivables - Trade, Net",298,221.09,367.9,485.39
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,-,51.96
"Other Current Assets, Total",81,139.72,156.78,30.07
Total Assets,2039,2469.32,3183.59,3149.7
"Property/Plant/Equipment, Total - Net 5 8.42 8.88 12.14  Property/Plant/Equipment, Total - Gross - 39.2 33.68 30.32  Accumulated Depreciation, Total - -30.78 -24.8 -18.18  Goodwill, Net - - - -  Intangibles, Net 6 5.57 1.8 2.06  Long Term Investments 71 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 420.96 164.57 176.97  Other Assets, Total 318 - - -","Property/Plant/Equipment, Total - Net 5 8.42 8.88 12.14  Property/Plant/Equipment, Total - Gross - 39.2 33.68 30.32  Accumulated Depreciation, Total - -30.78 -24.8 -18.18  Goodwill, Net - - - -  Intangibles, Net 6 5.57 1.8 2.06  Long Term Investments 71 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 420.96 164.57 176.97  Other Assets, Total 318 - - -","Property/Plant/Equipment, Total - Net 5 8.42 8.88 12.14  Property/Plant/Equipment, Total - Gross - 39.2 33.68 30.32  Accumulated Depreciation, Total - -30.78 -24.8 -18.18  Goodwill, Net - - - -  Intangibles, Net 6 5.57 1.8 2.06  Long Term Investments 71 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 420.96 164.57 176.97  Other Assets, Total 318 - - -","Property/Plant/Equipment, Total - Net 5 8.42 8.88 12.14  Property/Plant/Equipment, Total - Gross - 39.2 33.68 30.32  Accumulated Depreciation, Total - -30.78 -24.8 -18.18  Goodwill, Net - - - -  Intangibles, Net 6 5.57 1.8 2.06  Long Term Investments 71 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 420.96 164.57 176.97  Other Assets, Total 318 - - -","Property/Plant/Equipment, Total - Net 5 8.42 8.88 12.14  Property/Plant/Equipment, Total - Gross - 39.2 33.68 30.32  Accumulated Depreciation, Total - -30.78 -24.8 -18.18  Goodwill, Net - - - -  Intangibles, Net 6 5.57 1.8 2.06  Long Term Investments 71 - - -  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 420.96 164.57 176.97  Other Assets, Total 318 - - -"
"Property/Plant/Equipment, Total - Net",5,8.42,8.88,12.14
"Property/Plant/Equipment, Total - Gross",-,39.2,33.68,30.32
"Accumulated Depreciation, Total",-,-30.78,-24.8,-18.18
"Goodwill, Net",-,-,-,-
"Intangibles, Net",6,5.57,1.8,2.06
Long Term Investments,71,-,-,-
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-,420.96,164.57,176.97
"Other Assets, Total",318,-,-,-
Total Current Liabilities,1084,766.33,926.16,1120.84
