Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1357312,1329123,1199764,1202707
"Cash and Short Term Investments 396902 458212 484083 493654  Cash - - - -  Cash & Equivalents 373500 414129 386727 419620  Short Term Investments 23402 44083 97356 74034  Total Receivables, Net 380972 379066 339621 336294  Accounts Receivables - Trade, Net 380972 338721 303835 280162  Total Inventory 539441 452506 345354 344304  Prepaid Expenses - 18700 13664 19579  Other Current Assets, Total 39997 20639 17042 8876","Cash and Short Term Investments 396902 458212 484083 493654  Cash - - - -  Cash & Equivalents 373500 414129 386727 419620  Short Term Investments 23402 44083 97356 74034  Total Receivables, Net 380972 379066 339621 336294  Accounts Receivables - Trade, Net 380972 338721 303835 280162  Total Inventory 539441 452506 345354 344304  Prepaid Expenses - 18700 13664 19579  Other Current Assets, Total 39997 20639 17042 8876","Cash and Short Term Investments 396902 458212 484083 493654  Cash - - - -  Cash & Equivalents 373500 414129 386727 419620  Short Term Investments 23402 44083 97356 74034  Total Receivables, Net 380972 379066 339621 336294  Accounts Receivables - Trade, Net 380972 338721 303835 280162  Total Inventory 539441 452506 345354 344304  Prepaid Expenses - 18700 13664 19579  Other Current Assets, Total 39997 20639 17042 8876","Cash and Short Term Investments 396902 458212 484083 493654  Cash - - - -  Cash & Equivalents 373500 414129 386727 419620  Short Term Investments 23402 44083 97356 74034  Total Receivables, Net 380972 379066 339621 336294  Accounts Receivables - Trade, Net 380972 338721 303835 280162  Total Inventory 539441 452506 345354 344304  Prepaid Expenses - 18700 13664 19579  Other Current Assets, Total 39997 20639 17042 8876","Cash and Short Term Investments 396902 458212 484083 493654  Cash - - - -  Cash & Equivalents 373500 414129 386727 419620  Short Term Investments 23402 44083 97356 74034  Total Receivables, Net 380972 379066 339621 336294  Accounts Receivables - Trade, Net 380972 338721 303835 280162  Total Inventory 539441 452506 345354 344304  Prepaid Expenses - 18700 13664 19579  Other Current Assets, Total 39997 20639 17042 8876"
Cash and Short Term Investments,396902,458212,484083,493654
Cash,-,-,-,-
Cash & Equivalents,373500,414129,386727,419620
Short Term Investments,23402,44083,97356,74034
"Total Receivables, Net",380972,379066,339621,336294
"Accounts Receivables - Trade, Net",380972,338721,303835,280162
Total Inventory,539441,452506,345354,344304
Prepaid Expenses,-,18700,13664,19579
"Other Current Assets, Total",39997,20639,17042,8876
Total Assets,4093928,3917265,3493470,3250175
