Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Current Assets,4944,2877.48,2529.78,2633.13
"Cash and Short Term Investments 1386 793.46 821.33 704.01  Cash - - - -  Cash & Equivalents 1386 793.46 821.33 704.01  Short Term Investments - - - -  Total Receivables, Net 838 626.58 626.26 683.51  Accounts Receivables - Trade, Net 838 626.58 626.26 683.51  Total Inventory 2526 1271.15 935.02 1131.35  Prepaid Expenses - 185.04 140.11 111.89  Other Current Assets, Total 194 1.25 7.06 2.37","Cash and Short Term Investments 1386 793.46 821.33 704.01  Cash - - - -  Cash & Equivalents 1386 793.46 821.33 704.01  Short Term Investments - - - -  Total Receivables, Net 838 626.58 626.26 683.51  Accounts Receivables - Trade, Net 838 626.58 626.26 683.51  Total Inventory 2526 1271.15 935.02 1131.35  Prepaid Expenses - 185.04 140.11 111.89  Other Current Assets, Total 194 1.25 7.06 2.37","Cash and Short Term Investments 1386 793.46 821.33 704.01  Cash - - - -  Cash & Equivalents 1386 793.46 821.33 704.01  Short Term Investments - - - -  Total Receivables, Net 838 626.58 626.26 683.51  Accounts Receivables - Trade, Net 838 626.58 626.26 683.51  Total Inventory 2526 1271.15 935.02 1131.35  Prepaid Expenses - 185.04 140.11 111.89  Other Current Assets, Total 194 1.25 7.06 2.37","Cash and Short Term Investments 1386 793.46 821.33 704.01  Cash - - - -  Cash & Equivalents 1386 793.46 821.33 704.01  Short Term Investments - - - -  Total Receivables, Net 838 626.58 626.26 683.51  Accounts Receivables - Trade, Net 838 626.58 626.26 683.51  Total Inventory 2526 1271.15 935.02 1131.35  Prepaid Expenses - 185.04 140.11 111.89  Other Current Assets, Total 194 1.25 7.06 2.37","Cash and Short Term Investments 1386 793.46 821.33 704.01  Cash - - - -  Cash & Equivalents 1386 793.46 821.33 704.01  Short Term Investments - - - -  Total Receivables, Net 838 626.58 626.26 683.51  Accounts Receivables - Trade, Net 838 626.58 626.26 683.51  Total Inventory 2526 1271.15 935.02 1131.35  Prepaid Expenses - 185.04 140.11 111.89  Other Current Assets, Total 194 1.25 7.06 2.37"
Cash and Short Term Investments,1386,793.46,821.33,704.01
Cash,-,-,-,-
Cash & Equivalents,1386,793.46,821.33,704.01
Short Term Investments,-,-,-,-
"Total Receivables, Net",838,626.58,626.26,683.51
"Accounts Receivables - Trade, Net",838,626.58,626.26,683.51
Total Inventory,2526,1271.15,935.02,1131.35
Prepaid Expenses,-,185.04,140.11,111.89
"Other Current Assets, Total",194,1.25,7.06,2.37
Total Assets,7644,4716.46,4387.29,4694.45
"Property/Plant/Equipment, Total - Net 1088 757.84 511.28 712.95  Property/Plant/Equipment, Total - Gross - 1308.91 1060.81 1186  Accumulated Depreciation, Total - -551.07 -549.53 -480.65  Goodwill, Net 210 - - -  Intangibles, Net 73 65.15 155.85 218.17  Long Term Investments 1143 260.65 250.46 200.41  Note Receivable - Long Term - 133 181.4 182.38  Other Long Term Assets, Total 3 622.34 758.51 747.41  Other Assets, Total 2065 - - -","Property/Plant/Equipment, Total - Net 1088 757.84 511.28 712.95  Property/Plant/Equipment, Total - Gross - 1308.91 1060.81 1186  Accumulated Depreciation, Total - -551.07 -549.53 -480.65  Goodwill, Net 210 - - -  Intangibles, Net 73 65.15 155.85 218.17  Long Term Investments 1143 260.65 250.46 200.41  Note Receivable - Long Term - 133 181.4 182.38  Other Long Term Assets, Total 3 622.34 758.51 747.41  Other Assets, Total 2065 - - -","Property/Plant/Equipment, Total - Net 1088 757.84 511.28 712.95  Property/Plant/Equipment, Total - Gross - 1308.91 1060.81 1186  Accumulated Depreciation, Total - -551.07 -549.53 -480.65  Goodwill, Net 210 - - -  Intangibles, Net 73 65.15 155.85 218.17  Long Term Investments 1143 260.65 250.46 200.41  Note Receivable - Long Term - 133 181.4 182.38  Other Long Term Assets, Total 3 622.34 758.51 747.41  Other Assets, Total 2065 - - -","Property/Plant/Equipment, Total - Net 1088 757.84 511.28 712.95  Property/Plant/Equipment, Total - Gross - 1308.91 1060.81 1186  Accumulated Depreciation, Total - -551.07 -549.53 -480.65  Goodwill, Net 210 - - -  Intangibles, Net 73 65.15 155.85 218.17  Long Term Investments 1143 260.65 250.46 200.41  Note Receivable - Long Term - 133 181.4 182.38  Other Long Term Assets, Total 3 622.34 758.51 747.41  Other Assets, Total 2065 - - -","Property/Plant/Equipment, Total - Net 1088 757.84 511.28 712.95  Property/Plant/Equipment, Total - Gross - 1308.91 1060.81 1186  Accumulated Depreciation, Total - -551.07 -549.53 -480.65  Goodwill, Net 210 - - -  Intangibles, Net 73 65.15 155.85 218.17  Long Term Investments 1143 260.65 250.46 200.41  Note Receivable - Long Term - 133 181.4 182.38  Other Long Term Assets, Total 3 622.34 758.51 747.41  Other Assets, Total 2065 - - -"
"Property/Plant/Equipment, Total - Net",1088,757.84,511.28,712.95
"Property/Plant/Equipment, Total - Gross",-,1308.91,1060.81,1186
"Accumulated Depreciation, Total",-,-551.07,-549.53,-480.65
"Goodwill, Net",210,-,-,-
"Intangibles, Net",73,65.15,155.85,218.17
Long Term Investments,1143,260.65,250.46,200.41
Note Receivable - Long Term,-,133,181.4,182.38
"Other Long Term Assets, Total",3,622.34,758.51,747.41
"Other Assets, Total",2065,-,-,-
Total Current Liabilities,3919,2561.45,2264.18,2271.27
"Accounts Payable 1095 785.01 631.55 673.46  Payable/Accrued - - - -  Accrued Expenses 153 226 221.92 135.22  Notes Payable/Short Term Debt 1281 800 700 500  Current Port. of LT Debt/Capital Leases 157 82.67 63.33 165.3  Other Current liabilities, Total 1233 667.77 647.37 797.29","Accounts Payable 1095 785.01 631.55 673.46  Payable/Accrued - - - -  Accrued Expenses 153 226 221.92 135.22  Notes Payable/Short Term Debt 1281 800 700 500  Current Port. of LT Debt/Capital Leases 157 82.67 63.33 165.3  Other Current liabilities, Total 1233 667.77 647.37 797.29","Accounts Payable 1095 785.01 631.55 673.46  Payable/Accrued - - - -  Accrued Expenses 153 226 221.92 135.22  Notes Payable/Short Term Debt 1281 800 700 500  Current Port. of LT Debt/Capital Leases 157 82.67 63.33 165.3  Other Current liabilities, Total 1233 667.77 647.37 797.29","Accounts Payable 1095 785.01 631.55 673.46  Payable/Accrued - - - -  Accrued Expenses 153 226 221.92 135.22  Notes Payable/Short Term Debt 1281 800 700 500  Current Port. of LT Debt/Capital Leases 157 82.67 63.33 165.3  Other Current liabilities, Total 1233 667.77 647.37 797.29","Accounts Payable 1095 785.01 631.55 673.46  Payable/Accrued - - - -  Accrued Expenses 153 226 221.92 135.22  Notes Payable/Short Term Debt 1281 800 700 500  Current Port. of LT Debt/Capital Leases 157 82.67 63.33 165.3  Other Current liabilities, Total 1233 667.77 647.37 797.29"
Accounts Payable,1095,785.01,631.55,673.46
Payable/Accrued,-,-,-,-
Accrued Expenses,153,226,221.92,135.22
Notes Payable/Short Term Debt,1281,800,700,500
Current Port. of LT Debt/Capital Leases,157,82.67,63.33,165.3
"Other Current liabilities, Total",1233,667.77,647.37,797.29
Total Liabilities,4844,2915.88,2419.21,2516.74
"Total Long Term Debt 617 117.5 16.67 80  Long Term Debt 617 117.5 16.67 80  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1872.19 236.93 138.35 165.47","Total Long Term Debt 617 117.5 16.67 80  Long Term Debt 617 117.5 16.67 80  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1872.19 236.93 138.35 165.47","Total Long Term Debt 617 117.5 16.67 80  Long Term Debt 617 117.5 16.67 80  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1872.19 236.93 138.35 165.47","Total Long Term Debt 617 117.5 16.67 80  Long Term Debt 617 117.5 16.67 80  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1872.19 236.93 138.35 165.47","Total Long Term Debt 617 117.5 16.67 80  Long Term Debt 617 117.5 16.67 80  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total -1872.19 236.93 138.35 165.47"
Total Long Term Debt,617,117.5,16.67,80
Long Term Debt,617,117.5,16.67,80
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-1872.19,236.93,138.35,165.47
Total Equity,2800,1800.57,1968.09,2177.71
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 798 594.21 591.84 586.04  Additional Paid-In Capital 748 544.21 541.84 536.04  Retained Earnings (Accumulated Deficit) 1431 876.49 979.91 1200.99  Treasury Stock - Common -216 -216.17 -145.56 -145.56  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.83 0.06 0.2  Other Equity, Total 39 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 798 594.21 591.84 586.04  Additional Paid-In Capital 748 544.21 541.84 536.04  Retained Earnings (Accumulated Deficit) 1431 876.49 979.91 1200.99  Treasury Stock - Common -216 -216.17 -145.56 -145.56  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.83 0.06 0.2  Other Equity, Total 39 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 798 594.21 591.84 586.04  Additional Paid-In Capital 748 544.21 541.84 536.04  Retained Earnings (Accumulated Deficit) 1431 876.49 979.91 1200.99  Treasury Stock - Common -216 -216.17 -145.56 -145.56  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.83 0.06 0.2  Other Equity, Total 39 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 798 594.21 591.84 586.04  Additional Paid-In Capital 748 544.21 541.84 536.04  Retained Earnings (Accumulated Deficit) 1431 876.49 979.91 1200.99  Treasury Stock - Common -216 -216.17 -145.56 -145.56  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.83 0.06 0.2  Other Equity, Total 39 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 798 594.21 591.84 586.04  Additional Paid-In Capital 748 544.21 541.84 536.04  Retained Earnings (Accumulated Deficit) 1431 876.49 979.91 1200.99  Treasury Stock - Common -216 -216.17 -145.56 -145.56  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 1.83 0.06 0.2  Other Equity, Total 39 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",798,594.21,591.84,586.04
Additional Paid-In Capital,748,544.21,541.84,536.04
Retained Earnings (Accumulated Deficit),1431,876.49,979.91,1200.99
Treasury Stock - Common,-216,-216.17,-145.56,-145.56
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,1.83,0.06,0.2
"Other Equity, Total",39,-,-,-
Total Liabilities & Shareholders' Equity,7644,4716.46,4387.29,4694.45
Total Common Shares Outstanding,18.55,17.37,17.51,17.42
Total Preferred Shares Outstanding,-,-,-,-
