Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Current Assets,1945,2179,2096.4,1601.42
"Cash and Short Term Investments 1318 1537 1529.07 913.47  Cash - - - -  Cash & Equivalents 1318 1537 1529.07 913.47  Short Term Investments - - - -  Total Receivables, Net 506 526 442.92 585.34  Accounts Receivables - Trade, Net 506 526 442.92 509.07  Total Inventory 28 25 20.19 14.08  Prepaid Expenses 83 78 85.82 84.55  Other Current Assets, Total 10 13 18.39 3.98","Cash and Short Term Investments 1318 1537 1529.07 913.47  Cash - - - -  Cash & Equivalents 1318 1537 1529.07 913.47  Short Term Investments - - - -  Total Receivables, Net 506 526 442.92 585.34  Accounts Receivables - Trade, Net 506 526 442.92 509.07  Total Inventory 28 25 20.19 14.08  Prepaid Expenses 83 78 85.82 84.55  Other Current Assets, Total 10 13 18.39 3.98","Cash and Short Term Investments 1318 1537 1529.07 913.47  Cash - - - -  Cash & Equivalents 1318 1537 1529.07 913.47  Short Term Investments - - - -  Total Receivables, Net 506 526 442.92 585.34  Accounts Receivables - Trade, Net 506 526 442.92 509.07  Total Inventory 28 25 20.19 14.08  Prepaid Expenses 83 78 85.82 84.55  Other Current Assets, Total 10 13 18.39 3.98","Cash and Short Term Investments 1318 1537 1529.07 913.47  Cash - - - -  Cash & Equivalents 1318 1537 1529.07 913.47  Short Term Investments - - - -  Total Receivables, Net 506 526 442.92 585.34  Accounts Receivables - Trade, Net 506 526 442.92 509.07  Total Inventory 28 25 20.19 14.08  Prepaid Expenses 83 78 85.82 84.55  Other Current Assets, Total 10 13 18.39 3.98","Cash and Short Term Investments 1318 1537 1529.07 913.47  Cash - - - -  Cash & Equivalents 1318 1537 1529.07 913.47  Short Term Investments - - - -  Total Receivables, Net 506 526 442.92 585.34  Accounts Receivables - Trade, Net 506 526 442.92 509.07  Total Inventory 28 25 20.19 14.08  Prepaid Expenses 83 78 85.82 84.55  Other Current Assets, Total 10 13 18.39 3.98"
Cash and Short Term Investments,1318,1537,1529.07,913.47
Cash,-,-,-,-
Cash & Equivalents,1318,1537,1529.07,913.47
Short Term Investments,-,-,-,-
"Total Receivables, Net",506,526,442.92,585.34
"Accounts Receivables - Trade, Net",506,526,442.92,509.07
Total Inventory,28,25,20.19,14.08
Prepaid Expenses,83,78,85.82,84.55
"Other Current Assets, Total",10,13,18.39,3.98
Total Assets,2158,2394,2323.95,1845.59
