Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,3805,3684.16,3985.84,3460.77
"Cash and Short Term Investments 2136 1955.84 2266.84 1613.47  Cash - - - -  Cash & Equivalents 2136 1955.84 2266.84 1613.47  Short Term Investments - - - -  Total Receivables, Net 1375 1383.65 1550.56 1756.24  Accounts Receivables - Trade, Net 1375 1383.65 1550.56 1756.24  Total Inventory - 0.97 51.2 -  Prepaid Expenses - 41.51 33.72 35.29  Other Current Assets, Total 294 302.19 83.53 55.77","Cash and Short Term Investments 2136 1955.84 2266.84 1613.47  Cash - - - -  Cash & Equivalents 2136 1955.84 2266.84 1613.47  Short Term Investments - - - -  Total Receivables, Net 1375 1383.65 1550.56 1756.24  Accounts Receivables - Trade, Net 1375 1383.65 1550.56 1756.24  Total Inventory - 0.97 51.2 -  Prepaid Expenses - 41.51 33.72 35.29  Other Current Assets, Total 294 302.19 83.53 55.77","Cash and Short Term Investments 2136 1955.84 2266.84 1613.47  Cash - - - -  Cash & Equivalents 2136 1955.84 2266.84 1613.47  Short Term Investments - - - -  Total Receivables, Net 1375 1383.65 1550.56 1756.24  Accounts Receivables - Trade, Net 1375 1383.65 1550.56 1756.24  Total Inventory - 0.97 51.2 -  Prepaid Expenses - 41.51 33.72 35.29  Other Current Assets, Total 294 302.19 83.53 55.77","Cash and Short Term Investments 2136 1955.84 2266.84 1613.47  Cash - - - -  Cash & Equivalents 2136 1955.84 2266.84 1613.47  Short Term Investments - - - -  Total Receivables, Net 1375 1383.65 1550.56 1756.24  Accounts Receivables - Trade, Net 1375 1383.65 1550.56 1756.24  Total Inventory - 0.97 51.2 -  Prepaid Expenses - 41.51 33.72 35.29  Other Current Assets, Total 294 302.19 83.53 55.77","Cash and Short Term Investments 2136 1955.84 2266.84 1613.47  Cash - - - -  Cash & Equivalents 2136 1955.84 2266.84 1613.47  Short Term Investments - - - -  Total Receivables, Net 1375 1383.65 1550.56 1756.24  Accounts Receivables - Trade, Net 1375 1383.65 1550.56 1756.24  Total Inventory - 0.97 51.2 -  Prepaid Expenses - 41.51 33.72 35.29  Other Current Assets, Total 294 302.19 83.53 55.77"
Cash and Short Term Investments,2136,1955.84,2266.84,1613.47
Cash,-,-,-,-
Cash & Equivalents,2136,1955.84,2266.84,1613.47
Short Term Investments,-,-,-,-
"Total Receivables, Net",1375,1383.65,1550.56,1756.24
"Accounts Receivables - Trade, Net",1375,1383.65,1550.56,1756.24
Total Inventory,-,0.97,51.2,-
Prepaid Expenses,-,41.51,33.72,35.29
"Other Current Assets, Total",294,302.19,83.53,55.77
Total Assets,4859,5028.69,5056.8,4202.16
"Property/Plant/Equipment, Total - Net 108 126.55 136.44 95.19  Property/Plant/Equipment, Total - Gross - 187.45 174.25 120.49  Accumulated Depreciation, Total - -60.9 -37.81 -25.3  Goodwill, Net 17 12.26 - -  Intangibles, Net 212 344.06 209.36 116.04  Long Term Investments 602 583.23 444.61 259.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 278.44 280.54 270.5  Other Assets, Total -967 - - -","Property/Plant/Equipment, Total - Net 108 126.55 136.44 95.19  Property/Plant/Equipment, Total - Gross - 187.45 174.25 120.49  Accumulated Depreciation, Total - -60.9 -37.81 -25.3  Goodwill, Net 17 12.26 - -  Intangibles, Net 212 344.06 209.36 116.04  Long Term Investments 602 583.23 444.61 259.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 278.44 280.54 270.5  Other Assets, Total -967 - - -","Property/Plant/Equipment, Total - Net 108 126.55 136.44 95.19  Property/Plant/Equipment, Total - Gross - 187.45 174.25 120.49  Accumulated Depreciation, Total - -60.9 -37.81 -25.3  Goodwill, Net 17 12.26 - -  Intangibles, Net 212 344.06 209.36 116.04  Long Term Investments 602 583.23 444.61 259.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 278.44 280.54 270.5  Other Assets, Total -967 - - -","Property/Plant/Equipment, Total - Net 108 126.55 136.44 95.19  Property/Plant/Equipment, Total - Gross - 187.45 174.25 120.49  Accumulated Depreciation, Total - -60.9 -37.81 -25.3  Goodwill, Net 17 12.26 - -  Intangibles, Net 212 344.06 209.36 116.04  Long Term Investments 602 583.23 444.61 259.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 278.44 280.54 270.5  Other Assets, Total -967 - - -","Property/Plant/Equipment, Total - Net 108 126.55 136.44 95.19  Property/Plant/Equipment, Total - Gross - 187.45 174.25 120.49  Accumulated Depreciation, Total - -60.9 -37.81 -25.3  Goodwill, Net 17 12.26 - -  Intangibles, Net 212 344.06 209.36 116.04  Long Term Investments 602 583.23 444.61 259.66  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 278.44 280.54 270.5  Other Assets, Total -967 - - -"
"Property/Plant/Equipment, Total - Net",108,126.55,136.44,95.19
"Property/Plant/Equipment, Total - Gross",-,187.45,174.25,120.49
"Accumulated Depreciation, Total",-,-60.9,-37.81,-25.3
"Goodwill, Net",17,12.26,-,-
"Intangibles, Net",212,344.06,209.36,116.04
Long Term Investments,602,583.23,444.61,259.66
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,278.44,280.54,270.5
"Other Assets, Total",-967,-,-,-
Total Current Liabilities,2870,2456.1,2578.87,2198.63
"Accounts Payable 935 923.81 1248.45 1115.74  Payable/Accrued - - - -  Accrued Expenses 44 45.2 61.85 62.16  Notes Payable/Short Term Debt 1350 820 665 630  Current Port. of LT Debt/Capital Leases 258 313.77 204.26 106.9  Other Current liabilities, Total 283 353.32 399.31 283.82","Accounts Payable 935 923.81 1248.45 1115.74  Payable/Accrued - - - -  Accrued Expenses 44 45.2 61.85 62.16  Notes Payable/Short Term Debt 1350 820 665 630  Current Port. of LT Debt/Capital Leases 258 313.77 204.26 106.9  Other Current liabilities, Total 283 353.32 399.31 283.82","Accounts Payable 935 923.81 1248.45 1115.74  Payable/Accrued - - - -  Accrued Expenses 44 45.2 61.85 62.16  Notes Payable/Short Term Debt 1350 820 665 630  Current Port. of LT Debt/Capital Leases 258 313.77 204.26 106.9  Other Current liabilities, Total 283 353.32 399.31 283.82","Accounts Payable 935 923.81 1248.45 1115.74  Payable/Accrued - - - -  Accrued Expenses 44 45.2 61.85 62.16  Notes Payable/Short Term Debt 1350 820 665 630  Current Port. of LT Debt/Capital Leases 258 313.77 204.26 106.9  Other Current liabilities, Total 283 353.32 399.31 283.82","Accounts Payable 935 923.81 1248.45 1115.74  Payable/Accrued - - - -  Accrued Expenses 44 45.2 61.85 62.16  Notes Payable/Short Term Debt 1350 820 665 630  Current Port. of LT Debt/Capital Leases 258 313.77 204.26 106.9  Other Current liabilities, Total 283 353.32 399.31 283.82"
Accounts Payable,935,923.81,1248.45,1115.74
Payable/Accrued,-,-,-,-
Accrued Expenses,44,45.2,61.85,62.16
Notes Payable/Short Term Debt,1350,820,665,630
Current Port. of LT Debt/Capital Leases,258,313.77,204.26,106.9
"Other Current liabilities, Total",283,353.32,399.31,283.82
Total Liabilities,3250,3179.04,2850.11,2333.53
