Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,4912,5641,6544,3982
"Cash and Short Term Investments 3753 4601 5117 2489  Cash - - - -  Cash & Equivalents 3724 4601 5117 2489  Short Term Investments 29 - - -  Total Receivables, Net 915 804 1048 1153  Accounts Receivables - Trade, Net 915 781 551 975  Total Inventory 92 104 169 116  Prepaid Expenses - 5 6 7  Other Current Assets, Total 152 132 204 217","Cash and Short Term Investments 3753 4601 5117 2489  Cash - - - -  Cash & Equivalents 3724 4601 5117 2489  Short Term Investments 29 - - -  Total Receivables, Net 915 804 1048 1153  Accounts Receivables - Trade, Net 915 781 551 975  Total Inventory 92 104 169 116  Prepaid Expenses - 5 6 7  Other Current Assets, Total 152 132 204 217","Cash and Short Term Investments 3753 4601 5117 2489  Cash - - - -  Cash & Equivalents 3724 4601 5117 2489  Short Term Investments 29 - - -  Total Receivables, Net 915 804 1048 1153  Accounts Receivables - Trade, Net 915 781 551 975  Total Inventory 92 104 169 116  Prepaid Expenses - 5 6 7  Other Current Assets, Total 152 132 204 217","Cash and Short Term Investments 3753 4601 5117 2489  Cash - - - -  Cash & Equivalents 3724 4601 5117 2489  Short Term Investments 29 - - -  Total Receivables, Net 915 804 1048 1153  Accounts Receivables - Trade, Net 915 781 551 975  Total Inventory 92 104 169 116  Prepaid Expenses - 5 6 7  Other Current Assets, Total 152 132 204 217","Cash and Short Term Investments 3753 4601 5117 2489  Cash - - - -  Cash & Equivalents 3724 4601 5117 2489  Short Term Investments 29 - - -  Total Receivables, Net 915 804 1048 1153  Accounts Receivables - Trade, Net 915 781 551 975  Total Inventory 92 104 169 116  Prepaid Expenses - 5 6 7  Other Current Assets, Total 152 132 204 217"
Cash and Short Term Investments,3753,4601,5117,2489
Cash,-,-,-,-
Cash & Equivalents,3724,4601,5117,2489
Short Term Investments,29,-,-,-
"Total Receivables, Net",915,804,1048,1153
"Accounts Receivables - Trade, Net",915,781,551,975
Total Inventory,92,104,169,116
Prepaid Expenses,-,5,6,7
"Other Current Assets, Total",152,132,204,217
Total Assets,29736,30634,32721,24282
"Property/Plant/Equipment, Total - Net 6476 6815 7919 2327  Property/Plant/Equipment, Total - Gross - 10381 11063 6326  Accumulated Depreciation, Total - -3566 -3144 -3999  Goodwill, Net 15430 15430 15430 15430  Intangibles, Net 116 130 172 150  Long Term Investments 2050 1961 1856 -1  Note Receivable - Long Term - 23 - -  Other Long Term Assets, Total 4 3 2656 2394  Other Assets, Total 106 86 - -","Property/Plant/Equipment, Total - Net 6476 6815 7919 2327  Property/Plant/Equipment, Total - Gross - 10381 11063 6326  Accumulated Depreciation, Total - -3566 -3144 -3999  Goodwill, Net 15430 15430 15430 15430  Intangibles, Net 116 130 172 150  Long Term Investments 2050 1961 1856 -1  Note Receivable - Long Term - 23 - -  Other Long Term Assets, Total 4 3 2656 2394  Other Assets, Total 106 86 - -","Property/Plant/Equipment, Total - Net 6476 6815 7919 2327  Property/Plant/Equipment, Total - Gross - 10381 11063 6326  Accumulated Depreciation, Total - -3566 -3144 -3999  Goodwill, Net 15430 15430 15430 15430  Intangibles, Net 116 130 172 150  Long Term Investments 2050 1961 1856 -1  Note Receivable - Long Term - 23 - -  Other Long Term Assets, Total 4 3 2656 2394  Other Assets, Total 106 86 - -","Property/Plant/Equipment, Total - Net 6476 6815 7919 2327  Property/Plant/Equipment, Total - Gross - 10381 11063 6326  Accumulated Depreciation, Total - -3566 -3144 -3999  Goodwill, Net 15430 15430 15430 15430  Intangibles, Net 116 130 172 150  Long Term Investments 2050 1961 1856 -1  Note Receivable - Long Term - 23 - -  Other Long Term Assets, Total 4 3 2656 2394  Other Assets, Total 106 86 - -","Property/Plant/Equipment, Total - Net 6476 6815 7919 2327  Property/Plant/Equipment, Total - Gross - 10381 11063 6326  Accumulated Depreciation, Total - -3566 -3144 -3999  Goodwill, Net 15430 15430 15430 15430  Intangibles, Net 116 130 172 150  Long Term Investments 2050 1961 1856 -1  Note Receivable - Long Term - 23 - -  Other Long Term Assets, Total 4 3 2656 2394  Other Assets, Total 106 86 - -"
"Property/Plant/Equipment, Total - Net",6476,6815,7919,2327
"Property/Plant/Equipment, Total - Gross",-,10381,11063,6326
"Accumulated Depreciation, Total",-,-3566,-3144,-3999
"Goodwill, Net",15430,15430,15430,15430
"Intangibles, Net",116,130,172,150
Long Term Investments,2050,1961,1856,-1
Note Receivable - Long Term,-,23,-,-
"Other Long Term Assets, Total",4,3,2656,2394
"Other Assets, Total",106,86,-,-
Total Current Liabilities,6340,7699,8784,3185
"Accounts Payable 235 202 201 184  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1707 3717 - -  Current Port. of LT Debt/Capital Leases 2292 2350 7042 755  Other Current liabilities, Total 2106 1430 1541 2246","Accounts Payable 235 202 201 184  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1707 3717 - -  Current Port. of LT Debt/Capital Leases 2292 2350 7042 755  Other Current liabilities, Total 2106 1430 1541 2246","Accounts Payable 235 202 201 184  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1707 3717 - -  Current Port. of LT Debt/Capital Leases 2292 2350 7042 755  Other Current liabilities, Total 2106 1430 1541 2246","Accounts Payable 235 202 201 184  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1707 3717 - -  Current Port. of LT Debt/Capital Leases 2292 2350 7042 755  Other Current liabilities, Total 2106 1430 1541 2246","Accounts Payable 235 202 201 184  Payable/Accrued - - - -  Accrued Expenses - - - -  Notes Payable/Short Term Debt 1707 3717 - -  Current Port. of LT Debt/Capital Leases 2292 2350 7042 755  Other Current liabilities, Total 2106 1430 1541 2246"
Accounts Payable,235,202,201,184
Payable/Accrued,-,-,-,-
Accrued Expenses,-,-,-,-
Notes Payable/Short Term Debt,1707,3717,-,-
Current Port. of LT Debt/Capital Leases,2292,2350,7042,755
"Other Current liabilities, Total",2106,1430,1541,2246
Total Liabilities,18349,20478,22935,14485
