Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,1521,1415,1513,1621.57
"Cash and Short Term Investments 780 830 896 1049.76  Cash - - - -  Cash & Equivalents 780 830 896 1049.76  Short Term Investments - - - -  Total Receivables, Net 557 499 533 475.09  Accounts Receivables - Trade, Net 532 476 507 450.3  Total Inventory 89 53 56 62.28  Prepaid Expenses 50 12 16 24.5  Other Current Assets, Total 45 21 12 9.94","Cash and Short Term Investments 780 830 896 1049.76  Cash - - - -  Cash & Equivalents 780 830 896 1049.76  Short Term Investments - - - -  Total Receivables, Net 557 499 533 475.09  Accounts Receivables - Trade, Net 532 476 507 450.3  Total Inventory 89 53 56 62.28  Prepaid Expenses 50 12 16 24.5  Other Current Assets, Total 45 21 12 9.94","Cash and Short Term Investments 780 830 896 1049.76  Cash - - - -  Cash & Equivalents 780 830 896 1049.76  Short Term Investments - - - -  Total Receivables, Net 557 499 533 475.09  Accounts Receivables - Trade, Net 532 476 507 450.3  Total Inventory 89 53 56 62.28  Prepaid Expenses 50 12 16 24.5  Other Current Assets, Total 45 21 12 9.94","Cash and Short Term Investments 780 830 896 1049.76  Cash - - - -  Cash & Equivalents 780 830 896 1049.76  Short Term Investments - - - -  Total Receivables, Net 557 499 533 475.09  Accounts Receivables - Trade, Net 532 476 507 450.3  Total Inventory 89 53 56 62.28  Prepaid Expenses 50 12 16 24.5  Other Current Assets, Total 45 21 12 9.94","Cash and Short Term Investments 780 830 896 1049.76  Cash - - - -  Cash & Equivalents 780 830 896 1049.76  Short Term Investments - - - -  Total Receivables, Net 557 499 533 475.09  Accounts Receivables - Trade, Net 532 476 507 450.3  Total Inventory 89 53 56 62.28  Prepaid Expenses 50 12 16 24.5  Other Current Assets, Total 45 21 12 9.94"
Cash and Short Term Investments,780,830,896,1049.76
Cash,-,-,-,-
Cash & Equivalents,780,830,896,1049.76
Short Term Investments,-,-,-,-
"Total Receivables, Net",557,499,533,475.09
"Accounts Receivables - Trade, Net",532,476,507,450.3
Total Inventory,89,53,56,62.28
Prepaid Expenses,50,12,16,24.5
"Other Current Assets, Total",45,21,12,9.94
Total Assets,1648,1551,1689,1869.96
