Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,1749,1549,1230.88,1426.88
"Cash and Short Term Investments 477 701 572.36 734.36  Cash - - - -  Cash & Equivalents 477 701 572.36 734.36  Short Term Investments - - - -  Total Receivables, Net 225 149 156.01 152.75  Accounts Receivables - Trade, Net 225 135 100.8 119.39  Total Inventory 954 546 432.39 495  Prepaid Expenses - 17 65.45 14.41  Other Current Assets, Total 93 136 4.67 30.36","Cash and Short Term Investments 477 701 572.36 734.36  Cash - - - -  Cash & Equivalents 477 701 572.36 734.36  Short Term Investments - - - -  Total Receivables, Net 225 149 156.01 152.75  Accounts Receivables - Trade, Net 225 135 100.8 119.39  Total Inventory 954 546 432.39 495  Prepaid Expenses - 17 65.45 14.41  Other Current Assets, Total 93 136 4.67 30.36","Cash and Short Term Investments 477 701 572.36 734.36  Cash - - - -  Cash & Equivalents 477 701 572.36 734.36  Short Term Investments - - - -  Total Receivables, Net 225 149 156.01 152.75  Accounts Receivables - Trade, Net 225 135 100.8 119.39  Total Inventory 954 546 432.39 495  Prepaid Expenses - 17 65.45 14.41  Other Current Assets, Total 93 136 4.67 30.36","Cash and Short Term Investments 477 701 572.36 734.36  Cash - - - -  Cash & Equivalents 477 701 572.36 734.36  Short Term Investments - - - -  Total Receivables, Net 225 149 156.01 152.75  Accounts Receivables - Trade, Net 225 135 100.8 119.39  Total Inventory 954 546 432.39 495  Prepaid Expenses - 17 65.45 14.41  Other Current Assets, Total 93 136 4.67 30.36","Cash and Short Term Investments 477 701 572.36 734.36  Cash - - - -  Cash & Equivalents 477 701 572.36 734.36  Short Term Investments - - - -  Total Receivables, Net 225 149 156.01 152.75  Accounts Receivables - Trade, Net 225 135 100.8 119.39  Total Inventory 954 546 432.39 495  Prepaid Expenses - 17 65.45 14.41  Other Current Assets, Total 93 136 4.67 30.36"
Cash and Short Term Investments,477,701,572.36,734.36
Cash,-,-,-,-
Cash & Equivalents,477,701,572.36,734.36
Short Term Investments,-,-,-,-
"Total Receivables, Net",225,149,156.01,152.75
"Accounts Receivables - Trade, Net",225,135,100.8,119.39
Total Inventory,954,546,432.39,495
Prepaid Expenses,-,17,65.45,14.41
"Other Current Assets, Total",93,136,4.67,30.36
Total Assets,2428,2045,1543.26,1862.81
"Property/Plant/Equipment, Total - Net 5 0.5 - 42.44  Property/Plant/Equipment, Total - Gross - 665.45 428.92 488.52  Accumulated Depreciation, Total - -664.95 -428.92 -446.08  Goodwill, Net 76 - - -  Intangibles, Net 1 0.79 - 4.07  Long Term Investments 596 494 28.87 25.78  Note Receivable - Long Term - 14 - 33.4  Other Long Term Assets, Total 1 2 283.51 330.24  Other Assets, Total 822 533 - -","Property/Plant/Equipment, Total - Net 5 0.5 - 42.44  Property/Plant/Equipment, Total - Gross - 665.45 428.92 488.52  Accumulated Depreciation, Total - -664.95 -428.92 -446.08  Goodwill, Net 76 - - -  Intangibles, Net 1 0.79 - 4.07  Long Term Investments 596 494 28.87 25.78  Note Receivable - Long Term - 14 - 33.4  Other Long Term Assets, Total 1 2 283.51 330.24  Other Assets, Total 822 533 - -","Property/Plant/Equipment, Total - Net 5 0.5 - 42.44  Property/Plant/Equipment, Total - Gross - 665.45 428.92 488.52  Accumulated Depreciation, Total - -664.95 -428.92 -446.08  Goodwill, Net 76 - - -  Intangibles, Net 1 0.79 - 4.07  Long Term Investments 596 494 28.87 25.78  Note Receivable - Long Term - 14 - 33.4  Other Long Term Assets, Total 1 2 283.51 330.24  Other Assets, Total 822 533 - -","Property/Plant/Equipment, Total - Net 5 0.5 - 42.44  Property/Plant/Equipment, Total - Gross - 665.45 428.92 488.52  Accumulated Depreciation, Total - -664.95 -428.92 -446.08  Goodwill, Net 76 - - -  Intangibles, Net 1 0.79 - 4.07  Long Term Investments 596 494 28.87 25.78  Note Receivable - Long Term - 14 - 33.4  Other Long Term Assets, Total 1 2 283.51 330.24  Other Assets, Total 822 533 - -","Property/Plant/Equipment, Total - Net 5 0.5 - 42.44  Property/Plant/Equipment, Total - Gross - 665.45 428.92 488.52  Accumulated Depreciation, Total - -664.95 -428.92 -446.08  Goodwill, Net 76 - - -  Intangibles, Net 1 0.79 - 4.07  Long Term Investments 596 494 28.87 25.78  Note Receivable - Long Term - 14 - 33.4  Other Long Term Assets, Total 1 2 283.51 330.24  Other Assets, Total 822 533 - -"
"Property/Plant/Equipment, Total - Net",5,0.5,-,42.44
"Property/Plant/Equipment, Total - Gross",-,665.45,428.92,488.52
"Accumulated Depreciation, Total",-,-664.95,-428.92,-446.08
"Goodwill, Net",76,-,-,-
"Intangibles, Net",1,0.79,-,4.07
Long Term Investments,596,494,28.87,25.78
Note Receivable - Long Term,-,14,-,33.4
"Other Long Term Assets, Total",1,2,283.51,330.24
"Other Assets, Total",822,533,-,-
Total Current Liabilities,1055,605,387.41,348.66
"Accounts Payable 186 117 71.1 84.41  Payable/Accrued - - - -  Accrued Expenses 193 129 161.23 151.26  Notes Payable/Short Term Debt 257 - - -  Current Port. of LT Debt/Capital Leases 206 14 40.37 64.04  Other Current liabilities, Total 213 345 114.7 48.95","Accounts Payable 186 117 71.1 84.41  Payable/Accrued - - - -  Accrued Expenses 193 129 161.23 151.26  Notes Payable/Short Term Debt 257 - - -  Current Port. of LT Debt/Capital Leases 206 14 40.37 64.04  Other Current liabilities, Total 213 345 114.7 48.95","Accounts Payable 186 117 71.1 84.41  Payable/Accrued - - - -  Accrued Expenses 193 129 161.23 151.26  Notes Payable/Short Term Debt 257 - - -  Current Port. of LT Debt/Capital Leases 206 14 40.37 64.04  Other Current liabilities, Total 213 345 114.7 48.95","Accounts Payable 186 117 71.1 84.41  Payable/Accrued - - - -  Accrued Expenses 193 129 161.23 151.26  Notes Payable/Short Term Debt 257 - - -  Current Port. of LT Debt/Capital Leases 206 14 40.37 64.04  Other Current liabilities, Total 213 345 114.7 48.95","Accounts Payable 186 117 71.1 84.41  Payable/Accrued - - - -  Accrued Expenses 193 129 161.23 151.26  Notes Payable/Short Term Debt 257 - - -  Current Port. of LT Debt/Capital Leases 206 14 40.37 64.04  Other Current liabilities, Total 213 345 114.7 48.95"
Accounts Payable,186,117,71.1,84.41
Payable/Accrued,-,-,-,-
Accrued Expenses,193,129,161.23,151.26
Notes Payable/Short Term Debt,257,-,-,-
Current Port. of LT Debt/Capital Leases,206,14,40.37,64.04
"Other Current liabilities, Total",213,345,114.7,48.95
Total Liabilities,1578,893,583.26,563.51
