Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,32266,28685,45750,25913
"Cash and Short Term Investments 24394 21811 37595 18463  Cash - - - -  Cash & Equivalents 23895 21502 37312 17918  Short Term Investments 499 309 283 545  Total Receivables, Net 5240 5003 6229 5116  Accounts Receivables - Trade, Net 5240 4676 5287 508  Total Inventory 1054 675 659 994  Prepaid Expenses - 985 933 1135  Other Current Assets, Total 1578 211 334 205","Cash and Short Term Investments 24394 21811 37595 18463  Cash - - - -  Cash & Equivalents 23895 21502 37312 17918  Short Term Investments 499 309 283 545  Total Receivables, Net 5240 5003 6229 5116  Accounts Receivables - Trade, Net 5240 4676 5287 508  Total Inventory 1054 675 659 994  Prepaid Expenses - 985 933 1135  Other Current Assets, Total 1578 211 334 205","Cash and Short Term Investments 24394 21811 37595 18463  Cash - - - -  Cash & Equivalents 23895 21502 37312 17918  Short Term Investments 499 309 283 545  Total Receivables, Net 5240 5003 6229 5116  Accounts Receivables - Trade, Net 5240 4676 5287 508  Total Inventory 1054 675 659 994  Prepaid Expenses - 985 933 1135  Other Current Assets, Total 1578 211 334 205","Cash and Short Term Investments 24394 21811 37595 18463  Cash - - - -  Cash & Equivalents 23895 21502 37312 17918  Short Term Investments 499 309 283 545  Total Receivables, Net 5240 5003 6229 5116  Accounts Receivables - Trade, Net 5240 4676 5287 508  Total Inventory 1054 675 659 994  Prepaid Expenses - 985 933 1135  Other Current Assets, Total 1578 211 334 205","Cash and Short Term Investments 24394 21811 37595 18463  Cash - - - -  Cash & Equivalents 23895 21502 37312 17918  Short Term Investments 499 309 283 545  Total Receivables, Net 5240 5003 6229 5116  Accounts Receivables - Trade, Net 5240 4676 5287 508  Total Inventory 1054 675 659 994  Prepaid Expenses - 985 933 1135  Other Current Assets, Total 1578 211 334 205"
Cash and Short Term Investments,24394,21811,37595,18463
Cash,-,-,-,-
Cash & Equivalents,23895,21502,37312,17918
Short Term Investments,499,309,283,545
"Total Receivables, Net",5240,5003,6229,5116
"Accounts Receivables - Trade, Net",5240,4676,5287,508
Total Inventory,1054,675,659,994
Prepaid Expenses,-,985,933,1135
"Other Current Assets, Total",1578,211,334,205
Total Assets,133555,133605,161966,150317
"Property/Plant/Equipment, Total - Net 57584 61582 71692 77532  Property/Plant/Equipment, Total - Gross - 123233 125883 124294  Accumulated Depreciation, Total - -61653 -54192 -46764  Goodwill, Net 23688 23309 23060 23188  Intangibles, Net 6177 6297 7117 8123  Long Term Investments 10071 9767 10158 11661  Note Receivable - Long Term - 327 942 -  Other Long Term Assets, Total 3 4 2 3900  Other Assets, Total 171 153 -766 -","Property/Plant/Equipment, Total - Net 57584 61582 71692 77532  Property/Plant/Equipment, Total - Gross - 123233 125883 124294  Accumulated Depreciation, Total - -61653 -54192 -46764  Goodwill, Net 23688 23309 23060 23188  Intangibles, Net 6177 6297 7117 8123  Long Term Investments 10071 9767 10158 11661  Note Receivable - Long Term - 327 942 -  Other Long Term Assets, Total 3 4 2 3900  Other Assets, Total 171 153 -766 -","Property/Plant/Equipment, Total - Net 57584 61582 71692 77532  Property/Plant/Equipment, Total - Gross - 123233 125883 124294  Accumulated Depreciation, Total - -61653 -54192 -46764  Goodwill, Net 23688 23309 23060 23188  Intangibles, Net 6177 6297 7117 8123  Long Term Investments 10071 9767 10158 11661  Note Receivable - Long Term - 327 942 -  Other Long Term Assets, Total 3 4 2 3900  Other Assets, Total 171 153 -766 -","Property/Plant/Equipment, Total - Net 57584 61582 71692 77532  Property/Plant/Equipment, Total - Gross - 123233 125883 124294  Accumulated Depreciation, Total - -61653 -54192 -46764  Goodwill, Net 23688 23309 23060 23188  Intangibles, Net 6177 6297 7117 8123  Long Term Investments 10071 9767 10158 11661  Note Receivable - Long Term - 327 942 -  Other Long Term Assets, Total 3 4 2 3900  Other Assets, Total 171 153 -766 -","Property/Plant/Equipment, Total - Net 57584 61582 71692 77532  Property/Plant/Equipment, Total - Gross - 123233 125883 124294  Accumulated Depreciation, Total - -61653 -54192 -46764  Goodwill, Net 23688 23309 23060 23188  Intangibles, Net 6177 6297 7117 8123  Long Term Investments 10071 9767 10158 11661  Note Receivable - Long Term - 327 942 -  Other Long Term Assets, Total 3 4 2 3900  Other Assets, Total 171 153 -766 -"
"Property/Plant/Equipment, Total - Net",57584,61582,71692,77532
"Property/Plant/Equipment, Total - Gross",-,123233,125883,124294
"Accumulated Depreciation, Total",-,-61653,-54192,-46764
"Goodwill, Net",23688,23309,23060,23188
"Intangibles, Net",6177,6297,7117,8123
Long Term Investments,10071,9767,10158,11661
Note Receivable - Long Term,-,327,942,-
"Other Long Term Assets, Total",3,4,2,3900
"Other Assets, Total",171,153,-766,-
Total Current Liabilities,36841,32018,64659,58295
"Accounts Payable 4538 2056 2449 3860  Payable/Accrued - - - -  Accrued Expenses - 5500 5452 5986  Notes Payable/Short Term Debt 8608 8842 39875 15614  Current Port. of LT Debt/Capital Leases 10855 10795 11783 24127  Other Current liabilities, Total 12840 4825 5100 8708","Accounts Payable 4538 2056 2449 3860  Payable/Accrued - - - -  Accrued Expenses - 5500 5452 5986  Notes Payable/Short Term Debt 8608 8842 39875 15614  Current Port. of LT Debt/Capital Leases 10855 10795 11783 24127  Other Current liabilities, Total 12840 4825 5100 8708","Accounts Payable 4538 2056 2449 3860  Payable/Accrued - - - -  Accrued Expenses - 5500 5452 5986  Notes Payable/Short Term Debt 8608 8842 39875 15614  Current Port. of LT Debt/Capital Leases 10855 10795 11783 24127  Other Current liabilities, Total 12840 4825 5100 8708","Accounts Payable 4538 2056 2449 3860  Payable/Accrued - - - -  Accrued Expenses - 5500 5452 5986  Notes Payable/Short Term Debt 8608 8842 39875 15614  Current Port. of LT Debt/Capital Leases 10855 10795 11783 24127  Other Current liabilities, Total 12840 4825 5100 8708","Accounts Payable 4538 2056 2449 3860  Payable/Accrued - - - -  Accrued Expenses - 5500 5452 5986  Notes Payable/Short Term Debt 8608 8842 39875 15614  Current Port. of LT Debt/Capital Leases 10855 10795 11783 24127  Other Current liabilities, Total 12840 4825 5100 8708"
Accounts Payable,4538,2056,2449,3860
Payable/Accrued,-,-,-,-
Accrued Expenses,-,5500,5452,5986
Notes Payable/Short Term Debt,8608,8842,39875,15614
Current Port. of LT Debt/Capital Leases,10855,10795,11783,24127
"Other Current liabilities, Total",12840,4825,5100,8708
Total Liabilities,99113,102875,138703,134101
