Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Current Assets,10405,10441,8848,9734
"Cash and Short Term Investments 8755 8927 7315 7695  Cash - - - -  Cash & Equivalents 8755 8727 7015 7495  Short Term Investments - 200 300 200  Total Receivables, Net 944 734 799 1194  Accounts Receivables - Trade, Net 944 734 799 1194  Total Inventory 115 134 155 417  Prepaid Expenses 329 322 293 301  Other Current Assets, Total 262 324 286 127","Cash and Short Term Investments 8755 8927 7315 7695  Cash - - - -  Cash & Equivalents 8755 8727 7015 7495  Short Term Investments - 200 300 200  Total Receivables, Net 944 734 799 1194  Accounts Receivables - Trade, Net 944 734 799 1194  Total Inventory 115 134 155 417  Prepaid Expenses 329 322 293 301  Other Current Assets, Total 262 324 286 127","Cash and Short Term Investments 8755 8927 7315 7695  Cash - - - -  Cash & Equivalents 8755 8727 7015 7495  Short Term Investments - 200 300 200  Total Receivables, Net 944 734 799 1194  Accounts Receivables - Trade, Net 944 734 799 1194  Total Inventory 115 134 155 417  Prepaid Expenses 329 322 293 301  Other Current Assets, Total 262 324 286 127","Cash and Short Term Investments 8755 8927 7315 7695  Cash - - - -  Cash & Equivalents 8755 8727 7015 7495  Short Term Investments - 200 300 200  Total Receivables, Net 944 734 799 1194  Accounts Receivables - Trade, Net 944 734 799 1194  Total Inventory 115 134 155 417  Prepaid Expenses 329 322 293 301  Other Current Assets, Total 262 324 286 127","Cash and Short Term Investments 8755 8927 7315 7695  Cash - - - -  Cash & Equivalents 8755 8727 7015 7495  Short Term Investments - 200 300 200  Total Receivables, Net 944 734 799 1194  Accounts Receivables - Trade, Net 944 734 799 1194  Total Inventory 115 134 155 417  Prepaid Expenses 329 322 293 301  Other Current Assets, Total 262 324 286 127"
Cash and Short Term Investments,8755,8927,7315,7695
Cash,-,-,-,-
Cash & Equivalents,8755,8727,7015,7495
Short Term Investments,-,200,300,200
"Total Receivables, Net",944,734,799,1194
"Accounts Receivables - Trade, Net",944,734,799,1194
Total Inventory,115,134,155,417
Prepaid Expenses,329,322,293,301
"Other Current Assets, Total",262,324,286,127
Total Assets,15439,14649,14041,19765
