Period Ending:,202231/10,202230/04,202131/10,202031/10
Total Current Assets,12224.19,-,9795.42,11582.53
"Cash and Short Term Investments 11206.7 - 8826.53 11173.06  Cash - - - -  Cash & Equivalents 11206.7 - 8826.53 11173.06  Short Term Investments - - - -  Total Receivables, Net 597.62 - 84.8 110  Accounts Receivables - Trade, Net 153.59 - 84.8 110  Total Inventory - - - -  Prepaid Expenses - - 294.85 297.24  Other Current Assets, Total 419.87 - 589.24 2.23","Cash and Short Term Investments 11206.7 - 8826.53 11173.06  Cash - - - -  Cash & Equivalents 11206.7 - 8826.53 11173.06  Short Term Investments - - - -  Total Receivables, Net 597.62 - 84.8 110  Accounts Receivables - Trade, Net 153.59 - 84.8 110  Total Inventory - - - -  Prepaid Expenses - - 294.85 297.24  Other Current Assets, Total 419.87 - 589.24 2.23","Cash and Short Term Investments 11206.7 - 8826.53 11173.06  Cash - - - -  Cash & Equivalents 11206.7 - 8826.53 11173.06  Short Term Investments - - - -  Total Receivables, Net 597.62 - 84.8 110  Accounts Receivables - Trade, Net 153.59 - 84.8 110  Total Inventory - - - -  Prepaid Expenses - - 294.85 297.24  Other Current Assets, Total 419.87 - 589.24 2.23","Cash and Short Term Investments 11206.7 - 8826.53 11173.06  Cash - - - -  Cash & Equivalents 11206.7 - 8826.53 11173.06  Short Term Investments - - - -  Total Receivables, Net 597.62 - 84.8 110  Accounts Receivables - Trade, Net 153.59 - 84.8 110  Total Inventory - - - -  Prepaid Expenses - - 294.85 297.24  Other Current Assets, Total 419.87 - 589.24 2.23","Cash and Short Term Investments 11206.7 - 8826.53 11173.06  Cash - - - -  Cash & Equivalents 11206.7 - 8826.53 11173.06  Short Term Investments - - - -  Total Receivables, Net 597.62 - 84.8 110  Accounts Receivables - Trade, Net 153.59 - 84.8 110  Total Inventory - - - -  Prepaid Expenses - - 294.85 297.24  Other Current Assets, Total 419.87 - 589.24 2.23"
Cash and Short Term Investments,11206.7,-,8826.53,11173.06
Cash,-,-,-,-
Cash & Equivalents,11206.7,-,8826.53,11173.06
Short Term Investments,-,-,-,-
"Total Receivables, Net",597.62,-,84.8,110
"Accounts Receivables - Trade, Net",153.59,-,84.8,110
Total Inventory,-,-,-,-
Prepaid Expenses,-,-,294.85,297.24
"Other Current Assets, Total",419.87,-,589.24,2.23
Total Assets,205962.7,-,179715.56,178813.67
