Period Ending:,202330/04,202230/04,202130/04,202030/04
Total Current Assets,-,4659,3114.1,1915.76
"Cash and Short Term Investments - 3699.25 2075.03 1416.05  Cash - - - -  Cash & Equivalents - 3699 2075.03 1416.05  Short Term Investments - - - -  Total Receivables, Net - 418.39 629.77 42.13  Accounts Receivables - Trade, Net - 418.39 629.77 42.13  Total Inventory - 163 133.91 133.07  Prepaid Expenses - 114.22 114.21 141.05  Other Current Assets, Total - 1 161.18 183.46","Cash and Short Term Investments - 3699.25 2075.03 1416.05  Cash - - - -  Cash & Equivalents - 3699 2075.03 1416.05  Short Term Investments - - - -  Total Receivables, Net - 418.39 629.77 42.13  Accounts Receivables - Trade, Net - 418.39 629.77 42.13  Total Inventory - 163 133.91 133.07  Prepaid Expenses - 114.22 114.21 141.05  Other Current Assets, Total - 1 161.18 183.46","Cash and Short Term Investments - 3699.25 2075.03 1416.05  Cash - - - -  Cash & Equivalents - 3699 2075.03 1416.05  Short Term Investments - - - -  Total Receivables, Net - 418.39 629.77 42.13  Accounts Receivables - Trade, Net - 418.39 629.77 42.13  Total Inventory - 163 133.91 133.07  Prepaid Expenses - 114.22 114.21 141.05  Other Current Assets, Total - 1 161.18 183.46","Cash and Short Term Investments - 3699.25 2075.03 1416.05  Cash - - - -  Cash & Equivalents - 3699 2075.03 1416.05  Short Term Investments - - - -  Total Receivables, Net - 418.39 629.77 42.13  Accounts Receivables - Trade, Net - 418.39 629.77 42.13  Total Inventory - 163 133.91 133.07  Prepaid Expenses - 114.22 114.21 141.05  Other Current Assets, Total - 1 161.18 183.46","Cash and Short Term Investments - 3699.25 2075.03 1416.05  Cash - - - -  Cash & Equivalents - 3699 2075.03 1416.05  Short Term Investments - - - -  Total Receivables, Net - 418.39 629.77 42.13  Accounts Receivables - Trade, Net - 418.39 629.77 42.13  Total Inventory - 163 133.91 133.07  Prepaid Expenses - 114.22 114.21 141.05  Other Current Assets, Total - 1 161.18 183.46"
Cash and Short Term Investments,-,3699.25,2075.03,1416.05
Cash,-,-,-,-
Cash & Equivalents,-,3699,2075.03,1416.05
Short Term Investments,-,-,-,-
"Total Receivables, Net",-,418.39,629.77,42.13
"Accounts Receivables - Trade, Net",-,418.39,629.77,42.13
Total Inventory,-,163,133.91,133.07
Prepaid Expenses,-,114.22,114.21,141.05
"Other Current Assets, Total",-,1,161.18,183.46
Total Assets,-,8519,7114.56,6761.2
"Property/Plant/Equipment, Total - Net - 1570.66 1803.78 2697.65  Property/Plant/Equipment, Total - Gross - - 6948.07 7142.53  Accumulated Depreciation, Total - - -5674.29 -5383.88  Goodwill, Net - - - -  Intangibles, Net - 19 22.72 27.41  Long Term Investments - 1901 34.09 35.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 2270.13 2139.89 2085.29  Other Assets, Total - -150 - -","Property/Plant/Equipment, Total - Net - 1570.66 1803.78 2697.65  Property/Plant/Equipment, Total - Gross - - 6948.07 7142.53  Accumulated Depreciation, Total - - -5674.29 -5383.88  Goodwill, Net - - - -  Intangibles, Net - 19 22.72 27.41  Long Term Investments - 1901 34.09 35.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 2270.13 2139.89 2085.29  Other Assets, Total - -150 - -","Property/Plant/Equipment, Total - Net - 1570.66 1803.78 2697.65  Property/Plant/Equipment, Total - Gross - - 6948.07 7142.53  Accumulated Depreciation, Total - - -5674.29 -5383.88  Goodwill, Net - - - -  Intangibles, Net - 19 22.72 27.41  Long Term Investments - 1901 34.09 35.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 2270.13 2139.89 2085.29  Other Assets, Total - -150 - -","Property/Plant/Equipment, Total - Net - 1570.66 1803.78 2697.65  Property/Plant/Equipment, Total - Gross - - 6948.07 7142.53  Accumulated Depreciation, Total - - -5674.29 -5383.88  Goodwill, Net - - - -  Intangibles, Net - 19 22.72 27.41  Long Term Investments - 1901 34.09 35.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 2270.13 2139.89 2085.29  Other Assets, Total - -150 - -","Property/Plant/Equipment, Total - Net - 1570.66 1803.78 2697.65  Property/Plant/Equipment, Total - Gross - - 6948.07 7142.53  Accumulated Depreciation, Total - - -5674.29 -5383.88  Goodwill, Net - - - -  Intangibles, Net - 19 22.72 27.41  Long Term Investments - 1901 34.09 35.09  Note Receivable - Long Term - - - -  Other Long Term Assets, Total - 2270.13 2139.89 2085.29  Other Assets, Total - -150 - -"
"Property/Plant/Equipment, Total - Net",-,1570.66,1803.78,2697.65
"Property/Plant/Equipment, Total - Gross",-,-,6948.07,7142.53
"Accumulated Depreciation, Total",-,-,-5674.29,-5383.88
"Goodwill, Net",-,-,-,-
"Intangibles, Net",-,19,22.72,27.41
Long Term Investments,-,1901,34.09,35.09
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",-,2270.13,2139.89,2085.29
"Other Assets, Total",-,-150,-,-
Total Current Liabilities,-,1617,989.3,604.87
"Accounts Payable - 221 172.71 32.5  Payable/Accrued - - - -  Accrued Expenses - 251.26 381.11 273.45  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 2 5.05 15.65  Other Current liabilities, Total - 1215 430.43 283.27","Accounts Payable - 221 172.71 32.5  Payable/Accrued - - - -  Accrued Expenses - 251.26 381.11 273.45  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 2 5.05 15.65  Other Current liabilities, Total - 1215 430.43 283.27","Accounts Payable - 221 172.71 32.5  Payable/Accrued - - - -  Accrued Expenses - 251.26 381.11 273.45  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 2 5.05 15.65  Other Current liabilities, Total - 1215 430.43 283.27","Accounts Payable - 221 172.71 32.5  Payable/Accrued - - - -  Accrued Expenses - 251.26 381.11 273.45  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 2 5.05 15.65  Other Current liabilities, Total - 1215 430.43 283.27","Accounts Payable - 221 172.71 32.5  Payable/Accrued - - - -  Accrued Expenses - 251.26 381.11 273.45  Notes Payable/Short Term Debt - - - -  Current Port. of LT Debt/Capital Leases - 2 5.05 15.65  Other Current liabilities, Total - 1215 430.43 283.27"
Accounts Payable,-,221,172.71,32.5
Payable/Accrued,-,-,-,-
Accrued Expenses,-,251.26,381.11,273.45
Notes Payable/Short Term Debt,-,-,-,-
Current Port. of LT Debt/Capital Leases,-,2,5.05,15.65
"Other Current liabilities, Total",-,1215,430.43,283.27
Total Liabilities,-,2843.53,2077.86,1613.92
"Total Long Term Debt - 602 604.3 509.6  Long Term Debt - 600 600 500  Capital Lease Obligations - 2.26 4.3 9.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - 625 484.26 499.45","Total Long Term Debt - 602 604.3 509.6  Long Term Debt - 600 600 500  Capital Lease Obligations - 2.26 4.3 9.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - 625 484.26 499.45","Total Long Term Debt - 602 604.3 509.6  Long Term Debt - 600 600 500  Capital Lease Obligations - 2.26 4.3 9.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - 625 484.26 499.45","Total Long Term Debt - 602 604.3 509.6  Long Term Debt - 600 600 500  Capital Lease Obligations - 2.26 4.3 9.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - 625 484.26 499.45","Total Long Term Debt - 602 604.3 509.6  Long Term Debt - 600 600 500  Capital Lease Obligations - 2.26 4.3 9.6  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total - 625 484.26 499.45"
Total Long Term Debt,-,602,604.3,509.6
Long Term Debt,-,600,600,500
Capital Lease Obligations,-,2.26,4.3,9.6
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",-,625,484.26,499.45
Total Equity,-,5675,5036.71,5147.28
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 50 50 100  Additional Paid-In Capital - 1306 1306.35 1256.35  Retained Earnings (Accumulated Deficit) - 4411.33 3772.9 3882.42  Treasury Stock - Common - -100.64 -100.64 -100.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 8.51 8.1 9.03  Other Equity, Total - 8 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 50 50 100  Additional Paid-In Capital - 1306 1306.35 1256.35  Retained Earnings (Accumulated Deficit) - 4411.33 3772.9 3882.42  Treasury Stock - Common - -100.64 -100.64 -100.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 8.51 8.1 9.03  Other Equity, Total - 8 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 50 50 100  Additional Paid-In Capital - 1306 1306.35 1256.35  Retained Earnings (Accumulated Deficit) - 4411.33 3772.9 3882.42  Treasury Stock - Common - -100.64 -100.64 -100.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 8.51 8.1 9.03  Other Equity, Total - 8 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 50 50 100  Additional Paid-In Capital - 1306 1306.35 1256.35  Retained Earnings (Accumulated Deficit) - 4411.33 3772.9 3882.42  Treasury Stock - Common - -100.64 -100.64 -100.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 8.51 8.1 9.03  Other Equity, Total - 8 -0 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total - 50 50 100  Additional Paid-In Capital - 1306 1306.35 1256.35  Retained Earnings (Accumulated Deficit) - 4411.33 3772.9 3882.42  Treasury Stock - Common - -100.64 -100.64 -100.52  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 8.51 8.1 9.03  Other Equity, Total - 8 -0 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",-,50,50,100
Additional Paid-In Capital,-,1306,1306.35,1256.35
Retained Earnings (Accumulated Deficit),-,4411.33,3772.9,3882.42
Treasury Stock - Common,-,-100.64,-100.64,-100.52
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,8.51,8.1,9.03
"Other Equity, Total",-,8,-0,-
Total Liabilities & Shareholders' Equity,-,8519,7114.56,6761.2
Total Common Shares Outstanding,-,8.07,8.07,8.07
Total Preferred Shares Outstanding,-,-,-,-
