Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,1292,1439.6,493.8,369.77
"Cash and Short Term Investments 301 1132.69 187.39 146.12  Cash - - - -  Cash & Equivalents 299 332.66 187.39 146.12  Short Term Investments 2 800.03 - -  Total Receivables, Net 136 264.69 233.41 126.98  Accounts Receivables - Trade, Net 136 264.69 233.41 126.98  Total Inventory 6 6.92 17.38 14.93  Prepaid Expenses 9 5.72 6.32 14.9  Other Current Assets, Total 840 29.58 49.31 66.83","Cash and Short Term Investments 301 1132.69 187.39 146.12  Cash - - - -  Cash & Equivalents 299 332.66 187.39 146.12  Short Term Investments 2 800.03 - -  Total Receivables, Net 136 264.69 233.41 126.98  Accounts Receivables - Trade, Net 136 264.69 233.41 126.98  Total Inventory 6 6.92 17.38 14.93  Prepaid Expenses 9 5.72 6.32 14.9  Other Current Assets, Total 840 29.58 49.31 66.83","Cash and Short Term Investments 301 1132.69 187.39 146.12  Cash - - - -  Cash & Equivalents 299 332.66 187.39 146.12  Short Term Investments 2 800.03 - -  Total Receivables, Net 136 264.69 233.41 126.98  Accounts Receivables - Trade, Net 136 264.69 233.41 126.98  Total Inventory 6 6.92 17.38 14.93  Prepaid Expenses 9 5.72 6.32 14.9  Other Current Assets, Total 840 29.58 49.31 66.83","Cash and Short Term Investments 301 1132.69 187.39 146.12  Cash - - - -  Cash & Equivalents 299 332.66 187.39 146.12  Short Term Investments 2 800.03 - -  Total Receivables, Net 136 264.69 233.41 126.98  Accounts Receivables - Trade, Net 136 264.69 233.41 126.98  Total Inventory 6 6.92 17.38 14.93  Prepaid Expenses 9 5.72 6.32 14.9  Other Current Assets, Total 840 29.58 49.31 66.83","Cash and Short Term Investments 301 1132.69 187.39 146.12  Cash - - - -  Cash & Equivalents 299 332.66 187.39 146.12  Short Term Investments 2 800.03 - -  Total Receivables, Net 136 264.69 233.41 126.98  Accounts Receivables - Trade, Net 136 264.69 233.41 126.98  Total Inventory 6 6.92 17.38 14.93  Prepaid Expenses 9 5.72 6.32 14.9  Other Current Assets, Total 840 29.58 49.31 66.83"
Cash and Short Term Investments,301,1132.69,187.39,146.12
Cash,-,-,-,-
Cash & Equivalents,299,332.66,187.39,146.12
Short Term Investments,2,800.03,-,-
"Total Receivables, Net",136,264.69,233.41,126.98
"Accounts Receivables - Trade, Net",136,264.69,233.41,126.98
Total Inventory,6,6.92,17.38,14.93
Prepaid Expenses,9,5.72,6.32,14.9
"Other Current Assets, Total",840,29.58,49.31,66.83
Total Assets,3826,5383.65,2720.9,2203.15
