Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,1494,1165,1562.34,1428.58
"Cash and Short Term Investments 129 551 896.67 729.74  Cash - - - -  Cash & Equivalents 129 551 896.67 729.74  Short Term Investments - - - -  Total Receivables, Net 1037 329 429.22 395.97  Accounts Receivables - Trade, Net 654 329 429.22 364.68  Total Inventory 135 181 203.09 159.54  Prepaid Expenses 149 23 26.73 132.11  Other Current Assets, Total 44 81 6.63 11.21","Cash and Short Term Investments 129 551 896.67 729.74  Cash - - - -  Cash & Equivalents 129 551 896.67 729.74  Short Term Investments - - - -  Total Receivables, Net 1037 329 429.22 395.97  Accounts Receivables - Trade, Net 654 329 429.22 364.68  Total Inventory 135 181 203.09 159.54  Prepaid Expenses 149 23 26.73 132.11  Other Current Assets, Total 44 81 6.63 11.21","Cash and Short Term Investments 129 551 896.67 729.74  Cash - - - -  Cash & Equivalents 129 551 896.67 729.74  Short Term Investments - - - -  Total Receivables, Net 1037 329 429.22 395.97  Accounts Receivables - Trade, Net 654 329 429.22 364.68  Total Inventory 135 181 203.09 159.54  Prepaid Expenses 149 23 26.73 132.11  Other Current Assets, Total 44 81 6.63 11.21","Cash and Short Term Investments 129 551 896.67 729.74  Cash - - - -  Cash & Equivalents 129 551 896.67 729.74  Short Term Investments - - - -  Total Receivables, Net 1037 329 429.22 395.97  Accounts Receivables - Trade, Net 654 329 429.22 364.68  Total Inventory 135 181 203.09 159.54  Prepaid Expenses 149 23 26.73 132.11  Other Current Assets, Total 44 81 6.63 11.21","Cash and Short Term Investments 129 551 896.67 729.74  Cash - - - -  Cash & Equivalents 129 551 896.67 729.74  Short Term Investments - - - -  Total Receivables, Net 1037 329 429.22 395.97  Accounts Receivables - Trade, Net 654 329 429.22 364.68  Total Inventory 135 181 203.09 159.54  Prepaid Expenses 149 23 26.73 132.11  Other Current Assets, Total 44 81 6.63 11.21"
Cash and Short Term Investments,129,551,896.67,729.74
Cash,-,-,-,-
Cash & Equivalents,129,551,896.67,729.74
Short Term Investments,-,-,-,-
"Total Receivables, Net",1037,329,429.22,395.97
"Accounts Receivables - Trade, Net",654,329,429.22,364.68
Total Inventory,135,181,203.09,159.54
Prepaid Expenses,149,23,26.73,132.11
"Other Current Assets, Total",44,81,6.63,11.21
Total Assets,2021,2113,2687.71,1906.89
