Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,16864.28,14034.22,14504.48,15138.44
"Cash and Short Term Investments 2959.29 10503.96 8689.87 12915.35  Cash - - - -  Cash & Equivalents 2959.29 10503.96 8689.87 12915.35  Short Term Investments - - - -  Total Receivables, Net 537.86 480.07 474.86 560.71  Accounts Receivables - Trade, Net 537.86 480.07 474.86 560.71  Total Inventory 3.78 11.89 12.03 12.14  Prepaid Expenses 71.98 68.13 90.66 79.66  Other Current Assets, Total 13291.37 2970.17 5237.06 1570.57","Cash and Short Term Investments 2959.29 10503.96 8689.87 12915.35  Cash - - - -  Cash & Equivalents 2959.29 10503.96 8689.87 12915.35  Short Term Investments - - - -  Total Receivables, Net 537.86 480.07 474.86 560.71  Accounts Receivables - Trade, Net 537.86 480.07 474.86 560.71  Total Inventory 3.78 11.89 12.03 12.14  Prepaid Expenses 71.98 68.13 90.66 79.66  Other Current Assets, Total 13291.37 2970.17 5237.06 1570.57","Cash and Short Term Investments 2959.29 10503.96 8689.87 12915.35  Cash - - - -  Cash & Equivalents 2959.29 10503.96 8689.87 12915.35  Short Term Investments - - - -  Total Receivables, Net 537.86 480.07 474.86 560.71  Accounts Receivables - Trade, Net 537.86 480.07 474.86 560.71  Total Inventory 3.78 11.89 12.03 12.14  Prepaid Expenses 71.98 68.13 90.66 79.66  Other Current Assets, Total 13291.37 2970.17 5237.06 1570.57","Cash and Short Term Investments 2959.29 10503.96 8689.87 12915.35  Cash - - - -  Cash & Equivalents 2959.29 10503.96 8689.87 12915.35  Short Term Investments - - - -  Total Receivables, Net 537.86 480.07 474.86 560.71  Accounts Receivables - Trade, Net 537.86 480.07 474.86 560.71  Total Inventory 3.78 11.89 12.03 12.14  Prepaid Expenses 71.98 68.13 90.66 79.66  Other Current Assets, Total 13291.37 2970.17 5237.06 1570.57","Cash and Short Term Investments 2959.29 10503.96 8689.87 12915.35  Cash - - - -  Cash & Equivalents 2959.29 10503.96 8689.87 12915.35  Short Term Investments - - - -  Total Receivables, Net 537.86 480.07 474.86 560.71  Accounts Receivables - Trade, Net 537.86 480.07 474.86 560.71  Total Inventory 3.78 11.89 12.03 12.14  Prepaid Expenses 71.98 68.13 90.66 79.66  Other Current Assets, Total 13291.37 2970.17 5237.06 1570.57"
Cash and Short Term Investments,2959.29,10503.96,8689.87,12915.35
Cash,-,-,-,-
Cash & Equivalents,2959.29,10503.96,8689.87,12915.35
Short Term Investments,-,-,-,-
"Total Receivables, Net",537.86,480.07,474.86,560.71
"Accounts Receivables - Trade, Net",537.86,480.07,474.86,560.71
Total Inventory,3.78,11.89,12.03,12.14
Prepaid Expenses,71.98,68.13,90.66,79.66
"Other Current Assets, Total",13291.37,2970.17,5237.06,1570.57
Total Assets,23642.64,21257.47,20074.81,18960.68
"Property/Plant/Equipment, Total - Net 4207.1 4347.79 2851.27 2027.73  Property/Plant/Equipment, Total - Gross 4911.09 4964.09 3576.61 2820.93  Accumulated Depreciation, Total -703.98 -616.3 -725.34 -793.2  Goodwill, Net - - - -  Intangibles, Net 565.45 733.33 876.19 1080.07  Long Term Investments 343 357.04 279.75 306.33  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1561.48 1785.1 1563.12 408.12  Other Assets, Total 12858.61 - - -","Property/Plant/Equipment, Total - Net 4207.1 4347.79 2851.27 2027.73  Property/Plant/Equipment, Total - Gross 4911.09 4964.09 3576.61 2820.93  Accumulated Depreciation, Total -703.98 -616.3 -725.34 -793.2  Goodwill, Net - - - -  Intangibles, Net 565.45 733.33 876.19 1080.07  Long Term Investments 343 357.04 279.75 306.33  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1561.48 1785.1 1563.12 408.12  Other Assets, Total 12858.61 - - -","Property/Plant/Equipment, Total - Net 4207.1 4347.79 2851.27 2027.73  Property/Plant/Equipment, Total - Gross 4911.09 4964.09 3576.61 2820.93  Accumulated Depreciation, Total -703.98 -616.3 -725.34 -793.2  Goodwill, Net - - - -  Intangibles, Net 565.45 733.33 876.19 1080.07  Long Term Investments 343 357.04 279.75 306.33  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1561.48 1785.1 1563.12 408.12  Other Assets, Total 12858.61 - - -","Property/Plant/Equipment, Total - Net 4207.1 4347.79 2851.27 2027.73  Property/Plant/Equipment, Total - Gross 4911.09 4964.09 3576.61 2820.93  Accumulated Depreciation, Total -703.98 -616.3 -725.34 -793.2  Goodwill, Net - - - -  Intangibles, Net 565.45 733.33 876.19 1080.07  Long Term Investments 343 357.04 279.75 306.33  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1561.48 1785.1 1563.12 408.12  Other Assets, Total 12858.61 - - -","Property/Plant/Equipment, Total - Net 4207.1 4347.79 2851.27 2027.73  Property/Plant/Equipment, Total - Gross 4911.09 4964.09 3576.61 2820.93  Accumulated Depreciation, Total -703.98 -616.3 -725.34 -793.2  Goodwill, Net - - - -  Intangibles, Net 565.45 733.33 876.19 1080.07  Long Term Investments 343 357.04 279.75 306.33  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1561.48 1785.1 1563.12 408.12  Other Assets, Total 12858.61 - - -"
"Property/Plant/Equipment, Total - Net",4207.1,4347.79,2851.27,2027.73
"Property/Plant/Equipment, Total - Gross",4911.09,4964.09,3576.61,2820.93
"Accumulated Depreciation, Total",-703.98,-616.3,-725.34,-793.2
"Goodwill, Net",-,-,-,-
"Intangibles, Net",565.45,733.33,876.19,1080.07
Long Term Investments,343,357.04,279.75,306.33
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1561.48,1785.1,1563.12,408.12
"Other Assets, Total",12858.61,-,-,-
Total Current Liabilities,14205.8,11960.3,12867.3,11325.42
"Accounts Payable 697.2 423.28 454.55 476.79  Payable/Accrued - - - -  Accrued Expenses 17.18 17.48 18.23 22.6  Notes Payable/Short Term Debt - - 740 -  Current Port. of LT Debt/Capital Leases 100 100 - -  Other Current liabilities, Total 13391.43 11419.53 11654.51 10826.02","Accounts Payable 697.2 423.28 454.55 476.79  Payable/Accrued - - - -  Accrued Expenses 17.18 17.48 18.23 22.6  Notes Payable/Short Term Debt - - 740 -  Current Port. of LT Debt/Capital Leases 100 100 - -  Other Current liabilities, Total 13391.43 11419.53 11654.51 10826.02","Accounts Payable 697.2 423.28 454.55 476.79  Payable/Accrued - - - -  Accrued Expenses 17.18 17.48 18.23 22.6  Notes Payable/Short Term Debt - - 740 -  Current Port. of LT Debt/Capital Leases 100 100 - -  Other Current liabilities, Total 13391.43 11419.53 11654.51 10826.02","Accounts Payable 697.2 423.28 454.55 476.79  Payable/Accrued - - - -  Accrued Expenses 17.18 17.48 18.23 22.6  Notes Payable/Short Term Debt - - 740 -  Current Port. of LT Debt/Capital Leases 100 100 - -  Other Current liabilities, Total 13391.43 11419.53 11654.51 10826.02","Accounts Payable 697.2 423.28 454.55 476.79  Payable/Accrued - - - -  Accrued Expenses 17.18 17.48 18.23 22.6  Notes Payable/Short Term Debt - - 740 -  Current Port. of LT Debt/Capital Leases 100 100 - -  Other Current liabilities, Total 13391.43 11419.53 11654.51 10826.02"
Accounts Payable,697.2,423.28,454.55,476.79
Payable/Accrued,-,-,-,-
Accrued Expenses,17.18,17.48,18.23,22.6
Notes Payable/Short Term Debt,-,-,740,-
Current Port. of LT Debt/Capital Leases,100,100,-,-
"Other Current liabilities, Total",13391.43,11419.53,11654.51,10826.02
Total Liabilities,16231.83,14081.69,13064.98,11517.1
"Total Long Term Debt 1800 1900 - -  Long Term Debt 1800 1900 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 226.03 221.39 197.68 191.68","Total Long Term Debt 1800 1900 - -  Long Term Debt 1800 1900 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 226.03 221.39 197.68 191.68","Total Long Term Debt 1800 1900 - -  Long Term Debt 1800 1900 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 226.03 221.39 197.68 191.68","Total Long Term Debt 1800 1900 - -  Long Term Debt 1800 1900 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 226.03 221.39 197.68 191.68","Total Long Term Debt 1800 1900 - -  Long Term Debt 1800 1900 - -  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest - - - -  Other Liabilities, Total 226.03 221.39 197.68 191.68"
Total Long Term Debt,1800,1900,-,-
Long Term Debt,1800,1900,-,-
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,-,-,-,-
"Other Liabilities, Total",226.03,221.39,197.68,191.68
Total Equity,7410.8,7175.78,7009.84,7443.58
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 667.78 667.78 667.78 667.78  Additional Paid-In Capital 3509.22 3509.22 3509.22 3509.22  Retained Earnings (Accumulated Deficit) 3906.62 3758.41 3624.11 4108.02  Treasury Stock - Common -729.68 -764.63 -788.21 -841.34  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5 -3.07 -0.1  Other Equity, Total 56.86 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 667.78 667.78 667.78 667.78  Additional Paid-In Capital 3509.22 3509.22 3509.22 3509.22  Retained Earnings (Accumulated Deficit) 3906.62 3758.41 3624.11 4108.02  Treasury Stock - Common -729.68 -764.63 -788.21 -841.34  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5 -3.07 -0.1  Other Equity, Total 56.86 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 667.78 667.78 667.78 667.78  Additional Paid-In Capital 3509.22 3509.22 3509.22 3509.22  Retained Earnings (Accumulated Deficit) 3906.62 3758.41 3624.11 4108.02  Treasury Stock - Common -729.68 -764.63 -788.21 -841.34  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5 -3.07 -0.1  Other Equity, Total 56.86 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 667.78 667.78 667.78 667.78  Additional Paid-In Capital 3509.22 3509.22 3509.22 3509.22  Retained Earnings (Accumulated Deficit) 3906.62 3758.41 3624.11 4108.02  Treasury Stock - Common -729.68 -764.63 -788.21 -841.34  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5 -3.07 -0.1  Other Equity, Total 56.86 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 667.78 667.78 667.78 667.78  Additional Paid-In Capital 3509.22 3509.22 3509.22 3509.22  Retained Earnings (Accumulated Deficit) 3906.62 3758.41 3624.11 4108.02  Treasury Stock - Common -729.68 -764.63 -788.21 -841.34  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 5 -3.07 -0.1  Other Equity, Total 56.86 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",667.78,667.78,667.78,667.78
Additional Paid-In Capital,3509.22,3509.22,3509.22,3509.22
Retained Earnings (Accumulated Deficit),3906.62,3758.41,3624.11,4108.02
Treasury Stock - Common,-729.68,-764.63,-788.21,-841.34
ESOP Debt Guarantee,-,-,-,-
