Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Current Assets,179431,167806,160829,155765
"Cash and Short Term Investments 23834 21353 25193 20618  Cash - - - -  Cash & Equivalents 15380 17368 19734 15215  Short Term Investments 8454 3985 5459 5403  Total Receivables, Net 96593 91530 93230 92529  Accounts Receivables - Trade, Net 96593 91530 84475 92529  Total Inventory 47525 39178 36001 36528  Prepaid Expenses - 2723 3328 4283  Other Current Assets, Total 11479 15745 3077 1807","Cash and Short Term Investments 23834 21353 25193 20618  Cash - - - -  Cash & Equivalents 15380 17368 19734 15215  Short Term Investments 8454 3985 5459 5403  Total Receivables, Net 96593 91530 93230 92529  Accounts Receivables - Trade, Net 96593 91530 84475 92529  Total Inventory 47525 39178 36001 36528  Prepaid Expenses - 2723 3328 4283  Other Current Assets, Total 11479 15745 3077 1807","Cash and Short Term Investments 23834 21353 25193 20618  Cash - - - -  Cash & Equivalents 15380 17368 19734 15215  Short Term Investments 8454 3985 5459 5403  Total Receivables, Net 96593 91530 93230 92529  Accounts Receivables - Trade, Net 96593 91530 84475 92529  Total Inventory 47525 39178 36001 36528  Prepaid Expenses - 2723 3328 4283  Other Current Assets, Total 11479 15745 3077 1807","Cash and Short Term Investments 23834 21353 25193 20618  Cash - - - -  Cash & Equivalents 15380 17368 19734 15215  Short Term Investments 8454 3985 5459 5403  Total Receivables, Net 96593 91530 93230 92529  Accounts Receivables - Trade, Net 96593 91530 84475 92529  Total Inventory 47525 39178 36001 36528  Prepaid Expenses - 2723 3328 4283  Other Current Assets, Total 11479 15745 3077 1807","Cash and Short Term Investments 23834 21353 25193 20618  Cash - - - -  Cash & Equivalents 15380 17368 19734 15215  Short Term Investments 8454 3985 5459 5403  Total Receivables, Net 96593 91530 93230 92529  Accounts Receivables - Trade, Net 96593 91530 84475 92529  Total Inventory 47525 39178 36001 36528  Prepaid Expenses - 2723 3328 4283  Other Current Assets, Total 11479 15745 3077 1807"
Cash and Short Term Investments,23834,21353,25193,20618
Cash,-,-,-,-
Cash & Equivalents,15380,17368,19734,15215
Short Term Investments,8454,3985,5459,5403
"Total Receivables, Net",96593,91530,93230,92529
"Accounts Receivables - Trade, Net",96593,91530,84475,92529
Total Inventory,47525,39178,36001,36528
Prepaid Expenses,-,2723,3328,4283
"Other Current Assets, Total",11479,15745,3077,1807
Total Assets,639118,594551,616349,638722
"Property/Plant/Equipment, Total - Net 129102 120624 126650 147014  Property/Plant/Equipment, Total - Gross - 488942 496889 503108  Accumulated Depreciation, Total - -368318 -370239 -356095  Goodwill, Net 33783 19176 17920 18358  Intangibles, Net 9328 7893 9023 8844  Long Term Investments 284905 274901 288989 79156  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 283535 8833 12938 229585  Other Assets, Total -26566 -28471 - -","Property/Plant/Equipment, Total - Net 129102 120624 126650 147014  Property/Plant/Equipment, Total - Gross - 488942 496889 503108  Accumulated Depreciation, Total - -368318 -370239 -356095  Goodwill, Net 33783 19176 17920 18358  Intangibles, Net 9328 7893 9023 8844  Long Term Investments 284905 274901 288989 79156  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 283535 8833 12938 229585  Other Assets, Total -26566 -28471 - -","Property/Plant/Equipment, Total - Net 129102 120624 126650 147014  Property/Plant/Equipment, Total - Gross - 488942 496889 503108  Accumulated Depreciation, Total - -368318 -370239 -356095  Goodwill, Net 33783 19176 17920 18358  Intangibles, Net 9328 7893 9023 8844  Long Term Investments 284905 274901 288989 79156  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 283535 8833 12938 229585  Other Assets, Total -26566 -28471 - -","Property/Plant/Equipment, Total - Net 129102 120624 126650 147014  Property/Plant/Equipment, Total - Gross - 488942 496889 503108  Accumulated Depreciation, Total - -368318 -370239 -356095  Goodwill, Net 33783 19176 17920 18358  Intangibles, Net 9328 7893 9023 8844  Long Term Investments 284905 274901 288989 79156  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 283535 8833 12938 229585  Other Assets, Total -26566 -28471 - -","Property/Plant/Equipment, Total - Net 129102 120624 126650 147014  Property/Plant/Equipment, Total - Gross - 488942 496889 503108  Accumulated Depreciation, Total - -368318 -370239 -356095  Goodwill, Net 33783 19176 17920 18358  Intangibles, Net 9328 7893 9023 8844  Long Term Investments 284905 274901 288989 79156  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 283535 8833 12938 229585  Other Assets, Total -26566 -28471 - -"
"Property/Plant/Equipment, Total - Net",129102,120624,126650,147014
"Property/Plant/Equipment, Total - Gross",-,488942,496889,503108
"Accumulated Depreciation, Total",-,-368318,-370239,-356095
"Goodwill, Net",33783,19176,17920,18358
"Intangibles, Net",9328,7893,9023,8844
Long Term Investments,284905,274901,288989,79156
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",283535,8833,12938,229585
"Other Assets, Total",-26566,-28471,-,-
Total Current Liabilities,219515,204417,216243,210472
