Period Ending:,202228/02,202128/02,202029/02,201928/02
Total Current Assets,7753.73,8253.9,8229.02,7875.75
"Cash and Short Term Investments 6399.1 6621.67 6883.81 7056.4  Cash - - - -  Cash & Equivalents 6399.1 6621.67 6883.81 7056.4  Short Term Investments - - - -  Total Receivables, Net 670.98 650.8 743.82 505.1  Accounts Receivables - Trade, Net 670.98 640.8 733.82 505.1  Total Inventory 492.07 674.29 469.56 171.66  Prepaid Expenses 33.69 261.09 92.51 120.84  Other Current Assets, Total 157.89 46.05 39.32 21.76","Cash and Short Term Investments 6399.1 6621.67 6883.81 7056.4  Cash - - - -  Cash & Equivalents 6399.1 6621.67 6883.81 7056.4  Short Term Investments - - - -  Total Receivables, Net 670.98 650.8 743.82 505.1  Accounts Receivables - Trade, Net 670.98 640.8 733.82 505.1  Total Inventory 492.07 674.29 469.56 171.66  Prepaid Expenses 33.69 261.09 92.51 120.84  Other Current Assets, Total 157.89 46.05 39.32 21.76","Cash and Short Term Investments 6399.1 6621.67 6883.81 7056.4  Cash - - - -  Cash & Equivalents 6399.1 6621.67 6883.81 7056.4  Short Term Investments - - - -  Total Receivables, Net 670.98 650.8 743.82 505.1  Accounts Receivables - Trade, Net 670.98 640.8 733.82 505.1  Total Inventory 492.07 674.29 469.56 171.66  Prepaid Expenses 33.69 261.09 92.51 120.84  Other Current Assets, Total 157.89 46.05 39.32 21.76","Cash and Short Term Investments 6399.1 6621.67 6883.81 7056.4  Cash - - - -  Cash & Equivalents 6399.1 6621.67 6883.81 7056.4  Short Term Investments - - - -  Total Receivables, Net 670.98 650.8 743.82 505.1  Accounts Receivables - Trade, Net 670.98 640.8 733.82 505.1  Total Inventory 492.07 674.29 469.56 171.66  Prepaid Expenses 33.69 261.09 92.51 120.84  Other Current Assets, Total 157.89 46.05 39.32 21.76","Cash and Short Term Investments 6399.1 6621.67 6883.81 7056.4  Cash - - - -  Cash & Equivalents 6399.1 6621.67 6883.81 7056.4  Short Term Investments - - - -  Total Receivables, Net 670.98 650.8 743.82 505.1  Accounts Receivables - Trade, Net 670.98 640.8 733.82 505.1  Total Inventory 492.07 674.29 469.56 171.66  Prepaid Expenses 33.69 261.09 92.51 120.84  Other Current Assets, Total 157.89 46.05 39.32 21.76"
Cash and Short Term Investments,6399.1,6621.67,6883.81,7056.4
Cash,-,-,-,-
Cash & Equivalents,6399.1,6621.67,6883.81,7056.4
Short Term Investments,-,-,-,-
"Total Receivables, Net",670.98,650.8,743.82,505.1
"Accounts Receivables - Trade, Net",670.98,640.8,733.82,505.1
Total Inventory,492.07,674.29,469.56,171.66
Prepaid Expenses,33.69,261.09,92.51,120.84
"Other Current Assets, Total",157.89,46.05,39.32,21.76
Total Assets,10651.38,10977.37,10737.62,10282.55
