Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Current Assets,14078,15396,15178,14323.93
"Cash and Short Term Investments 11213 12623 13405 12394.44  Cash - - - -  Cash & Equivalents 11213 12623 13405 12394.44  Short Term Investments - - - -  Total Receivables, Net 2443 1771 1492 1312.1  Accounts Receivables - Trade, Net 2443 1771 1492 1312.1  Total Inventory 13 12 9 0.63  Prepaid Expenses 180 201 129 292.64  Other Current Assets, Total 229 789 143 324.11","Cash and Short Term Investments 11213 12623 13405 12394.44  Cash - - - -  Cash & Equivalents 11213 12623 13405 12394.44  Short Term Investments - - - -  Total Receivables, Net 2443 1771 1492 1312.1  Accounts Receivables - Trade, Net 2443 1771 1492 1312.1  Total Inventory 13 12 9 0.63  Prepaid Expenses 180 201 129 292.64  Other Current Assets, Total 229 789 143 324.11","Cash and Short Term Investments 11213 12623 13405 12394.44  Cash - - - -  Cash & Equivalents 11213 12623 13405 12394.44  Short Term Investments - - - -  Total Receivables, Net 2443 1771 1492 1312.1  Accounts Receivables - Trade, Net 2443 1771 1492 1312.1  Total Inventory 13 12 9 0.63  Prepaid Expenses 180 201 129 292.64  Other Current Assets, Total 229 789 143 324.11","Cash and Short Term Investments 11213 12623 13405 12394.44  Cash - - - -  Cash & Equivalents 11213 12623 13405 12394.44  Short Term Investments - - - -  Total Receivables, Net 2443 1771 1492 1312.1  Accounts Receivables - Trade, Net 2443 1771 1492 1312.1  Total Inventory 13 12 9 0.63  Prepaid Expenses 180 201 129 292.64  Other Current Assets, Total 229 789 143 324.11","Cash and Short Term Investments 11213 12623 13405 12394.44  Cash - - - -  Cash & Equivalents 11213 12623 13405 12394.44  Short Term Investments - - - -  Total Receivables, Net 2443 1771 1492 1312.1  Accounts Receivables - Trade, Net 2443 1771 1492 1312.1  Total Inventory 13 12 9 0.63  Prepaid Expenses 180 201 129 292.64  Other Current Assets, Total 229 789 143 324.11"
Cash and Short Term Investments,11213,12623,13405,12394.44
Cash,-,-,-,-
Cash & Equivalents,11213,12623,13405,12394.44
Short Term Investments,-,-,-,-
"Total Receivables, Net",2443,1771,1492,1312.1
"Accounts Receivables - Trade, Net",2443,1771,1492,1312.1
Total Inventory,13,12,9,0.63
Prepaid Expenses,180,201,129,292.64
"Other Current Assets, Total",229,789,143,324.11
Total Assets,18467,17720,18538,18028.2
"Property/Plant/Equipment, Total - Net 108 118 134 24  Property/Plant/Equipment, Total - Gross - 183.56 172.82 97.86  Accumulated Depreciation, Total - -64.58 -38.07 -73.86  Goodwill, Net 363 570 1177 1348.57  Intangibles, Net 633 729 707 995  Long Term Investments 3099 620 1057 798.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 1 538.07  Other Assets, Total -2016 -684 -1056 -","Property/Plant/Equipment, Total - Net 108 118 134 24  Property/Plant/Equipment, Total - Gross - 183.56 172.82 97.86  Accumulated Depreciation, Total - -64.58 -38.07 -73.86  Goodwill, Net 363 570 1177 1348.57  Intangibles, Net 633 729 707 995  Long Term Investments 3099 620 1057 798.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 1 538.07  Other Assets, Total -2016 -684 -1056 -","Property/Plant/Equipment, Total - Net 108 118 134 24  Property/Plant/Equipment, Total - Gross - 183.56 172.82 97.86  Accumulated Depreciation, Total - -64.58 -38.07 -73.86  Goodwill, Net 363 570 1177 1348.57  Intangibles, Net 633 729 707 995  Long Term Investments 3099 620 1057 798.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 1 538.07  Other Assets, Total -2016 -684 -1056 -","Property/Plant/Equipment, Total - Net 108 118 134 24  Property/Plant/Equipment, Total - Gross - 183.56 172.82 97.86  Accumulated Depreciation, Total - -64.58 -38.07 -73.86  Goodwill, Net 363 570 1177 1348.57  Intangibles, Net 633 729 707 995  Long Term Investments 3099 620 1057 798.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 1 538.07  Other Assets, Total -2016 -684 -1056 -","Property/Plant/Equipment, Total - Net 108 118 134 24  Property/Plant/Equipment, Total - Gross - 183.56 172.82 97.86  Accumulated Depreciation, Total - -64.58 -38.07 -73.86  Goodwill, Net 363 570 1177 1348.57  Intangibles, Net 633 729 707 995  Long Term Investments 3099 620 1057 798.64  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 1 1 538.07  Other Assets, Total -2016 -684 -1056 -"
"Property/Plant/Equipment, Total - Net",108,118,134,24
"Property/Plant/Equipment, Total - Gross",-,183.56,172.82,97.86
"Accumulated Depreciation, Total",-,-64.58,-38.07,-73.86
"Goodwill, Net",363,570,1177,1348.57
"Intangibles, Net",633,729,707,995
Long Term Investments,3099,620,1057,798.64
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,1,1,538.07
"Other Assets, Total",-2016,-684,-1056,-
Total Current Liabilities,5363,4582,3693,3099.4
"Accounts Payable 1885 1342 1000 848.02  Payable/Accrued - - - -  Accrued Expenses 89 68 83 67.28  Notes Payable/Short Term Debt 1500 1500 1000 1000  Current Port. of LT Debt/Capital Leases 703 611 533 437.25  Other Current liabilities, Total 1186 1061 1077 746.85","Accounts Payable 1885 1342 1000 848.02  Payable/Accrued - - - -  Accrued Expenses 89 68 83 67.28  Notes Payable/Short Term Debt 1500 1500 1000 1000  Current Port. of LT Debt/Capital Leases 703 611 533 437.25  Other Current liabilities, Total 1186 1061 1077 746.85","Accounts Payable 1885 1342 1000 848.02  Payable/Accrued - - - -  Accrued Expenses 89 68 83 67.28  Notes Payable/Short Term Debt 1500 1500 1000 1000  Current Port. of LT Debt/Capital Leases 703 611 533 437.25  Other Current liabilities, Total 1186 1061 1077 746.85","Accounts Payable 1885 1342 1000 848.02  Payable/Accrued - - - -  Accrued Expenses 89 68 83 67.28  Notes Payable/Short Term Debt 1500 1500 1000 1000  Current Port. of LT Debt/Capital Leases 703 611 533 437.25  Other Current liabilities, Total 1186 1061 1077 746.85","Accounts Payable 1885 1342 1000 848.02  Payable/Accrued - - - -  Accrued Expenses 89 68 83 67.28  Notes Payable/Short Term Debt 1500 1500 1000 1000  Current Port. of LT Debt/Capital Leases 703 611 533 437.25  Other Current liabilities, Total 1186 1061 1077 746.85"
Accounts Payable,1885,1342,1000,848.02
Payable/Accrued,-,-,-,-
Accrued Expenses,89,68,83,67.28
Notes Payable/Short Term Debt,1500,1500,1000,1000
Current Port. of LT Debt/Capital Leases,703,611,533,437.25
"Other Current liabilities, Total",1186,1061,1077,746.85
Total Liabilities,6954,6075,5397,4921.4
"Total Long Term Debt 1588 1492 1703 1822  Long Term Debt 1588 1492 1703 1822  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 17 12 - -  Other Liabilities, Total -3014 -4038.34 -3315.37 -","Total Long Term Debt 1588 1492 1703 1822  Long Term Debt 1588 1492 1703 1822  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 17 12 - -  Other Liabilities, Total -3014 -4038.34 -3315.37 -","Total Long Term Debt 1588 1492 1703 1822  Long Term Debt 1588 1492 1703 1822  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 17 12 - -  Other Liabilities, Total -3014 -4038.34 -3315.37 -","Total Long Term Debt 1588 1492 1703 1822  Long Term Debt 1588 1492 1703 1822  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 17 12 - -  Other Liabilities, Total -3014 -4038.34 -3315.37 -","Total Long Term Debt 1588 1492 1703 1822  Long Term Debt 1588 1492 1703 1822  Capital Lease Obligations - - - -  Deferred Income Tax - - - -  Minority Interest 17 12 - -  Other Liabilities, Total -3014 -4038.34 -3315.37 -"
Total Long Term Debt,1588,1492,1703,1822
Long Term Debt,1588,1492,1703,1822
Capital Lease Obligations,-,-,-,-
Deferred Income Tax,-,-,-,-
Minority Interest,17,12,-,-
"Other Liabilities, Total",-3014,-4038.34,-3315.37,-
Total Equity,11513,11645,13141,13106.8
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5902 5900 5888 5881.8  Additional Paid-In Capital 6038 6036 6025 6017.91  Retained Earnings (Accumulated Deficit) 31 12 1222 1207.09  Treasury Stock - Common -499 -321 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 41 18 6 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5902 5900 5888 5881.8  Additional Paid-In Capital 6038 6036 6025 6017.91  Retained Earnings (Accumulated Deficit) 31 12 1222 1207.09  Treasury Stock - Common -499 -321 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 41 18 6 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5902 5900 5888 5881.8  Additional Paid-In Capital 6038 6036 6025 6017.91  Retained Earnings (Accumulated Deficit) 31 12 1222 1207.09  Treasury Stock - Common -499 -321 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 41 18 6 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5902 5900 5888 5881.8  Additional Paid-In Capital 6038 6036 6025 6017.91  Retained Earnings (Accumulated Deficit) 31 12 1222 1207.09  Treasury Stock - Common -499 -321 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 41 18 6 -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 5902 5900 5888 5881.8  Additional Paid-In Capital 6038 6036 6025 6017.91  Retained Earnings (Accumulated Deficit) 31 12 1222 1207.09  Treasury Stock - Common -499 -321 - -  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - - - -  Other Equity, Total 41 18 6 -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",5902,5900,5888,5881.8
Additional Paid-In Capital,6038,6036,6025,6017.91
Retained Earnings (Accumulated Deficit),31,12,1222,1207.09
Treasury Stock - Common,-499,-321,-,-
ESOP Debt Guarantee,-,-,-,-
Unrealized Gain (Loss),-,-,-,-
"Other Equity, Total",41,18,6,-
Total Liabilities & Shareholders' Equity,18467,17720,18538,18028.2
Total Common Shares Outstanding,60.57,60.99,58.6,58.36
Total Preferred Shares Outstanding,-,-,-,-
