Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Current Assets,2148,2147.69,2464.88,1996.71
"Cash and Short Term Investments 160 304.02 259.41 299.3  Cash - - - -  Cash & Equivalents 160 304.02 259.41 299.3  Short Term Investments - - - -  Total Receivables, Net 1594 1546.26 1862.69 1442.67  Accounts Receivables - Trade, Net 1594 1546.26 1503.02 1442.67  Total Inventory 338 289.1 333.29 237.41  Prepaid Expenses - - - 7.44  Other Current Assets, Total 56 8.31 9.49 9.89","Cash and Short Term Investments 160 304.02 259.41 299.3  Cash - - - -  Cash & Equivalents 160 304.02 259.41 299.3  Short Term Investments - - - -  Total Receivables, Net 1594 1546.26 1862.69 1442.67  Accounts Receivables - Trade, Net 1594 1546.26 1503.02 1442.67  Total Inventory 338 289.1 333.29 237.41  Prepaid Expenses - - - 7.44  Other Current Assets, Total 56 8.31 9.49 9.89","Cash and Short Term Investments 160 304.02 259.41 299.3  Cash - - - -  Cash & Equivalents 160 304.02 259.41 299.3  Short Term Investments - - - -  Total Receivables, Net 1594 1546.26 1862.69 1442.67  Accounts Receivables - Trade, Net 1594 1546.26 1503.02 1442.67  Total Inventory 338 289.1 333.29 237.41  Prepaid Expenses - - - 7.44  Other Current Assets, Total 56 8.31 9.49 9.89","Cash and Short Term Investments 160 304.02 259.41 299.3  Cash - - - -  Cash & Equivalents 160 304.02 259.41 299.3  Short Term Investments - - - -  Total Receivables, Net 1594 1546.26 1862.69 1442.67  Accounts Receivables - Trade, Net 1594 1546.26 1503.02 1442.67  Total Inventory 338 289.1 333.29 237.41  Prepaid Expenses - - - 7.44  Other Current Assets, Total 56 8.31 9.49 9.89","Cash and Short Term Investments 160 304.02 259.41 299.3  Cash - - - -  Cash & Equivalents 160 304.02 259.41 299.3  Short Term Investments - - - -  Total Receivables, Net 1594 1546.26 1862.69 1442.67  Accounts Receivables - Trade, Net 1594 1546.26 1503.02 1442.67  Total Inventory 338 289.1 333.29 237.41  Prepaid Expenses - - - 7.44  Other Current Assets, Total 56 8.31 9.49 9.89"
Cash and Short Term Investments,160,304.02,259.41,299.3
Cash,-,-,-,-
Cash & Equivalents,160,304.02,259.41,299.3
Short Term Investments,-,-,-,-
"Total Receivables, Net",1594,1546.26,1862.69,1442.67
"Accounts Receivables - Trade, Net",1594,1546.26,1503.02,1442.67
Total Inventory,338,289.1,333.29,237.41
Prepaid Expenses,-,-,-,7.44
"Other Current Assets, Total",56,8.31,9.49,9.89
Total Assets,13414,13641.77,15014,12805.33
"Property/Plant/Equipment, Total - Net 11198 11422.43 12474.71 10737.19  Property/Plant/Equipment, Total - Gross - 22280.63 21603.68 18406.68  Accumulated Depreciation, Total - -10858.21 -9128.97 -7669.49  Goodwill, Net - - - -  Intangibles, Net 8 10.94 14.04 6.19  Long Term Investments 59 9.75 9.3 7.95  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 50.96 51.07 57.3  Other Assets, Total -1200 - - -","Property/Plant/Equipment, Total - Net 11198 11422.43 12474.71 10737.19  Property/Plant/Equipment, Total - Gross - 22280.63 21603.68 18406.68  Accumulated Depreciation, Total - -10858.21 -9128.97 -7669.49  Goodwill, Net - - - -  Intangibles, Net 8 10.94 14.04 6.19  Long Term Investments 59 9.75 9.3 7.95  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 50.96 51.07 57.3  Other Assets, Total -1200 - - -","Property/Plant/Equipment, Total - Net 11198 11422.43 12474.71 10737.19  Property/Plant/Equipment, Total - Gross - 22280.63 21603.68 18406.68  Accumulated Depreciation, Total - -10858.21 -9128.97 -7669.49  Goodwill, Net - - - -  Intangibles, Net 8 10.94 14.04 6.19  Long Term Investments 59 9.75 9.3 7.95  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 50.96 51.07 57.3  Other Assets, Total -1200 - - -","Property/Plant/Equipment, Total - Net 11198 11422.43 12474.71 10737.19  Property/Plant/Equipment, Total - Gross - 22280.63 21603.68 18406.68  Accumulated Depreciation, Total - -10858.21 -9128.97 -7669.49  Goodwill, Net - - - -  Intangibles, Net 8 10.94 14.04 6.19  Long Term Investments 59 9.75 9.3 7.95  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 50.96 51.07 57.3  Other Assets, Total -1200 - - -","Property/Plant/Equipment, Total - Net 11198 11422.43 12474.71 10737.19  Property/Plant/Equipment, Total - Gross - 22280.63 21603.68 18406.68  Accumulated Depreciation, Total - -10858.21 -9128.97 -7669.49  Goodwill, Net - - - -  Intangibles, Net 8 10.94 14.04 6.19  Long Term Investments 59 9.75 9.3 7.95  Note Receivable - Long Term - - - -  Other Long Term Assets, Total 1 50.96 51.07 57.3  Other Assets, Total -1200 - - -"
"Property/Plant/Equipment, Total - Net",11198,11422.43,12474.71,10737.19
"Property/Plant/Equipment, Total - Gross",-,22280.63,21603.68,18406.68
"Accumulated Depreciation, Total",-,-10858.21,-9128.97,-7669.49
"Goodwill, Net",-,-,-,-
"Intangibles, Net",8,10.94,14.04,6.19
Long Term Investments,59,9.75,9.3,7.95
Note Receivable - Long Term,-,-,-,-
"Other Long Term Assets, Total",1,50.96,51.07,57.3
"Other Assets, Total",-1200,-,-,-
Total Current Liabilities,2817,3285.48,4138.01,2731.28
"Accounts Payable 984 844.2 910.74 629.52  Payable/Accrued - - - -  Accrued Expenses 226 395.67 176 227.55  Notes Payable/Short Term Debt 200 600 1400 300  Current Port. of LT Debt/Capital Leases 573 774.61 825.46 694.77  Other Current liabilities, Total 834 671 825.82 879.45","Accounts Payable 984 844.2 910.74 629.52  Payable/Accrued - - - -  Accrued Expenses 226 395.67 176 227.55  Notes Payable/Short Term Debt 200 600 1400 300  Current Port. of LT Debt/Capital Leases 573 774.61 825.46 694.77  Other Current liabilities, Total 834 671 825.82 879.45","Accounts Payable 984 844.2 910.74 629.52  Payable/Accrued - - - -  Accrued Expenses 226 395.67 176 227.55  Notes Payable/Short Term Debt 200 600 1400 300  Current Port. of LT Debt/Capital Leases 573 774.61 825.46 694.77  Other Current liabilities, Total 834 671 825.82 879.45","Accounts Payable 984 844.2 910.74 629.52  Payable/Accrued - - - -  Accrued Expenses 226 395.67 176 227.55  Notes Payable/Short Term Debt 200 600 1400 300  Current Port. of LT Debt/Capital Leases 573 774.61 825.46 694.77  Other Current liabilities, Total 834 671 825.82 879.45","Accounts Payable 984 844.2 910.74 629.52  Payable/Accrued - - - -  Accrued Expenses 226 395.67 176 227.55  Notes Payable/Short Term Debt 200 600 1400 300  Current Port. of LT Debt/Capital Leases 573 774.61 825.46 694.77  Other Current liabilities, Total 834 671 825.82 879.45"
Accounts Payable,984,844.2,910.74,629.52
Payable/Accrued,-,-,-,-
Accrued Expenses,226,395.67,176,227.55
Notes Payable/Short Term Debt,200,600,1400,300
Current Port. of LT Debt/Capital Leases,573,774.61,825.46,694.77
"Other Current liabilities, Total",834,671,825.82,879.45
Total Liabilities,5730,6389.09,8145.52,6605.45
"Total Long Term Debt 2753 2972.32 3881.93 3760.32  Long Term Debt 2357 2972.32 3881.24 3758.21  Capital Lease Obligations 396 - 0.69 2.11  Deferred Income Tax 116 127.3 121.58 109.85  Minority Interest - - - -  Other Liabilities, Total -156 4 4 4","Total Long Term Debt 2753 2972.32 3881.93 3760.32  Long Term Debt 2357 2972.32 3881.24 3758.21  Capital Lease Obligations 396 - 0.69 2.11  Deferred Income Tax 116 127.3 121.58 109.85  Minority Interest - - - -  Other Liabilities, Total -156 4 4 4","Total Long Term Debt 2753 2972.32 3881.93 3760.32  Long Term Debt 2357 2972.32 3881.24 3758.21  Capital Lease Obligations 396 - 0.69 2.11  Deferred Income Tax 116 127.3 121.58 109.85  Minority Interest - - - -  Other Liabilities, Total -156 4 4 4","Total Long Term Debt 2753 2972.32 3881.93 3760.32  Long Term Debt 2357 2972.32 3881.24 3758.21  Capital Lease Obligations 396 - 0.69 2.11  Deferred Income Tax 116 127.3 121.58 109.85  Minority Interest - - - -  Other Liabilities, Total -156 4 4 4","Total Long Term Debt 2753 2972.32 3881.93 3760.32  Long Term Debt 2357 2972.32 3881.24 3758.21  Capital Lease Obligations 396 - 0.69 2.11  Deferred Income Tax 116 127.3 121.58 109.85  Minority Interest - - - -  Other Liabilities, Total -156 4 4 4"
Total Long Term Debt,2753,2972.32,3881.93,3760.32
Long Term Debt,2357,2972.32,3881.24,3758.21
Capital Lease Obligations,396,-,0.69,2.11
Deferred Income Tax,116,127.3,121.58,109.85
Minority Interest,-,-,-,-
"Other Liabilities, Total",-156,4,4,4
Total Equity,7684,7252.68,6868.48,6199.88
"Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1245 1245.72 1220.69 1215.56  Additional Paid-In Capital 1218 1218.72 1193.69 1188.56  Retained Earnings (Accumulated Deficit) 5211 4788.65 4454.37 3796.55  Treasury Stock - Common - -0.44 -0.44 -0.44  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 0.02 0.17 -0.34  Other Equity, Total 10 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1245 1245.72 1220.69 1215.56  Additional Paid-In Capital 1218 1218.72 1193.69 1188.56  Retained Earnings (Accumulated Deficit) 5211 4788.65 4454.37 3796.55  Treasury Stock - Common - -0.44 -0.44 -0.44  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 0.02 0.17 -0.34  Other Equity, Total 10 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1245 1245.72 1220.69 1215.56  Additional Paid-In Capital 1218 1218.72 1193.69 1188.56  Retained Earnings (Accumulated Deficit) 5211 4788.65 4454.37 3796.55  Treasury Stock - Common - -0.44 -0.44 -0.44  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 0.02 0.17 -0.34  Other Equity, Total 10 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1245 1245.72 1220.69 1215.56  Additional Paid-In Capital 1218 1218.72 1193.69 1188.56  Retained Earnings (Accumulated Deficit) 5211 4788.65 4454.37 3796.55  Treasury Stock - Common - -0.44 -0.44 -0.44  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 0.02 0.17 -0.34  Other Equity, Total 10 - - -","Redeemable Preferred Stock, Total - - - -  Preferred Stock - Non Redeemable, Net - - - -  Common Stock, Total 1245 1245.72 1220.69 1215.56  Additional Paid-In Capital 1218 1218.72 1193.69 1188.56  Retained Earnings (Accumulated Deficit) 5211 4788.65 4454.37 3796.55  Treasury Stock - Common - -0.44 -0.44 -0.44  ESOP Debt Guarantee - - - -  Unrealized Gain (Loss) - 0.02 0.17 -0.34  Other Equity, Total 10 - - -"
"Redeemable Preferred Stock, Total",-,-,-,-
"Preferred Stock - Non Redeemable, Net",-,-,-,-
"Common Stock, Total",1245,1245.72,1220.69,1215.56
